subcategory,country,channel,year_month,status,live_units,desired_units,delta_units,live_revenue,desired_revenue,delta_revenue
Bag - Cooling,US,B2B,2026_04,matched,51,51,0,894.72,894.72,0.0
Bag - Cooling,US,B2B,2026_05,matched,60,60,0,1669.01,1669.01,0.0
Bag - Cooling,US,B2B,2026_06,matched,12,12,0,317.02,317.02,0.0
Bag - Cooling,US,B2B,2026_07,matched,8,8,0,218.0,218.0,0.0
Bag - Cooling,US,DTC,2025_03,matched,1,1,0,0.0,0.0,0.0
Bag - Cooling,US,DTC,2025_04,matched,11,11,0,510.58,510.58,0.0
Bag - Cooling,US,DTC,2025_05,matched,4,4,0,178.74,178.74,0.0
Bag - Cooling,US,DTC,2025_06,matched,9,9,0,449.59,449.59,0.0
Bag - Cooling,US,DTC,2025_07,matched,10,10,0,476.69,476.69,0.0
Bag - Cooling,US,DTC,2025_08,matched,1,1,0,47.2,47.2,0.0
Bag - Cooling,US,DTC,2025_09,matched,1,1,0,47.04,47.04,0.0
Bag - Cooling,US,DTC,2025_10,matched,1,1,0,55.95,55.95,0.0
Bag - Cooling,US,DTC,2025_11,matched,5,5,0,193.36,193.36,0.0
Bag - Cooling,US,DTC,2025_12,matched,1,1,0,33.78,33.78,0.0
Bag - Cooling,US,DTC,2026_01,matched,3,3,0,111.36,111.36,0.0
Bag - Cooling,US,DTC,2026_02,matched,3,3,0,164.97,164.97,0.0
Bag - Cooling,US,DTC,2026_03,matched,7,7,0,334.71,334.71,0.0
Bag - Cooling,US,DTC,2026_04,matched,13,13,0,661.9,661.9,0.0
Bag - Cooling,US,DTC,2026_05,matched,27,27,0,1386.75,1386.75,0.0
Bag - Cooling,US,DTC,2026_06,matched,18,18,0,955.57,955.57,0.0
Bag - Cooling,US,DTC,2026_07,matched,6,6,0,314.34,314.34,0.0
Bag - Cooling,US,DTC,2026_08,matched,1,1,0,47.28,47.28,0.0
Bag - Cooling,US,FBA,2025_11,matched,1,1,0,49.2,49.2,0.0
Bag - Cooling,US,FBA,2026_02,matched,1,1,0,47.63,47.63,0.0
Bag - Cooling,US,FBA,2026_06,matched,1,1,0,56.13,56.13,0.0
Bag - Dry MD,AU,DTC,2025_04,matched,3,3,0,96.35,96.35,0.0
Bag - Dry MD,AU,DTC,2025_06,matched,5,5,0,124.55,124.55,0.0
Bag - Dry MD,AU,DTC,2025_07,matched,2,2,0,72.0,72.0,0.0
Bag - Dry MD,AU,DTC,2025_08,matched,1,1,0,35.33,35.33,0.0
Bag - Dry MD,AU,DTC,2025_09,matched,2,2,0,70.11,70.11,0.0
Bag - Dry MD,AU,DTC,2025_10,matched,2,2,0,60.27,60.27,0.0
Bag - Dry MD,AU,DTC,2025_11,matched,11,11,0,278.14,278.14,0.0
Bag - Dry MD,AU,DTC,2025_12,matched,19,19,0,535.11,535.11,0.0
Bag - Dry MD,AU,DTC,2026_01,matched,1,1,0,31.48,31.48,0.0
Bag - Dry MD,AU,DTC,2026_02,matched,2,2,0,74.51,74.51,0.0
Bag - Dry MD,AU,DTC,2026_03,matched,2,2,0,74.05,74.05,0.0
Bag - Dry MD,AU,DTC,2026_05,matched,2,2,0,64.94,64.94,0.0
Bag - Dry MD,AU,DTC,2026_06,matched,1,1,0,0.0,0.0,0.0
Bag - Dry MD,AU,DTC,2026_07,matched,34,34,0,1250.02,1250.02,0.0
Bag - Dry MD,AU,DTC,2026_08,matched,2,2,0,73.69,73.69,0.0
Bag - Dry MD,AU,FBA,2026_07,matched,1,1,0,44.07,44.07,0.0
Bag - Dry MD,AU,FBA,2026_08,matched,1,1,0,41.59,41.59,0.0
Bag - Dry MD,EU,B2B,2025_04,matched,2,2,0,32.68,32.68,0.0
Bag - Dry MD,EU,B2B,2025_05,matched,6,6,0,101.87,101.87,0.0
Bag - Dry MD,EU,B2B,2025_07,matched,6,6,0,106.81,106.81,0.0
Bag - Dry MD,EU,B2B,2025_08,matched,26,26,0,389.03,389.03,0.0
Bag - Dry MD,EU,B2B,2025_10,matched,2,2,0,35.43,35.43,0.0
Bag - Dry MD,EU,B2B,2025_11,matched,2,2,0,34.42,34.42,0.0
Bag - Dry MD,EU,B2B,2025_12,matched,1,1,0,0.0,0.0,0.0
Bag - Dry MD,EU,B2B,2026_02,matched,17,17,0,334.08,334.08,0.0
Bag - Dry MD,EU,B2B,2026_03,matched,46,46,0,804.29,804.29,0.0
Bag - Dry MD,EU,B2B,2026_04,matched,27,27,0,476.84,476.84,0.0
Bag - Dry MD,EU,B2B,2026_05,matched,40,40,0,669.55,669.55,0.0
Bag - Dry MD,EU,B2B,2026_06,matched,19,19,0,234.79,234.79,0.0
Bag - Dry MD,EU,B2B,2026_07,matched,6,6,0,105.5,105.5,0.0
Bag - Dry MD,EU,B2B,2026_08,matched,36,36,0,628.62,628.62,0.0
Bag - Dry MD,EU,DTC,2025_08,matched,1,1,0,34.73,34.73,0.0
Bag - Dry MD,EU,DTC,2025_10,matched,1,1,0,30.49,30.49,0.0
Bag - Dry MD,EU,DTC,2025_11,matched,6,6,0,136.98,136.98,0.0
Bag - Dry MD,EU,DTC,2025_12,matched,5,5,0,144.98,144.98,0.0
Bag - Dry MD,EU,DTC,2026_02,matched,1,1,0,41.25,41.25,0.0
Bag - Dry MD,EU,DTC,2026_03,matched,3,3,0,86.57,86.57,0.0
Bag - Dry MD,EU,DTC,2026_04,matched,7,7,0,222.61,222.61,0.0
Bag - Dry MD,EU,DTC,2026_05,matched,6,6,0,202.09,202.09,0.0
Bag - Dry MD,EU,DTC,2026_06,matched,18,18,0,602.64,602.64,0.0
Bag - Dry MD,UK,B2B,2025_04,matched,23,23,0,378.17,378.17,0.0
Bag - Dry MD,UK,B2B,2025_05,matched,40,40,0,671.47,671.47,0.0
Bag - Dry MD,UK,B2B,2025_06,matched,9,9,0,149.94,149.94,0.0
Bag - Dry MD,UK,B2B,2025_07,matched,13,13,0,218.19,218.19,0.0
Bag - Dry MD,UK,B2B,2025_08,matched,12,12,0,199.92,199.92,0.0
Bag - Dry MD,UK,B2B,2025_10,matched,1,1,0,0.0,0.0,0.0
Bag - Dry MD,UK,B2B,2026_01,matched,4,4,0,71.25,71.25,0.0
Bag - Dry MD,UK,B2B,2026_02,matched,58,58,0,1999.18,1999.18,0.0
Bag - Dry MD,UK,B2B,2026_03,matched,99,99,0,1705.34,1705.34,0.0
Bag - Dry MD,UK,B2B,2026_04,matched,27,27,0,498.75,498.75,0.0
Bag - Dry MD,UK,B2B,2026_05,matched,95,95,0,1602.12,1602.12,0.0
Bag - Dry MD,UK,B2B,2026_06,matched,49,49,0,885.13,885.13,0.0
Bag - Dry MD,UK,B2B,2026_07,matched,91,91,0,1624.25,1624.25,0.0
Bag - Dry MD,UK,DTC,2025_04,matched,34,34,0,993.84,993.84,0.0
Bag - Dry MD,UK,DTC,2025_05,matched,35,35,0,949.29,949.29,0.0
Bag - Dry MD,UK,DTC,2025_06,matched,70,70,0,2240.6,2240.6,0.0
Bag - Dry MD,UK,DTC,2025_07,matched,37,37,0,1045.39,1045.39,0.0
Bag - Dry MD,UK,DTC,2025_08,matched,28,28,0,774.9,774.9,0.0
Bag - Dry MD,UK,DTC,2025_09,matched,10,10,0,316.95,316.95,0.0
Bag - Dry MD,UK,DTC,2025_10,matched,6,6,0,199.61,199.61,0.0
Bag - Dry MD,UK,DTC,2025_11,matched,73,73,0,1795.03,1795.03,0.0
Bag - Dry MD,UK,DTC,2025_12,matched,40,40,0,1110.12,1110.12,0.0
Bag - Dry MD,UK,DTC,2026_01,matched,23,23,0,671.41,671.41,0.0
Bag - Dry MD,UK,DTC,2026_02,matched,33,33,0,1163.99,1163.99,0.0
Bag - Dry MD,UK,DTC,2026_03,matched,237,237,0,8446.45,8446.45,0.0
Bag - Dry MD,UK,DTC,2026_04,matched,193,193,0,6730.74,6730.74,0.0
Bag - Dry MD,UK,DTC,2026_05,matched,232,232,0,7872.55,7872.55,0.0
Bag - Dry MD,UK,DTC,2026_06,matched,199,199,0,6721.04,6721.04,0.0
Bag - Dry MD,UK,DTC,2026_07,matched,267,267,0,9317.24,9317.24,0.0
Bag - Dry MD,UK,DTC,2026_08,matched,56,56,0,2018.99,2018.99,0.0
Bag - Dry MD,UK,FBA,2025_08,matched,4,4,0,126.53,126.53,0.0
Bag - Dry MD,UK,FBA,2025_09,matched,2,2,0,70.82,70.82,0.0
Bag - Dry MD,UK,FBA,2025_11,matched,1,1,0,37.49,37.49,0.0
Bag - Dry MD,UK,FBA,2025_12,matched,4,4,0,149.96,149.96,0.0
Bag - Dry MD,UK,FBA,2026_01,matched,2,2,0,67.48,67.48,0.0
Bag - Dry MD,UK,FBA,2026_02,matched,3,3,0,115.81,115.81,0.0
Bag - Dry MD,UK,FBA,2026_03,matched,10,10,0,371.16,371.16,0.0
Bag - Dry MD,UK,FBA,2026_04,matched,24,24,0,840.2,840.2,0.0
Bag - Dry MD,UK,FBA,2026_05,matched,20,20,0,708.57,708.57,0.0
Bag - Dry MD,UK,FBA,2026_06,matched,17,17,0,594.23,594.23,0.0
Bag - Dry MD,UK,FBA,2026_07,matched,15,15,0,543.22,543.22,0.0
Bag - Dry MD,UK,FBA,2026_08,matched,1,1,0,30.0,30.0,0.0
Bag - Dry MD,US,B2B,2025_02,matched,1,1,0,20.95,20.95,0.0
Bag - Dry MD,US,B2B,2025_03,matched,28,28,0,564.22,564.22,0.0
Bag - Dry MD,US,B2B,2025_04,matched,171,171,0,3298.29,3298.29,0.0
Bag - Dry MD,US,B2B,2025_05,matched,12,12,0,260.4,260.4,0.0
Bag - Dry MD,US,B2B,2025_06,matched,6,6,0,126.25,126.25,0.0
Bag - Dry MD,US,B2B,2025_07,matched,37,37,0,739.34,739.34,0.0
Bag - Dry MD,US,B2B,2025_10,matched,2,2,0,0.0,0.0,0.0
Bag - Dry MD,US,B2B,2025_11,matched,1,1,0,0.0,0.0,0.0
Bag - Dry MD,US,B2B,2025_12,matched,31,31,0,532.49,532.49,0.0
Bag - Dry MD,US,B2B,2026_01,matched,37,37,0,898.14,898.14,0.0
Bag - Dry MD,US,B2B,2026_02,matched,43,43,0,966.69,966.69,0.0
Bag - Dry MD,US,B2B,2026_03,matched,153,153,0,2995.24,2995.24,0.0
Bag - Dry MD,US,B2B,2026_04,matched,34,34,0,355.75,355.75,0.0
Bag - Dry MD,US,B2B,2026_05,matched,20,20,0,1027.79,1027.79,0.0
Bag - Dry MD,US,B2B,2026_06,matched,12,12,0,285.64,285.64,0.0
Bag - Dry MD,US,B2B,2026_07,matched,26,26,0,500.81,500.81,0.0
Bag - Dry MD,US,DTC,2025_03,matched,2,2,0,38.63,38.63,0.0
Bag - Dry MD,US,DTC,2025_04,matched,6,6,0,211.63,211.63,0.0
Bag - Dry MD,US,DTC,2025_05,matched,5,5,0,184.81,184.81,0.0
Bag - Dry MD,US,DTC,2025_06,matched,6,6,0,250.89,250.89,0.0
Bag - Dry MD,US,DTC,2025_07,matched,1,1,0,38.02,38.02,0.0
Bag - Dry MD,US,DTC,2025_08,matched,3,3,0,134.27,134.27,0.0
Bag - Dry MD,US,DTC,2025_09,matched,1,1,0,44.12,44.12,0.0
Bag - Dry MD,US,DTC,2025_11,matched,3,3,0,124.86,124.86,0.0
Bag - Dry MD,US,DTC,2025_12,matched,9,9,0,375.7,375.7,0.0
Bag - Dry MD,US,DTC,2026_01,matched,6,6,0,195.89,195.89,0.0
Bag - Dry MD,US,DTC,2026_02,matched,2,2,0,88.29,88.29,0.0
Bag - Dry MD,US,DTC,2026_03,matched,32,32,0,1450.91,1450.91,0.0
Bag - Dry MD,US,DTC,2026_04,matched,12,12,0,358.87,358.87,0.0
Bag - Dry MD,US,DTC,2026_05,matched,59,59,0,2435.55,2435.55,0.0
Bag - Dry MD,US,DTC,2026_06,matched,46,46,0,1865.74,1865.74,0.0
Bag - Dry MD,US,DTC,2026_07,matched,46,46,0,2014.28,2014.28,0.0
Bag - Dry MD,US,DTC,2026_08,matched,8,8,0,343.13,343.13,0.0
Bag - Dry MD,US,FBA,2025_08,matched,2,2,0,68.97,68.97,0.0
Bag - Dry MD,US,FBA,2026_03,matched,15,15,0,622.07,622.07,0.0
Bag - Dry MD,US,FBA,2026_04,matched,6,6,0,245.59,245.59,0.0
Bag - Dry MD,US,FBA,2026_05,matched,18,18,0,717.12,717.12,0.0
Bag - Dry MD,US,FBA,2026_06,matched,11,11,0,475.76,475.76,0.0
Bag - Dry MD,US,FBA,2026_07,matched,17,17,0,733.91,733.91,0.0
Bag - Dry MD,US,FBA,2026_08,matched,2,2,0,89.22,89.22,0.0
Bag - Dry XS,AU,DTC,2025_04,matched,16,16,0,220.49,220.49,0.0
Bag - Dry XS,AU,DTC,2025_05,matched,7,7,0,107.24,107.24,0.0
Bag - Dry XS,AU,DTC,2025_06,matched,4,4,0,34.85,34.85,0.0
Bag - Dry XS,AU,DTC,2025_07,matched,9,9,0,104.05,104.05,0.0
Bag - Dry XS,AU,DTC,2025_08,matched,7,7,0,96.37,96.37,0.0
Bag - Dry XS,AU,DTC,2025_09,matched,9,9,0,120.5,120.5,0.0
Bag - Dry XS,AU,DTC,2025_10,matched,6,6,0,80.37,80.37,0.0
Bag - Dry XS,AU,DTC,2025_11,matched,48,48,0,569.79,569.79,0.0
Bag - Dry XS,AU,DTC,2025_12,matched,52,52,0,646.3,646.3,0.0
Bag - Dry XS,AU,DTC,2026_01,matched,28,28,0,385.69,385.69,0.0
Bag - Dry XS,AU,DTC,2026_02,matched,14,14,0,185.81,185.81,0.0
Bag - Dry XS,AU,DTC,2026_03,matched,17,17,0,226.23,226.23,0.0
Bag - Dry XS,AU,DTC,2026_04,matched,12,12,0,202.47,202.47,0.0
Bag - Dry XS,AU,DTC,2026_05,matched,11,11,0,155.59,155.59,0.0
Bag - Dry XS,AU,DTC,2026_06,matched,24,24,0,383.38,383.38,0.0
Bag - Dry XS,AU,DTC,2026_07,matched,102,102,0,1624.32,1624.32,0.0
Bag - Dry XS,AU,DTC,2026_08,matched,25,25,0,401.23,401.23,0.0
Bag - Dry XS,AU,FBA,2025_12,matched,2,2,0,30.09,30.09,0.0
Bag - Dry XS,AU,FBA,2026_01,matched,1,1,0,18.55,18.55,0.0
Bag - Dry XS,AU,FBA,2026_02,matched,1,1,0,19.05,19.05,0.0
Bag - Dry XS,AU,FBA,2026_05,matched,1,1,0,21.17,21.17,0.0
Bag - Dry XS,AU,FBA,2026_07,matched,2,2,0,38.55,38.55,0.0
Bag - Dry XS,AU,FBA,2026_08,matched,1,1,0,16.63,16.63,0.0
Bag - Dry XS,EU,B2B,2025_04,matched,2,2,0,14.77,14.77,0.0
Bag - Dry XS,EU,B2B,2025_05,matched,14,14,0,103.57,103.57,0.0
Bag - Dry XS,EU,B2B,2025_06,matched,54,54,0,367.58,367.58,0.0
Bag - Dry XS,EU,B2B,2025_07,matched,17,17,0,114.97,114.97,0.0
Bag - Dry XS,EU,B2B,2025_08,matched,65,65,0,409.86,409.86,0.0
Bag - Dry XS,EU,B2B,2025_10,matched,6,6,0,39.75,39.75,0.0
Bag - Dry XS,EU,B2B,2025_11,matched,2,2,0,15.45,15.45,0.0
Bag - Dry XS,EU,B2B,2025_12,matched,2,2,0,0.0,0.0,0.0
Bag - Dry XS,EU,B2B,2026_01,matched,16,16,0,106.36,106.36,0.0
Bag - Dry XS,EU,B2B,2026_02,matched,132,132,0,1500.95,1500.95,0.0
Bag - Dry XS,EU,B2B,2026_03,matched,220,220,0,1686.75,1686.75,0.0
Bag - Dry XS,EU,B2B,2026_04,matched,270,270,0,2065.64,2065.64,0.0
Bag - Dry XS,EU,B2B,2026_05,matched,215,215,0,1658.9,1658.9,0.0
Bag - Dry XS,EU,B2B,2026_06,matched,174,174,0,1359.3,1359.3,0.0
Bag - Dry XS,EU,B2B,2026_07,matched,23,23,0,180.52,180.52,0.0
Bag - Dry XS,EU,B2B,2026_08,matched,34,34,0,266.45,266.45,0.0
Bag - Dry XS,EU,DTC,2025_06,matched,3,3,0,35.48,35.48,0.0
Bag - Dry XS,EU,DTC,2025_07,matched,22,22,0,310.09,310.09,0.0
Bag - Dry XS,EU,DTC,2025_08,matched,5,5,0,68.04,68.04,0.0
Bag - Dry XS,EU,DTC,2025_09,matched,3,3,0,40.47,40.47,0.0
Bag - Dry XS,EU,DTC,2025_10,matched,4,4,0,54.2,54.2,0.0
Bag - Dry XS,EU,DTC,2025_11,matched,33,33,0,369.78,369.78,0.0
Bag - Dry XS,EU,DTC,2025_12,matched,21,21,0,249.28,249.28,0.0
Bag - Dry XS,EU,DTC,2026_01,matched,2,2,0,31.85,31.85,0.0
Bag - Dry XS,EU,DTC,2026_02,matched,6,6,0,95.64,95.64,0.0
Bag - Dry XS,EU,DTC,2026_03,matched,28,28,0,411.1,411.1,0.0
Bag - Dry XS,EU,DTC,2026_04,matched,29,29,0,448.68,448.68,0.0
Bag - Dry XS,EU,DTC,2026_05,matched,57,57,0,872.03,872.03,0.0
Bag - Dry XS,EU,DTC,2026_06,matched,68,68,0,1025.08,1025.08,0.0
Bag - Dry XS,EU,FBA,2026_05,matched,1,1,0,16.2,16.2,0.0
Bag - Dry XS,EU,FBA,2026_06,matched,8,8,0,151.86,151.86,0.0
Bag - Dry XS,EU,FBA,2026_07,matched,15,15,0,275.36,275.36,0.0
Bag - Dry XS,EU,FBA,2026_08,matched,6,6,0,117.07,117.07,0.0
Bag - Dry XS,UK,B2B,2025_03,matched,8,8,0,61.88,61.88,0.0
Bag - Dry XS,UK,B2B,2025_04,matched,73,73,0,543.8,543.8,0.0
Bag - Dry XS,UK,B2B,2025_05,matched,47,47,0,355.29,355.29,0.0
Bag - Dry XS,UK,B2B,2025_06,matched,53,53,0,422.7,422.7,0.0
Bag - Dry XS,UK,B2B,2025_07,matched,26,26,0,197.84,197.84,0.0
Bag - Dry XS,UK,B2B,2025_09,matched,4,4,0,30.0,30.0,0.0
Bag - Dry XS,UK,B2B,2025_10,matched,4,4,0,34.78,34.78,0.0
Bag - Dry XS,UK,B2B,2025_11,matched,12,12,0,104.27,104.27,0.0
Bag - Dry XS,UK,B2B,2026_01,matched,12,12,0,93.92,93.92,0.0
Bag - Dry XS,UK,B2B,2026_02,matched,98,98,0,1715.0,1715.0,0.0
Bag - Dry XS,UK,B2B,2026_03,matched,242,242,0,1991.94,1991.94,0.0
Bag - Dry XS,UK,B2B,2026_04,matched,282,282,0,2287.96,2287.96,0.0
Bag - Dry XS,UK,B2B,2026_05,matched,518,518,0,4312.26,4312.26,0.0
Bag - Dry XS,UK,B2B,2026_06,matched,722,722,0,5987.79,5987.79,0.0
Bag - Dry XS,UK,B2B,2026_07,matched,558,558,0,4500.62,4500.62,0.0
Bag - Dry XS,UK,B2B,2026_08,matched,32,32,0,266.56,266.56,0.0
Bag - Dry XS,UK,DTC,2025_03,matched,68,68,0,1014.43,1014.43,0.0
Bag - Dry XS,UK,DTC,2025_04,matched,618,618,0,9509.5,9509.5,0.0
Bag - Dry XS,UK,DTC,2025_05,matched,246,246,0,3436.52,3436.52,0.0
Bag - Dry XS,UK,DTC,2025_06,matched,198,198,0,2877.9,2877.9,0.0
Bag - Dry XS,UK,DTC,2025_07,matched,140,140,0,2026.9,2026.9,0.0
Bag - Dry XS,UK,DTC,2025_09,matched,31,31,0,496.72,496.72,0.0
Bag - Dry XS,UK,DTC,2025_10,matched,62,62,0,994.87,994.87,0.0
Bag - Dry XS,UK,DTC,2025_11,matched,198,198,0,2824.63,2824.63,0.0
Bag - Dry XS,UK,DTC,2025_12,matched,167,167,0,2551.47,2551.47,0.0
Bag - Dry XS,UK,DTC,2026_01,matched,99,99,0,1615.96,1615.96,0.0
Bag - Dry XS,UK,DTC,2026_02,matched,548,548,0,9483.27,9483.27,0.0
Bag - Dry XS,UK,DTC,2026_03,matched,1011,1011,0,16979.13,16979.13,0.0
Bag - Dry XS,UK,DTC,2026_04,matched,855,855,0,14487.81,14487.81,0.0
Bag - Dry XS,UK,DTC,2026_05,matched,1558,1558,0,26108.28,26108.28,0.0
Bag - Dry XS,UK,DTC,2026_06,matched,2337,2337,0,39893.37,39893.37,0.0
Bag - Dry XS,UK,DTC,2026_07,matched,1594,1594,0,27334.32,27334.32,0.0
Bag - Dry XS,UK,DTC,2026_08,matched,333,333,0,5819.54,5819.54,0.0
Bag - Dry XS,UK,FBA,2025_07,matched,25,25,0,461.16,461.16,0.0
Bag - Dry XS,UK,FBA,2025_09,matched,3,3,0,57.57,57.57,0.0
Bag - Dry XS,UK,FBA,2025_10,matched,6,6,0,115.14,115.14,0.0
Bag - Dry XS,UK,FBA,2025_11,matched,10,10,0,186.72,186.72,0.0
Bag - Dry XS,UK,FBA,2025_12,matched,13,13,0,246.63,246.63,0.0
Bag - Dry XS,UK,FBA,2026_01,matched,22,22,0,386.35,386.35,0.0
Bag - Dry XS,UK,FBA,2026_02,matched,92,92,0,1547.75,1547.75,0.0
Bag - Dry XS,UK,FBA,2026_03,matched,212,212,0,3541.78,3541.78,0.0
Bag - Dry XS,UK,FBA,2026_04,matched,320,320,0,5082.1,5082.1,0.0
Bag - Dry XS,UK,FBA,2026_05,matched,449,449,0,7202.49,7202.49,0.0
Bag - Dry XS,UK,FBA,2026_06,matched,790,790,0,11823.55,11823.55,0.0
Bag - Dry XS,UK,FBA,2026_07,matched,475,475,0,7698.32,7698.32,0.0
Bag - Dry XS,UK,FBA,2026_08,matched,91,91,0,1433.09,1433.09,0.0
Bag - Dry XS,US,B2B,2024_12,matched,0,0,0,1078.5,1078.5,0.0
Bag - Dry XS,US,B2B,2025_01,matched,6,6,0,67.44,67.44,0.0
Bag - Dry XS,US,B2B,2025_02,matched,28,28,0,277.56,277.56,0.0
Bag - Dry XS,US,B2B,2025_03,matched,69,69,0,701.22,701.22,0.0
Bag - Dry XS,US,B2B,2025_04,matched,165,165,0,1581.72,1581.72,0.0
Bag - Dry XS,US,B2B,2025_05,matched,63,63,0,616.09,616.09,0.0
Bag - Dry XS,US,B2B,2025_07,matched,4,4,0,50.1,50.1,0.0
Bag - Dry XS,US,B2B,2025_09,matched,7,7,0,46.53,46.53,0.0
Bag - Dry XS,US,B2B,2025_10,matched,5,5,0,0.0,0.0,0.0
Bag - Dry XS,US,B2B,2025_11,matched,2,2,0,0.0,0.0,0.0
Bag - Dry XS,US,B2B,2025_12,matched,5,5,0,5591.01,5591.01,0.0
Bag - Dry XS,US,B2B,2026_01,matched,29,29,0,342.63,342.63,0.0
Bag - Dry XS,US,B2B,2026_02,matched,1594,1594,0,14999.74,14999.74,0.0
Bag - Dry XS,US,B2B,2026_03,matched,752,752,0,7662.08,7662.08,0.0
Bag - Dry XS,US,B2B,2026_04,matched,238,238,0,2302.02,2302.02,0.0
Bag - Dry XS,US,B2B,2026_05,matched,338,338,0,4132.03,4132.03,0.0
Bag - Dry XS,US,B2B,2026_06,matched,36,36,0,421.94,421.94,0.0
Bag - Dry XS,US,B2B,2026_07,matched,48,48,0,537.52,537.52,0.0
Bag - Dry XS,US,DTC,2025_01,matched,1,1,0,14.45,14.45,0.0
Bag - Dry XS,US,DTC,2025_03,matched,4,4,0,53.82,53.82,0.0
Bag - Dry XS,US,DTC,2025_04,matched,20,20,0,353.2,353.2,0.0
Bag - Dry XS,US,DTC,2025_05,matched,29,29,0,567.01,567.01,0.0
Bag - Dry XS,US,DTC,2025_06,matched,6,6,0,125.55,125.55,0.0
Bag - Dry XS,US,DTC,2025_07,matched,7,7,0,151.72,151.72,0.0
Bag - Dry XS,US,DTC,2025_08,matched,9,9,0,202.87,202.87,0.0
Bag - Dry XS,US,DTC,2025_09,matched,5,5,0,101.11,101.11,0.0
Bag - Dry XS,US,DTC,2025_10,matched,2,2,0,57.0,57.0,0.0
Bag - Dry XS,US,DTC,2025_11,matched,5,5,0,85.53,85.53,0.0
Bag - Dry XS,US,DTC,2025_12,matched,11,11,0,205.51,205.51,0.0
Bag - Dry XS,US,DTC,2026_01,matched,6,6,0,149.03,149.03,0.0
Bag - Dry XS,US,DTC,2026_02,matched,57,57,0,710.73,710.73,0.0
Bag - Dry XS,US,DTC,2026_03,matched,203,203,0,4948.83,4948.83,0.0
Bag - Dry XS,US,DTC,2026_04,matched,92,92,0,2135.62,2135.62,0.0
Bag - Dry XS,US,DTC,2026_05,matched,147,147,0,3303.71,3303.71,0.0
Bag - Dry XS,US,DTC,2026_06,matched,131,131,0,3045.14,3045.14,0.0
Bag - Dry XS,US,DTC,2026_07,matched,99,99,0,2332.51,2332.51,0.0
Bag - Dry XS,US,DTC,2026_08,matched,25,25,0,614.92,614.92,0.0
Bag - Dry XS,US,FBA,2025_08,matched,3,3,0,50.2,50.2,0.0
Bag - Dry XS,US,FBA,2025_09,matched,1,1,0,18.48,18.48,0.0
Bag - Dry XS,US,FBA,2025_10,matched,1,1,0,16.94,16.94,0.0
Bag - Dry XS,US,FBA,2025_11,matched,4,4,0,64.54,64.54,0.0
Bag - Dry XS,US,FBA,2025_12,matched,4,4,0,65.65,65.65,0.0
Bag - Dry XS,US,FBA,2026_01,matched,1,1,0,16.71,16.71,0.0
Bag - Dry XS,US,FBA,2026_02,matched,7,7,0,129.39,129.39,0.0
Bag - Dry XS,US,FBA,2026_03,matched,88,88,0,1841.33,1841.33,0.0
Bag - Dry XS,US,FBA,2026_04,matched,57,57,0,1196.48,1196.48,0.0
Bag - Dry XS,US,FBA,2026_05,matched,60,60,0,1318.98,1318.98,0.0
Bag - Dry XS,US,FBA,2026_06,matched,73,73,0,1601.99,1601.99,0.0
Bag - Dry XS,US,FBA,2026_07,matched,61,61,0,1333.28,1333.28,0.0
Bag - Dry XS,US,FBA,2026_08,matched,12,12,0,253.9,253.9,0.0
Bag - Foldable,AU,DTC,2024_01,matched,164,164,0,1749.81,1749.81,0.0
Bag - Foldable,AU,DTC,2024_02,matched,109,109,0,1091.74,1091.74,0.0
Bag - Foldable,AU,DTC,2024_03,matched,71,71,0,796.42,796.42,0.0
Bag - Foldable,AU,DTC,2024_04,matched,76,76,0,840.63,840.63,0.0
Bag - Foldable,AU,DTC,2024_05,matched,76,76,0,848.01,848.01,0.0
Bag - Foldable,AU,DTC,2024_06,matched,69,69,0,1016.74,1016.74,0.0
Bag - Foldable,AU,DTC,2024_07,matched,78,78,0,1034.71,1034.71,0.0
Bag - Foldable,AU,DTC,2024_08,matched,121,121,0,1526.34,1526.34,0.0
Bag - Foldable,AU,DTC,2024_09,matched,100,100,0,1406.22,1406.22,0.0
Bag - Foldable,AU,DTC,2024_10,matched,149,149,0,1964.11,1964.11,0.0
Bag - Foldable,AU,DTC,2024_11,matched,499,499,0,5963.04,5963.04,0.0
Bag - Foldable,AU,DTC,2024_12,matched,586,586,0,7469.91,7469.91,0.0
Bag - Foldable,AU,DTC,2025_01,matched,207,207,0,2157.7,2157.7,0.0
Bag - Foldable,AU,DTC,2025_02,matched,77,77,0,806.04,806.04,0.0
Bag - Foldable,AU,DTC,2025_03,matched,56,56,0,717.36,717.36,0.0
Bag - Foldable,AU,DTC,2025_04,matched,47,47,0,548.86,548.86,0.0
Bag - Foldable,AU,DTC,2025_05,matched,49,49,0,611.22,611.22,0.0
Bag - Foldable,AU,DTC,2025_06,matched,74,74,0,861.97,861.97,0.0
Bag - Foldable,AU,DTC,2025_07,matched,113,113,0,1331.63,1331.63,0.0
Bag - Foldable,AU,DTC,2025_08,matched,144,144,0,1537.57,1537.57,0.0
Bag - Foldable,AU,DTC,2025_09,matched,137,137,0,1659.03,1659.03,0.0
Bag - Foldable,AU,DTC,2025_10,matched,154,154,0,1862.13,1862.13,0.0
Bag - Foldable,AU,DTC,2025_11,matched,835,835,0,6878.19,6878.19,0.0
Bag - Foldable,AU,DTC,2025_12,matched,605,605,0,7094.62,7094.62,0.0
