SKU,cost,cost_lx,cost_xr,size_long
ACTIVE-LAR-BLUE,4.040,4.040,4.040,Extra Large (200x90cm)
ACTIVE-LAR-GREEN,4.040,4.040,4.040,Large (160x80cm)
ACTIVE-LAR-GREY,4.040,4.040,4.040,Large (160x80cm)
ACTIVE-LAR-ORANGE,4.040,4.040,4.040,Large (160x80cm)
ACTIVE-LAR-PINK,4.040,4.040,4.040,Large (160x80cm)
ACTIVE-LAR-RED,4.040,4.040,4.040,Large (160x80cm)
ACTIVE-SML-BLUE,2.410,2.410,2.410,"Small (100x50"") "
ACTIVE-SML-GREEN,2.410,2.410,2.410,"Small (100x50"") "
ACTIVE-SML-GREY,2.410,2.410,2.410,"Small (100x50"") "
ACTIVE-SML-ORANGE,2.410,2.410,2.410,"Small (100x50"") "
ACTIVE-SML-PINK,2.410,2.410,2.410,"Small (100x50"") "
ACTIVE-SML-RED,2.410,2.410,2.410,"Small (100x50"") "
ACTIVE-XLG-BLUE,4.830,4.830,4.830,Extra Large (200x90cm)
ACTIVE-XLG-GREEN,4.830,4.830,4.830,Extra Large (200x90cm)
ACTIVE-XLG-GREY,4.830,4.830,4.830,Extra Large (200x90cm)
ACTIVE-XLG-ORANGE,4.830,4.830,4.830,Extra Large (200x90cm)
ACTIVE-XLG-PINK,4.830,4.830,4.830,Extra Large (200x90cm)
ACTIVE-XLG-RED,4.830,4.830,4.830,Extra Large (200x90cm)
BABIATOR-MD-LTPCH,13.980,13.980,13.980,3 to 5y
BABIATOR-MD-LTPNK,13.980,13.980,13.980,3 to 5y
BABIATOR-MD-NAVY,13.980,13.980,13.980,3 to 5y
BABIATOR-MD-SQUIG,13.980,13.980,13.980,3 to 5y
BABIATOR-SM-LTPCH,13.980,13.980,13.980,0 to 2y
BABIATOR-SM-LTPNK,13.980,13.980,13.980,0 to 2y
BABIATOR-SM-NAVY,13.980,13.980,13.980,0 to 2y
BABIATOR-SM-SQUIG,13.980,13.980,13.980,0 to 2y
BAGBCH-MD-MNTID,9.100,9.100,9.100,One Size
BAGBCH-MD-NAVY,9.100,9.100,9.100,One Size
BAGBCH-MD-OLIVE,9.100,9.100,9.100,One Size
BAGBCH-MD-PSTPIER,9.100,9.100,9.100,One Size
BAGBCH-MD-RSPROAD,9.100,9.100,9.100,One Size
BAGBCH-MD-SUNKISS,9.100,9.100,9.100,One Size
BAGCOOL-MD-APPLTRT,11.550,11.550,11.550,Medium
BAGCOOL-MD-COLCLUB,11.550,11.550,11.550,Medium
BAGCOOL-MD-DKDIS,11.550,11.550,11.550,Medium
BAGCOOL-MD-MOJSPZ,11.550,11.550,11.550,Medium
BAGCOOL-MD-NAVY,11.550,11.550,11.550,Medium
BAGDRY-MD-BLUSKY,9.550,9.550,9.550,Medium
BAGDRY-MD-IBZAGLW,9.550,9.550,9.550,Medium
BAGDRY-MD-MIAMI,9.550,9.550,9.550,Medium
BAGDRY-MD-NAVY,9.550,9.550,9.550,Medium
BAGDRY-MD-PSTPIER,9.550,9.550,9.550,Medium
BAGDRY-MD-WAVYBBY,9.550,9.550,9.550,Medium
BAGDRY-XS-BLKPAR,2.120,2.120,2.120,Small
BAGDRY-XS-BLUSKY,2.120,2.120,2.120,Small
BAGDRY-XS-HOTTROP,2.120,2.120,2.120,Small
BAGDRY-XS-MELLOW,2.120,2.120,2.120,Small
BAGDRY-XS-MIAMI,2.120,2.120,2.120,Small
BAGDRY-XS-NAVY,2.120,2.120,2.120,Small
BAGDRY-XS-PSTPIER,2.120,2.120,2.120,Small
BAGDRY-XS-RSPROAD,2.120,2.120,2.120,Small
BAGDRY-XS-WAVYBBY,2.120,2.120,2.120,Small
BAGDRY-XS-WYWH,2.120,2.120,2.120,Small
BAGF-CAB-MD-LTPNK,2.600,2.600,2.600,Medium (39x19cm)
BAGF-CAB-MD-NAVY,2.600,2.600,2.600,Medium (39x19cm)
BAGF-CAB-MD-POSPIN,2.600,2.600,2.600,Medium (39x19cm)
BAGF-DES-MD-ALF,2.600,2.600,2.600,Medium (39x19cm)
BAGF-DES-MD-BANARAM,2.600,2.600,2.600,Medium (39x19cm)
BAGF-DES-MD-CHECKMT,2.600,2.600,2.600,Medium (39x19cm)
BAGF-DES-MD-GROOVCH,2.600,2.600,2.600,Medium (39x19cm)
BAGF-DES-MD-GYOW,2.600,2.600,2.600,Medium (39x19cm)
BAGF-DES-MD-IBZAGLW,2.600,2.600,2.600,Medium (39x19cm)
BAGF-DES-MD-JNGLBLM,2.600,2.600,2.600,Medium (39x19cm)
BAGF-DES-MD-PALAG,2.600,2.600,2.600,Medium (39x19cm)
BAGF-DES-MD-PKTSUN,2.600,2.600,2.600,Medium (39x19cm)
BAGF-DES-MD-SPRCLUB,2.600,2.600,2.600,Medium (39x19cm)
BAGF-DES-MD-STRIPLIFE,2.600,2.600,2.600,Medium (39x19cm)
BAGF-DES-MD-TOTE,2.600,2.600,2.600,Medium (39x19cm)
BAGF-DES-MD-WAVYBBY,2.600,2.600,2.600,Medium (39x19cm)
BAGF-DES-MD-WTRSUG,2.600,2.600,2.600,Medium (39x19cm)
BAGF-DES-MD-WYWH,2.600,2.600,2.600,Medium (39x19cm)
BAGF-KID-MD-SQUIG,2.600,2.600,2.600,Medium (39x19cm)
BAGF-MD-MARINDRM,2.600,2.600,2.600,Medium (39x19cm)
BAGF-MD-TERATROP,2.600,2.600,2.600,Medium (39x19cm)
BAGF-SGW-MD-GETWAV,2.600,2.600,2.600,Medium (39x19cm)
BAGF-SUM-MD-COLAGN,2.600,2.600,2.600,Medium (39x19cm)
BAGF-SUM-MD-CSTCANDY,2.600,2.600,2.600,Medium (39x19cm)
BAGF-SUM-MD-MIAMI,2.600,2.600,2.600,Medium (39x19cm)
BAGF-SUM-MD-OCEAN,2.600,2.600,2.600,Medium (39x19cm)
BAGF-SUM-MD-TUTFRU,2.600,2.600,2.600,Medium (39x19cm)
BAGF-SUM-MD-UNICN,2.600,2.600,2.600,Medium (39x19cm)
BAGTOI-MD-BOHMDRM,3.820,3.820,3.820,One Size
BAGTOI-MD-CACTMNTN,3.820,3.820,3.820,One Size
BAGTOI-MD-CHRYBMB,3.820,3.820,3.820,One Size
BAGTOI-MD-NAVY,3.820,3.820,3.820,One Size
BAGTOI-MD-PEPPNCH,3.820,3.820,3.820,One Size
BAGTOI-MD-PINK,3.820,3.820,3.820,One Size
BAGTOI-MD-SEASOIR,3.820,3.820,3.820,One Size
BALLAST-CAB-NAVY,7.500,7.500,7.500,One Size
BALLAST-DES-GRECSH,7.500,7.500,7.500,One Size
BALLAST-SUM-BLUSKY,7.500,7.500,7.500,One Size
BALLAST-SUM-CSTCANDY,7.500,7.500,7.500,One Size
BALLAST-SUM-MELLOW,7.500,7.500,7.500,One Size
BALLAST-SUM-MIAMI,7.500,7.500,7.500,One Size
BALLAST-SUM-PSTPIER,7.500,7.500,7.500,One Size
BALLAST-SUM-RSPROAD,7.500,7.500,7.500,One Size
BOTTL-CAB-LTBLU,5.080,5.080,5.080,Bottle (500ml)
BOTTL-CAB-LTGRE,5.080,5.080,5.080,Bottle (500ml)
BOTTL-CAB-LTPNK,5.080,5.080,5.080,Bottle (500ml)
BOTTL-CAB-NAVY,5.080,5.080,5.080,Bottle (500ml)
BOTTL-SUM-UNICN,5.080,5.080,5.080,Bottle (500ml)
BUNDLE-BEAUTY-GIFT-MAKUP-HAIRW-CLA-LTBLU,0.000,0.000,0.000,Gift Set
BUNDLE-BEAUTY-GIFT-MAKUP-HAIRW-CLA-LTGRN,0.000,0.000,0.000,Gift Set
BUNDLE-BEAUTY-GIFT-MAKUP-HAIRW-CLA-LTPNK,0.000,0.000,0.000,Gift Set
CABANA-LAR-BLACK,4.220,4.220,4.220,Large (160x80cm)
CABANA-LAR-BLUE,4.220,4.220,4.220,Large (160x80cm)
CABANA-LAR-BLUENAVY,4.220,4.220,4.220,Large (160x80cm)
CABANA-LAR-GREEN,4.220,4.220,4.220,Large (160x80cm)
CABANA-LAR-LIGHT-BEIGE,4.220,4.220,4.220,Large (160x80cm)
CABANA-LAR-LIGHT-BLUE,4.220,4.220,4.220,Large (160x80cm)
CABANA-LAR-LIGHT-GREEN,4.220,4.220,4.220,Large (160x80cm)
CABANA-LAR-LIGHT-GREY,4.220,4.220,4.220,Large (160x80cm)
CABANA-LAR-LIGHT-RED,4.220,4.220,4.220,Large (160x80cm)
CABANA-LAR-ORANGE,4.220,4.220,4.220,Large (160x80cm)
CABANA-LAR-PINK,4.220,4.220,4.220,Large (160x80cm)
CABANA-LAR-PURPLE,4.220,4.220,4.220,Large (160x80cm)
CABANA-LAR-RED,4.220,4.220,4.220,Large (160x80cm)
CABANA-LAR-YELLOW,4.220,4.220,4.220,Large (160x80cm)
CABANA-XLG-BLACK,4.850,4.850,4.850,Extra Large (200x90cm)
CABANA-XLG-BLUE,4.850,4.850,4.850,Extra Large (200x90cm)
CABANA-XLG-BLUENAVY,4.850,4.850,4.850,Extra Large (200x90cm)
CABANA-XLG-GREEN,4.850,4.850,4.850,Extra Large (200x90cm)
CABANA-XLG-LIGHT-BEIGE,4.850,4.850,4.850,Extra Large (200x90cm) 
CABANA-XLG-LIGHT-BLUE,4.850,4.850,4.850,Extra Large (200x90cm)
CABANA-XLG-LIGHT-GREEN,4.850,4.850,4.850,Extra Large (200x90cm) 
CABANA-XLG-LIGHT-GREY,4.850,4.850,4.850,Extra Large (200x90cm)
CABANA-XLG-LIGHT-RED,4.850,4.850,4.850,Extra Large (200x90cm)
CABANA-XLG-ORANGE,4.850,4.850,4.850,Extra Large (200x90cm) 
CABANA-XLG-PINK,4.850,4.850,4.850,Extra Large (200x90cm)
CABANA-XLG-PURPLE,4.850,4.850,4.850,Extra Large (200x90cm) 
CABANA-XLG-RED,4.850,4.850,4.850,Extra Large (200x90cm) 
CABANA-XLG-YELLOW,4.850,4.850,4.850,Extra Large (200x90cm) 
CLASSIC-LAR-BLUE,4.720,4.720,4.720,Large (160x80cm)
CLASSIC-LAR-GREEN,4.720,4.720,4.720,Large (160x80cm)
CLASSIC-LAR-ORANGE,4.720,4.720,4.720,Large (160x80cm)
CLASSIC-LAR-PINK,4.720,4.720,4.720,Large (160x80cm)
CLASSIC-LAR-PURPLE,4.720,4.720,4.720,Large (160x80cm)
CLASSIC-LAR-RED,4.720,4.720,4.720,Large (160x80cm)
CLASSIC-SML-BLUE,2.410,2.410,2.410,"Small (100x50"") "
CLASSIC-SML-GREEN,2.410,2.410,2.410,"Small (100x50"") "
CLASSIC-SML-ORANGE,2.930,2.930,2.930,Small (100x50cm)
CLASSIC-SML-PINK,2.410,2.410,2.410,"Small (100x50"") "
CLASSIC-SML-PURPLE,2.410,2.410,2.410,"Small (100x50"") "
CLASSIC-SML-RED,2.410,2.410,2.410,"Small (100x50"") "
CLASSIC-XLG-BLUE,4.830,4.830,4.830,Extra Large (200x90cm) 
CLASSIC-XLG-GREEN,4.830,4.830,4.830,Extra Large (200x90cm) 
CLASSIC-XLG-ORANGE,4.830,4.830,4.830,Extra Large (200x90cm)
CLASSIC-XLG-PINK,4.830,4.830,4.830,Extra Large (200x90cm) 
CLASSIC-XLG-PURPLE,4.830,4.830,4.830,Extra Large (200x90cm) 
CLASSIC-XLG-RED,4.830,4.830,4.830,Extra Large (200x90cm) 
COOL-CAB-BLACK-R,3.820,3.820,3.820,One Size (69x33cm)
COOL-CAB-BLUE-R,3.820,3.820,3.820,One Size (69x33cm)
COOL-CAB-GREEN-R,3.820,3.820,3.820,One Size (69x33cm)
COOL-CAB-LTBLU-R,3.820,3.820,3.820,One Size (69x33cm)
COOL-CAB-LTGRY-R,3.820,3.820,3.820,One Size (69x33cm)
COOL-CAB-LTPCH-R,3.820,3.820,3.820,One Size (69x33cm)
COOL-CAB-LTPNK-R,3.820,3.820,3.820,One Size (69x33cm)
COOL-CAB-LTPPL-R,3.820,3.820,3.820,One Size (69x33cm)
COOL-CAB-NAVY-R,3.820,3.820,3.820,One Size (69x33cm)
COOL-CAB-PINK-R,3.820,3.820,3.820,One Size (69x33cm)
COOL-CAB-PURPL-R,3.820,3.820,3.820,One Size (69x33cm)
COOL-CAB-RED-R,3.820,3.820,3.820,One Size (69x33cm)
COOL-DES-GLDGRN,3.820,3.820,3.820,One Size (69x33cm)
COOL-DES-HYDBLU,3.820,3.820,3.820,One Size (69x33cm)
COOL-DES-MIDNMOV,3.820,3.820,3.820,One Size (69x33cm)
COOL-DES-PLSPNK,3.820,3.820,3.820,One Size (69x33cm)
COOL-DES-SUNSRUN,3.820,3.820,3.820,One Size (69x33cm)
COOL-FST-BLU-R,3.820,3.820,3.820,One Size (69x33cm)
COOL-FST-BRT-R,3.820,3.820,3.820,One Size (69x33cm)
COOL-FST-GRN-R,3.820,3.820,3.820,One Size (69x33cm)
COOL-FST-GRY-R,3.820,3.820,3.820,One Size (69x33cm)
COOL-FST-PNK-R,3.820,3.820,3.820,One Size (69x33cm)
COOL-MAR-BLACK,3.820,3.820,3.820,One Size (69x33cm)
COOL-MAR-BLUE,3.820,3.820,3.820,One Size (69x33cm)
COOL-MAR-NAVY,3.820,3.820,3.820,One Size (69x33cm)
COOL-MAR-PINK,3.820,3.820,3.820,One Size (69x33cm)
COOLING-STRIPE-BLACK,3.820,3.820,3.820,One Size (69x33cm)
COOLING-STRIPE-BLUE,3.820,3.820,3.820,One Size (69x33cm)
COOLING-STRIPE-GREEN,3.820,3.820,3.820,One Size (69x33cm)
COOLING-STRIPE-LIGHT-GREY,3.820,3.820,3.820,One Size (69x33cm)
COOLING-STRIPE-PINK,3.820,3.820,3.820,One Size (69x33cm)
COOLING-STRIPE-PURPLE,3.820,3.820,3.820,One Size (69x33cm)
COOLING-STRIPE-RED,3.820,3.820,3.820,One Size (69x33cm)
COOLING-STRIPE-YELLOW,3.820,3.820,3.820,One Size (69x33cm)
CROSSDOCK-1,0.000,0.000,0.000,Extra Large (40x30cm)
CROSSDOCK-2,0.000,0.000,0.000,Extra Large (40x30cm)
CROSSDOCK-3,0.000,0.000,0.000,Extra Large (40x30cm)
CROSSDOCK-4,0.000,0.000,0.000,Extra Large (40x30cm)
CROSSDOCK-5,0.000,0.000,0.000,Extra Large (40x30cm)
CROSSDOCK-6,0.000,0.000,0.000,Extra Large (40x30cm)
CROSSDOCK-7,0.000,0.000,0.000,Extra Large (40x30cm)
CROSSDOCK-8,0.000,0.000,0.000,Extra Large (40x30cm)
CROSSDOCK-9,0.000,0.000,0.000,Extra Large (40x30cm)
CROSSDOCK-10,0.000,0.000,0.000,Extra Large (40x30cm)
CROSSDOCK-11,0.000,0.000,0.000,Extra Large (40x30cm)
CROSSDOCK-12,0.000,0.000,0.000,Extra Large (40x30cm)
CROSSDOCK-13,0.000,0.000,0.000,Extra Large (40x30cm)
CROSSDOCK-14,0.000,0.000,0.000,Extra Large (40x30cm)
CROSSDOCK-15,0.000,0.000,0.000,Extra Large (40x30cm)
CROSSDOCK-16,0.000,0.000,0.000,Extra Large (40x30cm)
CROSSDOCK-17,0.000,0.000,0.000,Extra Large (40x30cm)
CROSSDOCK-18,0.000,0.000,0.000,Extra Large (40x30cm)
CROSSDOCK-19,0.000,0.000,0.000,Extra Large (40x30cm)
CROSSDOCK-20,0.000,0.000,0.000,Extra Large (40x30cm)
CUSTOM-ORDER,0.000,0.000,0.000, (xcm)
DB-OT-TOWLB-CAB-LG-LTBLU,0.000,0.000,0.000,Large (160x90cm)
DB-RICK-TOWLB-CAB-LG-BLUE,5.200,5.200,5.200,Large (160x90cm)
DB-WL-BAGBCH,9.100,9.100,9.100,One Size
DB-WL-BAGCOOL,11.550,11.550,11.550,Medium
DB-WL-BAGDRY-MD,9.550,9.550,9.550,Medium
DB-WL-BAGDRY-XS,2.120,2.120,2.120,Small
DB-WL-BAGF,2.600,2.600,2.600,Medium (39x19cm)
DB-WL-BAGTOI,3.820,3.820,3.820,One Size
DB-WL-COOL,3.820,3.820,3.820,One Size (69x33cm)
DB-WL-DOGTWL-LG,5.000,5.000,5.000,Large (120x70cm)
DB-WL-DOGTWL-MD,4.440,4.440,4.440,Medium (90x50cm)
DB-WL-HAIRW-HOM,2.030,2.030,2.030,One Size
DB-WL-HAIRW-SUE,1.710,1.710,1.710,One Size
DB-WL-HEADW,1.550,1.550,1.550,One Size
DB-WL-MAKUP,3.000,3.000,3.000,3 Pack (12x10cm)
DB-WL-PICNIC-LG,11.030,11.030,11.030,Large (170x170cm)
DB-WL-PICNIC-XL,14.620,14.620,14.620,Extra Large (240x170cm)
DB-WL-PONCHA-LG,6.180,6.180,6.180,Large (105x85cm)
DB-WL-PONCHA-MD,6.020,6.020,6.020,Medium (99x70cm)
DB-WL-PONCHK-MD,4.210,4.210,4.210,Medium (Age 6 to 10) (75x55cm)
DB-WL-PONCHK-SM,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
DB-WL-ROBE,14.290,14.290,14.290,Medium / Large
DB-WL-TEATWL,1.950,1.950,1.950,Medium (75x45cm)
DB-WL-TOWLB-LG,5.200,5.200,5.200,Large (160x90cm)
DB-WL-TOWLB-MD,3.510,3.510,3.510,Medium (130x70cm)
DB-WL-TOWLB-X2,8.930,8.930,8.930,Extra Extra Large (180x200cm)
DB-WL-TOWLB-XL,6.150,6.150,6.150,Extra Large (200x90cm)
DB-WL-TOWLH-LG,5.500,5.500,5.500,Large (160x70cm)
DB-WL-TOWLH-SM,2.750,2.750,2.750,Small Hand Towel (85x40cm)
DB-WL-TOWLH-XL,6.660,6.660,6.660,Extra Large (180x90cm)
DILLARDS-STAND-POSTER,0.000,0.000,0.000,
DILLARDS-STAND-SINGLE,0.000,0.000,0.000,
DILLARDS-STAND-TIER1,0.000,0.000,0.000,
DILLARDS-STAND-TIER2,0.000,0.000,0.000,
DILLARDS-STAND-TIER3,0.000,0.000,0.000,
DILLARDS-STAND-TIER4,0.000,0.000,0.000,
DOBIT-LAR-TREE,5.450,5.450,5.450,Large (160x80cm)
DOBIT-LAR-WHALE,5.450,5.450,5.450,Large (160x80cm)
DOBIT-XLG-TREE,6.400,6.400,6.400,Extra Large (200x90cm)
DOBIT-XLG-WHALE,6.400,6.400,6.400,Extra Large (200x90cm)
DOGTWL-CAB-LG-CORAL,5.000,5.000,5.000,Large (120x70cm)
DOGTWL-CAB-LG-RAINB,5.000,5.000,5.000,Large (120x70cm)
DOGTWL-CAB-MD-CORAL,4.440,4.440,4.440,Medium (90x50cm)
DOGTWL-CAB-MD-RAINB,4.440,4.440,4.440,Medium (90x50cm)
DOGTWL-DES-LG-BONES,5.000,5.000,5.000,Large (120x70cm)
DOGTWL-DES-LG-CHKMTT,5.000,5.000,5.000,Large (120x70cm)
DOGTWL-DES-LG-DNBCLUB,5.000,5.000,5.000,Large (120x70cm)
DOGTWL-DES-LG-DOGDIN,5.000,5.000,5.000,Large (120x70cm)
DOGTWL-DES-LG-FACES,5.000,5.000,5.000,Large (120x70cm)
DOGTWL-DES-LG-GOLONG,5.000,5.000,5.000,Large (120x70cm)
DOGTWL-DES-LG-PAWS,5.000,5.000,5.000,Large (120x70cm)
DOGTWL-DES-LG-PNKPAWS,5.000,5.000,5.000,Large (120x70cm)
DOGTWL-DES-LG-UNDWLK,5.000,5.000,5.000,Large (120x70cm)
DOGTWL-DES-MD-BONES,4.440,4.440,4.440,Medium (90x50cm)
DOGTWL-DES-MD-CHKMTT,4.440,4.440,4.440,Medium (90x50cm)
DOGTWL-DES-MD-DNBCLUB,4.440,4.440,4.440,Medium (90x50cm)
DOGTWL-DES-MD-DOGDIN,4.440,4.440,4.440,Medium (90x50cm)
DOGTWL-DES-MD-FACES,4.440,4.440,4.440,Medium (90x50cm)
DOGTWL-DES-MD-GOLONG,4.440,4.440,4.440,Medium (90x50cm)
DOGTWL-DES-MD-PAWS,4.440,4.440,4.440,Medium (90x50cm)
DOGTWL-DES-MD-PNKPAWS,4.440,4.440,4.440,Medium (90x50cm)
DOGTWL-DES-MD-UNDWLK,4.440,4.440,4.440,Medium (90x50cm)
DOGTWL-LG-BARKBLU,5.000,5.000,5.000,Large (120x70cm)
DOGTWL-LG-K9CAMO,5.000,5.000,5.000,Large (120x70cm)
DOGTWL-LG-PAWPPL,5.000,5.000,5.000,Large (120x70cm)
DOGTWL-LG-PUPLAID,5.000,5.000,5.000,Large (120x70cm)
DOGTWL-LG-RHUBARK,5.000,5.000,5.000,Large (120x70cm)
DOGTWL-LG-SUNSPL,5.000,5.000,5.000,Large (120x70cm)
DOGTWL-LG-WALK,5.000,5.000,5.000,Large (120x70cm)
DOGTWL-LG-WHERWOOF,5.000,5.000,5.000,Large (120x70cm)
DOGTWL-LG-WOOFWILD,5.000,5.000,5.000,Large (120x70cm)
DOGTWL-MD-BARKBLU,4.440,4.440,4.440,Medium (90x50cm)
DOGTWL-MD-K9CAMO,4.440,4.440,4.440,Medium (90x50cm)
DOGTWL-MD-PAWPPL,4.440,4.440,4.440,Medium (90x50cm)
DOGTWL-MD-PUPLAID,4.440,4.440,4.440,Medium (90x50cm)
DOGTWL-MD-RHUBARK,4.440,4.440,4.440,Medium (90x50cm)
DOGTWL-MD-SUNSPL,4.440,4.440,4.440,Medium (90x50cm)
DOGTWL-MD-WALK,4.440,4.440,4.440,Medium (90x50cm)
DOGTWL-MD-WHERWOOF,4.440,4.440,4.440,Medium (90x50cm)
DOGTWL-MD-WOOFWILD,4.440,4.440,4.440,Medium (90x50cm)
EYEMASK-DES-BOHMDRM,2.070,2.070,2.070,One Size (22x9.5cm)
EYEMASK-DES-CACTMNTN,2.070,2.070,2.070,One Size (22x9.5cm)
EYEMASK-DES-CHKOUT,2.070,2.070,2.070,One Size (22x9.5cm)
EYEMASK-DES-CHRYBMB,2.070,2.070,2.070,One Size (22x9.5cm)
EYEMASK-DES-FLIGHTS,2.070,2.070,2.070,One Size (22x9.5cm)
EYEMASK-DES-NOTTDY,2.070,2.070,2.070,One Size (22x9.5cm)
EYEMASK-DES-OOO,2.070,2.070,2.070,One Size (22x9.5cm)
EYEMASK-DES-SEASOIR,2.070,2.070,2.070,One Size (22x9.5cm)
EYEMASK-DES-WTRSPRZ,2.070,2.070,2.070,One Size (22x9.5cm)
FESTIVAL-LAR-CARNIVAL,5.200,5.200,5.200,Large (160x80cm)
FESTIVAL-LAR-SOLSTICE,5.200,5.200,5.200,Large (160x80cm)
FESTIVAL-LAR-SONGKRAN,5.200,5.200,5.200,Large (160x80cm)
FESTIVAL-LAR-TOMATINA,5.200,5.200,5.200,Large (160x80cm)
FESTIVAL-XLG-CARNIVAL,6.150,6.150,6.150,Extra Large (200x90cm)
FESTIVAL-XLG-SOLSTICE,6.150,6.150,6.150,Extra Large (200x90cm) 
FESTIVAL-XLG-SONGKRAN,6.150,6.150,6.150,Extra Large (200x90cm)
FESTIVAL-XLG-TOMATINA,6.150,6.150,6.150,Extra Large (200x90cm)
FM-FB-RW1,0.000,0.000,0.000,
FM-SBAV2,0.000,0.000,0.000,
FM-SBHK2,0.000,0.000,0.000,
FM-SBSC2,0.000,0.000,0.000,
FOAMIE-FACEB-MAKUP-PINK,0.000,0.000,0.000,Makeup Remover + Face Bar
FOAMIE-GIFT-BOX-PINK,0.000,0.000,0.000,Hair Wrap + Shampoo Bar
FOAMIE-SOAP-HAIRW-BLUE,0.000,0.000,0.000,Hair Wrap + Shampoo Bar
FOAMIE-SOAP-HAIRW-GREEN,0.000,0.000,0.000,Hair Wrap + Shampoo Bar
FOAMIE-SOAP-HAIRW-PINK,0.000,0.000,0.000,Hair Wrap + Shampoo Bar
FORECAST-BAGF,2.600,2.600,2.600,Medium (39x19cm)
FORECAST-DOGTWL,5.000,5.000,5.000,Large (120x70cm)
FORECAST-HAIRW,1.710,1.710,1.710,One Size
FORECAST-HEADW,1.550,1.550,1.550,One Size
FORECAST-MAKUP,3.000,3.000,3.000,3 Pack (12x10cm)
FORECAST-PICNIC,11.030,11.030,11.030,Large (170x170cm)
FORECAST-PONCHA,6.180,6.180,6.180,Large (105x80cm)
FORECAST-PONCHK,3.870,3.870,3.870,Age 4 to 7
FORECAST-ROBE,13.160,13.160,13.160,Medium / Large
FORECAST-TEATWL,1.950,1.950,1.950,Medium (75x45cm)
FORECAST-TOWLB,4.220,4.220,4.220,Large (160x90cm)
FORECAST-TOWLB-KIDS,3.510,3.510,3.510,Medium (130x70cm)
FORECAST-TOWLH,5.500,5.500,5.500,Large (160x70cm)
FRUITY-LAR-COCO,5.200,5.200,5.200,Large (160x80cm)
FRUITY-LAR-MELON,5.200,5.200,5.200,Large (160x80cm)
FRUITY-LAR-PINE,5.200,5.200,5.200,Large (160x80cm)
FRUITY-XLG-COCO,6.150,6.150,6.150,Extra Large (200x90cm)
FRUITY-XLG-MELON,6.150,6.150,6.150,Extra Large (200x90cm)
FRUITY-XLG-PINE,6.150,6.150,6.150,Extra Large (200x90cm)
GIFT-BOX-BEAUTY-BOHMDRM,0.000,0.000,0.000,Gift Set
GIFT-BOX-BEAUTY-CAB-LTPNK,3.000,3.000,3.000,Gift Set
GIFT-BOX-BEAUTY-CHRYBMB,0.000,0.000,0.000,Gift Set
GIFT-BOX-BEAUTY-LTBLU,0.000,0.000,0.000,Gift Set
GIFT-BOX-BEAUTY-LTGRN,0.000,0.000,0.000,Gift Set
GIFT-BOX-BEAUTY-LTPNK,0.000,0.000,0.000,Gift Set
GIFT-BOX-BEAUTY-SEASOIR,0.000,0.000,0.000,Gift Set
GIFT-BOX-BEAUTY-SERENE,0.000,0.000,0.000,Gift Set
GIFT-BOX-BEAUTY-SUM-UNICN,3.000,3.000,3.000,Gift Set
GIFT-BOX-BEAUTY-TIGPALM,0.000,0.000,0.000,Gift Set
GIFT-BOX-BEAUTY-WTRSPRZ,0.000,0.000,0.000,Gift Set
GIFT-BOX-HAIR-FRUU,3.000,3.000,3.000,Gift Set
GIFT-BOX-HOME-BOHMDRM,0.000,0.000,0.000,Gift Set
GIFT-BOX-HOME-CACTMNTN,0.000,0.000,0.000,Gift Set
GIFT-BOX-HOME-CHRYBMB,0.000,0.000,0.000,Gift Set
GIFT-BOX-HOME-SEASOIR,0.000,0.000,0.000,Gift Set
GIFTWRAP-BOX,0.000,0.000,0.000,Gift Wrapped Box
GIFTWRAP-BOX-LG,6.884,6.884,6.884,Gift Wrapped Box
GIFTWRAP-BOX-LG-MELLOW,0.000,0.000,0.000,Gift Wrapped Box
GIFTWRAP-BOX-MD,1.791,1.791,1.791,Gift Wrapped Box
GIFTWRAP-BOX-MD-RSPROAD,0.000,0.000,0.000,Gift Wrapped Box
GIFTWRAP-BOX-SM,1.654,1.654,1.654,Gift Wrapped Box
GIFTWRAP-BOX-SM-BLUSKY,0.000,0.000,0.000,Gift Wrapped Box
GIFTWRAP-BOX-SM-MELLOW,0.000,0.000,0.000,Gift Wrapped Box
GIFTWRAP-BOX-SM-RSPROAD,0.000,0.000,0.000,Gift Wrapped Box
GIFTWRAP-CARD,0.031,0.031,0.031,Printed Card
GIFTWRAP-RIBBON,0.000,0.000,0.000,Printed Card
HAIRW-ANI-COW,1.710,1.710,1.710,One Size
HAIRW-ANI-DALMA,1.710,1.710,1.710,One Size
HAIRW-ANI-LEOPD,1.710,1.710,1.710,One Size
HAIRW-ANI-SNAKE,1.710,1.710,1.710,One Size
HAIRW-ANI-TIGER,1.710,1.710,1.710,One Size
HAIRW-BOT-BANA-R,1.710,1.710,1.710,One Size
HAIRW-BOT-HIBI-R,1.710,1.710,1.710,One Size
HAIRW-BOT-ORCH-R,1.710,1.710,1.710,One Size
HAIRW-BOT-PALM-R,1.710,1.710,1.710,One Size
HAIRW-BOT-PARA-R,1.710,1.710,1.710,One Size
HAIRW-CAB-LTBGE-R,1.710,1.710,1.710,One Size
HAIRW-CAB-LTBLU-NB,1.710,1.710,1.710,One Size
