SKU,cost,cost_lx,cost_xr,size_long
WS-POS-EASEL-HAIRW-2023,0.100,0.100,0.100,Easel POS Card
WS-POS-EASEL-HAIRW-FR-2023,0.100,0.100,0.100,Easel POS Card
WS-POS-EASEL-HOODT-2023,0.100,0.100,0.100,Easel POS Card
WS-POS-EASEL-HOODT-FR-2023,0.100,0.100,0.100,Easel POS Card
WS-POS-EASEL-MAKUP-2023,0.100,0.100,0.100,Easel POS Card
WS-POS-EASEL-MAKUP-FR-2023,0.100,0.100,0.100,Easel POS Card
WS-POS-EASEL-MAKUP-STD-2023,0.100,0.100,0.100,Easel POS Card
WS-POS-EASEL-PICNIC-2023,0.100,0.100,0.100,Easel POS Card
WS-POS-EASEL-PICNIC-FR-2023,0.100,0.100,0.100,Easel POS Card
WS-POS-EASEL-PONCHA-2023,0.100,0.100,0.100,Easel POS Card
WS-POS-EASEL-PONCHA-FR-2023,0.100,0.100,0.100,Easel POS Card
WS-POS-EASEL-PONCHK-2023,0.100,0.100,0.100,Easel POS Card
WS-POS-EASEL-ROBE-2023,0.100,0.100,0.100,Easel POS Card
WS-POS-EASEL-ROBE-FR-2023,0.100,0.100,0.100,Easel POS Card
WS-POS-EASEL-TOWLB-2023,0.100,0.100,0.100,Easel POS Card
WS-POS-EASEL-TOWLB-FR-2023,0.100,0.100,0.100,Easel POS Card
WS-POS-EASEL-TOWLB-KID-2023,0.100,0.100,0.100,Easel POS Card
WS-POS-EASEL-TOWLH-2023,0.100,0.100,0.100,Easel POS Card
WS-POS-EASEL-TOWLH-FR-2023,0.100,0.100,0.100,Easel POS Card
