SKU,Country Category,MonthsStock,FC-M1,FC-M2,FC-M3,FC-M4,FC-M5,FC-M6,FC-M7,FC-M8,FC-M9,FC-M10,FC-M11,FC-M12,P-M1,P-M2,P-M3,P-M4,P-M5,P-M6,P-M7,P-M8,P-M9,P-M10,P-M11,P-M12,G-M1,G-M2,G-M3,G-M4,G-M5,G-M6,G-M7,G-M8,G-M9,G-M10,G-M11,G-M12,FBA-M1,FBA-M2,FBA-M3,FBA-M4,FBA-M5,FBA-M6,FBA-M7,FBA-M8,FBA-M9,FBA-M10,FBA-M11,FBA-M12,B2B-M1,B2B-M2,B2B-M3,B2B-M4,B2B-M5,B2B-M6,B2B-M7,B2B-M8,B2B-M9,B2B-M10,B2B-M11,B2B-M12
SKU Header,Country Category,MonthsStock,01-Jun-26,01-Jul-26,01-Aug-26,01-Sep-26,01-Oct-26,01-Nov-26,01-Dec-26,01-Jan-27,01-Feb-27,01-Mar-27,01-Apr-27,01-May-27,01-Jun-26,01-Jul-26,01-Aug-26,01-Sep-26,01-Oct-26,01-Nov-26,01-Dec-26,01-Jan-27,01-Feb-27,01-Mar-27,01-Apr-27,01-May-27,01-Jun-26,01-Jul-26,01-Aug-26,01-Sep-26,01-Oct-26,01-Nov-26,01-Dec-26,01-Jan-27,01-Feb-27,01-Mar-27,01-Apr-27,01-May-27,01-Jun-26,01-Jul-26,01-Aug-26,01-Sep-26,01-Oct-26,01-Nov-26,01-Dec-26,01-Jan-27,01-Feb-27,01-Mar-27,01-Apr-27,01-May-27,01-Jun-26,01-Jul-26,01-Aug-26,01-Sep-26,01-Oct-26,01-Nov-26,01-Dec-26,01-Jan-27,01-Feb-27,01-Mar-27,01-Apr-27,01-May-27
PP-TOWLB-CAB-XL-4SETA-R,UK ILGTowel - Beach,0,17,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-XL-4SETE-R,UK ILGTowel - Beach,12,8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-XL-4SETF-R,UK ILGTowel - Beach,10,8,16,13,3,2,13,6,6,9,3,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-XL-4SETG,UK ILGTowel - Beach,0,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-XL-4SETH,UK ILGTowel - Beach,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-XL-4SETK,UK ILGTowel - Beach,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-XL-4SETL,UK ILGTowel - Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-XL-4SETM,UK ILGTowel - Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-XL-4SETN,UK ILGTowel - Beach,1,12,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-XL-4SETO,UK ILGTowel - Beach,7,5,12,13,4,2,9,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-XL-6SET-BLUE,UK ILGTowel - Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-XL-6SET-PINK,UK ILGTowel - Beach,1,4,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-XL-6SET-R,UK ILGTowel - Beach,5,20,57,70,20,8,36,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-XL-6SETI,UK ILGTowel - Beach,12,8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-XL-6SETJ,UK ILGTowel - Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-XL-6SETK,UK ILGTowel - Beach,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-XL-6SETL,UK ILGTowel - Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBE-CLA-MD-NAVY,UK ILGBath Robe,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
SHIPBAG-LAR,UK ILGShipping Bags - Paper,1,"12,000",12000,6000,4000,2000,13000,10000,5000,0,0,0,0,,,,,,,,,28400,,6000,7000,"-11,200","-15,200","-12,000","10,835","6,635","1,635","1,635","1,635","1,635","1,635","1,635","1,635",,,,,,,,,,,,,,,,,,,,,,,,
SHIPBAG-MED,UK ILGShipping Bags - Paper,1,"6,000",6000,4000,3000,1500,9000,7000,3000,0,0,0,0,,,,,,,,,16000,,4800,4000,"-6,000","-9,000","-8,500",3,"3,003",3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
SHIPBAG-XLG,UK ILGShipping Bags - Paper,0,"4,000",4000,2000,1000,500,3500,3000,1000,0,0,0,0,,,,,,,,,7400,,1600,1800,"-10,000","-7,000","-3,500","4,652","3,652","2,652","2,652","2,652","2,652","2,652","2,652","2,652",,,,,,,,,,,,,,,,,,,,,,,,
SHORTS-BOT-LG-PALM,UK ILGShorts,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEATWL-MD-APPLTRT,UK ILGTea Towel,7,134,166,166,567,99,91,81,157,54,28,26,0,,,,,,,,,,,,,"1,003",368,248,166,388,273,166,77,0,0,0,0,20,20,20,20,5,13,23,23,18,21,16,12,20,13,13,48,16,16,8,8,2,31,18,30
TEATWL-MD-BAKEME,UK ILGTea Towel,3,0,0,0,140,101,168,84,95,31,90,94,111,,,,,,100,,200,,,,650,15,15,265,284,359,238,102,51,51,-88,-13,-169,0,0,0,16,43,43,43,13,31,24,35,28,0,0,0,72,13,13,7,7,7,26,18,25
TEATWL-MD-BERRYGD,UK ILGTea Towel,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
TEATWL-MD-BIGDILL,UK ILGTea Towel,3,0,0,0,200,144,240,120,136,44,128,134,158,,,,,,200,,250,,,,900,15,15,265,344,445,279,93,33,33,-160,10,-210,0,0,0,20,54,54,54,17,39,30,44,35,0,0,0,66,16,16,8,8,8,31,21,30
TEATWL-MD-CCOOL,UK ILGTea Towel,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
TEATWL-MD-CHECKPLS,UK ILGTea Towel,1,134,166,166,200,144,240,120,136,12,90,73,80,,,,,,,,,,,,,-251,-497,183,-91,327,166,107,-95,5,207,99,5,20,20,20,20,54,54,54,17,39,0,0,23,20,13,13,26,16,16,8,8,8,18,21,30
TEATWL-MD-CTCHDAY,UK ILGTea Towel,0,300,166,166,200,144,24,0,0,0,0,0,0,,,,,,,,,,,,,"-1,047",-900,-330,-45,152,0,0,0,0,0,0,0,20,20,20,20,0,0,0,0,0,0,0,0,180,163,13,132,18,11,6,6,2,18,21,112
TEATWL-MD-DINPRTY,UK ILGTea Towel,3,250,300,350,574,117,161,148,130,0,0,0,0,,,,,,,,,,,,,602,-2,206,146,452,323,146,0,0,0,0,0,20,20,20,4,13,27,27,43,30,10,20,15,20,13,13,26,12,16,8,8,8,31,12,6
TEATWL-MD-FEELVINE,UK ILGTea Towel,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
TEATWL-MD-GLDHOUR,UK ILGTea Towel,12,134,166,166,238,52,92,41,105,37,17,14,29,,,,,,,,,,,,,"1,517","1,263","1,195","1,237","1,413","1,345","1,237","1,188","1,075","1,036","1,013",993,20,20,20,8,8,20,21,17,11,6,10,10,170,13,13,16,16,16,8,8,2,6,6,46
TEATWL-MD-GRTFROM,UK ILGTea Towel,5,134,166,166,200,144,240,120,113,0,0,0,0,,,,,,,,,,,,,521,297,379,152,547,397,152,0,0,0,0,0,20,20,20,20,54,54,54,17,39,30,44,35,20,13,13,24,6,5,8,6,2,31,6,6
TEATWL-MD-HEADCHEF,UK ILGTea Towel,2,134,166,166,200,144,240,120,136,44,128,105,0,,,,,,,,,,,,,-79,-321,285,29,273,112,21,-328,22,371,177,22,20,20,20,20,54,54,54,17,39,30,44,35,20,13,13,26,16,16,8,8,8,36,6,30
TEATWL-MD-HOTSTF,UK ILGTea Towel,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
TEATWL-MD-KISSCOOK,UK ILGTea Towel,0,0,150,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
TEATWL-MD-KTCHDISC,UK ILGTea Towel,3,220,280,166,585,127,144,139,157,0,0,0,0,,,,,,,,,,,,,396,-235,12,92,435,296,142,0,0,0,0,0,20,20,20,20,14,51,38,47,39,38,46,30,20,13,13,26,12,5,8,6,2,12,12,30
TEATWL-MD-MOJMNT,UK ILGTea Towel,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
TEATWL-MD-MTCHCRSH,UK ILGTea Towel,3,0,0,0,200,144,240,120,136,44,128,134,158,,,,,,200,,250,,,,850,16,16,266,335,436,270,84,24,24,-169,1,-219,0,0,0,20,54,54,54,17,39,30,44,35,0,0,0,26,16,16,8,8,8,31,21,30
TEATWL-MD-PEAPOD,UK ILGTea Towel,2,134,166,166,200,144,240,120,136,44,65,67,72,,,,,,,,,,,,,-170,-414,22,540,460,299,208,3,3,208,107,3,20,20,20,20,54,54,54,17,39,6,25,10,20,13,13,26,16,16,8,8,8,30,12,30
TEATWL-MD-PNKGRAP,UK ILGTea Towel,1,150,153,33,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,33,18,18,10,54,44,62,48,30,0,0,0,,,,,,,,,,,,
TEATWL-MD-PNKLEM,UK ILGTea Towel,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
TEATWL-MD-RGRTTI,UK ILGTea Towel,0,94,116,116,140,101,168,84,95,29,94,78,0,,,,,,,,,,,,,-348,-464,7,-208,208,93,42,-148,2,192,86,2,16,16,16,16,43,43,43,13,15,0,0,0,17,11,11,22,13,13,7,7,7,12,6,25
TEATWL-MD-ROOTING,UK ILGTea Towel,3,0,0,0,140,101,168,84,95,31,90,94,111,,,,,,100,,200,,,,600,15,15,265,284,359,238,102,51,51,-88,-13,-169,0,0,0,16,43,43,43,13,31,24,35,28,0,0,0,22,13,13,7,7,7,26,18,25
TEATWL-MD-SAUCY,UK ILGTea Towel,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
TEATWL-MD-SHRIMP,UK ILGTea Towel,1,250,166,166,571,112,11,0,0,0,0,0,0,,,,,,,,,,,,,-362,"-1,029",-634,-284,0,0,0,0,0,0,0,0,20,20,20,4,25,37,63,42,52,27,0,0,20,13,13,92,18,18,6,8,14,6,12,30
TEATWL-MD-SOUSCHEF,UK ILGTea Towel,2,134,166,166,200,144,240,120,136,8,40,43,40,,,,,,,,,,,,,45,-181,359,103,423,262,207,63,63,207,132,63,20,20,20,20,54,54,54,17,39,4,5,1,20,13,13,26,16,16,8,8,8,31,21,30
TEATWL-MD-SPILTEA,UK ILGTea Towel,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
TEATWL-MD-SQCLEAN,UK ILGTea Towel,1,94,116,116,140,101,168,84,95,31,67,77,83,,,,,,,,,,,,,-138,-314,-71,389,355,240,171,-17,33,221,145,33,16,16,16,16,43,43,43,13,31,3,17,7,17,11,11,22,13,13,7,7,7,6,18,25
TEATWL-MD-STRAWFZ,UK ILGTea Towel,12,134,166,166,468,77,69,39,50,31,26,15,16,,,,,,,,,,,,,"1,280",784,683,610,788,695,610,563,505,465,418,364,20,20,20,4,8,22,19,19,15,15,18,4,20,13,13,24,16,16,8,8,2,6,21,30
TEATWL-MD-STRWPOP,UK ILGTea Towel,3,0,0,0,200,144,240,120,136,44,128,134,158,,,,,,200,,250,,,,850,15,15,265,334,435,269,83,23,23,-170,0,-220,0,0,0,20,54,54,54,17,39,30,44,35,0,0,0,26,16,16,8,8,8,31,21,30
TEATWL-MD-TRPPNCH,UK ILGTea Towel,2,94,116,116,140,101,168,84,95,14,30,66,59,,,,,,,,,,,,,-85,-263,148,-44,272,157,114,0,0,114,73,0,16,16,16,16,43,43,43,13,6,5,1,5,17,11,11,22,13,13,7,7,23,6,6,25
TEATWL-MD-VRYPEEL,UK ILGTea Towel,2,180,83,83,25,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,25,13,13,13,36,36,36,11,26,20,29,23,,,,,,,,,,,,
TEATWL-MD-WASHDRY,UK ILGTea Towel,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
TEATWL-MD-WINEDINE,UK ILGTea Towel,2,134,166,166,200,144,240,120,136,44,40,75,68,,,,,,,,,,,,,-13,-257,179,697,617,456,361,201,201,361,301,201,20,20,20,20,54,54,54,17,39,2,4,4,20,13,13,26,16,16,8,8,12,18,21,30
TEATWL-MD-XTRSAUC,UK ILGTea Towel,3,0,0,0,200,144,240,120,136,44,128,134,158,,,,,,200,,250,,,,900,13,14,264,333,434,268,82,22,22,-171,-1,-221,0,0,0,20,54,54,54,17,39,30,44,35,0,0,0,76,16,16,8,8,8,31,21,30
TOWLB-CAB-LG-AMALG-R,UK ILGTowel - Beach,0,0,0,0,0,0,0,0,0,32,39,68,0,,,,,,,,,,,,,0,0,0,-120,-69,"1,040","1,040",698,554,554,554,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,69,19,79,36,144
TOWLB-CAB-LG-BLACK-R,UK ILGTowel - Beach,0,190,253,206,40,37,111,82,25,51,215,253,337,,,,,,,,,,,,,,,,,,,,,,,,,256,43,52,9,17,50,48,35,31,45,63,95,,,,,,,,,,,,
TOWLB-CAB-LG-BLUE-R,UK ILGTowel - Beach,10,625,253,206,40,37,111,82,25,51,215,253,337,,,,,,,,,,,,,"2,332","2,056","2,005","2,000","2,940","6,072","5,950","4,030","4,030","3,361","2,541","2,181",472,43,52,9,17,50,48,35,31,45,63,95,195,107,48,227,75,254,138,43,71,254,1198,332
TOWLB-CAB-LG-BLUE-SS24,,,,,,,,,,,,,,,,,40,,40,40,80,120,200,,200,,-220,-248,0,0,0,0,-24,-23,-23,-62,-81,-184,59,183,233,28,59,5,29,18,25,15,24,79,,,,,,,,,,,,
TOWLB-CAB-LG-GREEN-R,UK ILGTowel - Beach,1,318,464,595,225,84,222,107,89,52,64,77,135,,320,,520,,480,320,1320,120,1680,,680,"-1,168","-1,643",-530,-811,-38,-281,-70,-498,22,-455,-794,"-1,630",235,598,408,69,35,114,74,16,19,28,30,55,266,94,105,181,10,105,86,138,38,158,71,287
TOWLB-CAB-LG-KHAKI-R,UK ILGTowel - Beach,3,348,231,518,161,85,262,213,120,69,119,89,168,,,,,,,,,,,,,,,,,,,,,,,,,255,693,281,126,47,228,137,71,81,85,76,108,335,33,105,354,78,105,16,120,18,13,24,22
TOWLB-CAB-LG-LTBGE-R,UK ILGTowel - Beach,3,217,250,271,114,36,100,63,49,29,47,55,121,,160,,360,,240,200,360,160,400,,440,39,-151,-68,-162,-28,-129,-21,-357,3,-216,-408,-545,201,86,53,74,55,70,41,34,21,26,45,92,14,1,6,2,8,16,2,18,2,44,119,6
TOWLB-CAB-LG-LTBLU-R,UK ILGTowel - Beach,2,394,428,547,182,59,174,102,34,42,68,42,93,,,,,,,,,640,,360,,-631,-879,-113,-260,305,"1,845","1,780","1,580","1,580","1,346",734,81,146,130,152,54,37,85,42,14,15,30,28,38,72,95,8,12,8,8,11,12,8,24,8,103
TOWLB-CAB-LG-LTGRY-R,UK ILGTowel - Beach,12,78,110,400,169,28,83,51,27,30,40,23,51,,,,,,,,,,,,,,,,,,,,,,,,,118,153,193,51,35,60,20,13,7,17,8,25,,,,,,,,,,,,
TOWLB-CAB-LG-LTPNK-R,UK ILGTowel - Beach,1,413,548,718,194,98,351,221,142,130,148,134,294,,,,,,,,,,,,,"-1,397","-1,939",407,-301,"1,938","1,653","1,505",999,"1,653","1,505","1,199",999,932,1177,598,230,116,345,236,131,0,0,0,0,55,51,47,118,23,12,24,12,18,158,66,36
TOWLB-CAB-LG-LTPNK-SS24,,,,,,,,,,,,,,,,,,,,,,,,,,,-247,-229,-6,-56,136,101,101,101,101,101,101,101,120,120,100,9,17,50,48,35,0,0,0,0,,,,,,,,,,,,
TOWLB-CAB-LG-LTPPL-R,UK ILGTowel - Beach,1,399,458,486,122,67,212,127,49,47,59,59,125,,,,,,280,560,960,520,680,40,800,-729,-961,596,193,448,351,268,6,6,-260,-827,"-1,483",181,718,404,96,89,144,90,42,34,61,53,119,267,40,48,14,47,47,8,6,2,16,14,22
TOWLB-CAB-LG-NAVY-R,UK ILGTowel - Beach,3,"1,222",1245,1574,489,229,768,504,274,274,346,320,585,,1360,,1280,,3200,,5680,,1400,,2280,695,312,-998,"-1,268",-835,"-1,335",-655,"-1,262",-801,"-3,193","-2,837","-5,680",842,1463,1098,181,66,371,297,169,153,165,165,147,328,136,171,322,88,171,171,324,73,169,122,87
TOWLB-CAB-LG-NAVY-SS24,,,,,,,,,,,,,,,,,,120,,200,,320,,,80,,-131,-134,0,0,0,0,0,-84,36,-199,-135,-282,136,147,35,3,72,15,59,40,22,42,60,235,,,,,,,,,,,,
TOWLB-CAB-LG-ORANG-R,UK ILGTowel - Beach,1,268,313,422,140,111,137,76,51,29,51,42,83,,,,,,40,440,520,800,,880,,"-1,182","-1,352",160,-1,105,783,235,109,109,-31,-454,-947,146,577,396,24,17,16,12,5,4,9,9,24,49,43,36,6,66,8,6,66,515,5,10,33
TOWLB-CAB-LG-PALP-R,UK ILGTowel - Beach,0,0,0,0,0,0,0,0,0,74,67,147,0,,,,,,,,,,,,,0,0,0,-120,-6,"1,040","1,040",625,607,607,607,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,6,9,79,33,18
TOWLB-CAB-LG-PINK-R,UK ILGTowel - Beach,4,616,656,920,292,127,343,170,161,99,150,181,325,,,,,,,,,1480,,720,,"1,193",688,752,224,"1,006","3,875","3,704","3,183","3,183","2,777","1,516",94,283,665,551,71,30,93,82,38,38,37,34,36,362,101,92,142,42,92,6,132,34,79,40,45
TOWLB-CAB-LG-POSPIN,UK ILGTowel - Beach,0,0,0,0,0,0,0,0,0,74,67,147,0,,,,,,,,,,,,,0,0,0,-120,-6,"1,040","1,040",625,607,607,607,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,6,9,79,33,18
TOWLB-CAB-LG-RED-R,UK ILGTowel - Beach,1,276,293,438,177,42,106,88,38,24,59,36,85,,,,,,,,,,,,,,,,,,,,,,,,,104,245,159,37,31,50,14,11,12,19,17,23,44,17,54,3,39,23,6,18,76,213,6,287
TOWLB-CAB-LG-RIO-R,UK ILGTowel - Beach,0,0,0,0,0,0,0,0,0,71,43,102,0,,,,80,280,,80,,120,,,,0,0,0,-120,-22,520,520,-72,-336,-56,-56,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,22,91,256,7,344
TOWLB-CAB-LG-TEAL-R,UK ILGTowel - Beach,0,0,0,0,0,0,0,0,0,60,45,84,0,,,,,,,,,,,,,0,0,0,-120,-60,"1,040","1,040",763,752,752,752,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,60,9,7,12,11
TOWLB-CAB-LG-TURQ-R,UK ILGTowel - Beach,0,0,0,0,0,0,0,0,0,60,45,84,0,,,,,,,,,,,,,0,0,0,-120,-60,"1,040","1,040",763,752,752,752,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,60,9,7,12,11
TOWLB-CAB-LG-YELL-R,UK ILGTowel - Beach,2,188,213,275,133,26,71,61,35,24,54,36,61,,,,,,,40,400,120,480,,320,-252,-440,-9,-15,-31,716,678,527,527,402,-4,-406,140,188,202,47,27,47,39,12,6,13,23,51,78,41,30,8,8,8,36,6,8,19,6,13
TOWLB-CAB-MD-AMALG,UK ILGKids Towel - Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,-100,-6,200,200,183,177,177,177,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,1,5,5,6
TOWLB-CAB-MD-LTBLU,UK ILGKids Towel - Beach,12,109,12,100,50,0,0,0,0,0,0,0,0,,,,,,,,,,,,,"1,091","1,036","1,031","1,126","1,320","1,314","1,313","1,303","1,303","1,297","1,184","1,158",48,0,0,0,0,0,0,0,0,0,0,0,4,14,13,5,5,5,6,6,1,5,5,6
TOWLB-CAB-MD-LTPNK,UK ILGKids Towel - Beach,4,232,97,100,50,40,179,229,18,61,74,28,44,,,,,,,,,,,,,289,217,355,154,553,513,451,249,513,451,325,249,66,62,16,27,2,46,42,42,20,18,18,32,25,22,22,22,22,22,22,22,1,52,42,2
TOWLB-CAB-MD-LTPNK-SS24,,,,,,,,,,,,,,,,,,,,,,,,,,,-214,-238,0,0,5,-64,36,36,36,36,36,36,126,100,69,69,69,69,69,69,0,0,0,0,,,,,,,,,,,,
TOWLB-CAB-MD-NAVY,UK ILGKids Towel - Beach,12,200,200,9,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,548,532,628,612,"1,396","1,380","1,379","1,303","1,303","1,301","1,083",853,60,0,0,0,0,0,0,0,0,0,0,0,18,30,16,16,4,16,16,16,1,46,30,2
TOWLB-CAB-MD-NAVY-SS24,,,,,,,,,,,,,,,,,,,,,,,,,,,-136,-100,0,0,0,0,0,0,0,0,0,0,86,100,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
TOWLB-CAB-MD-PALP,UK ILGKids Towel - Beach,0,0,0,0,0,0,0,0,0,74,28,44,0,,,,100,,,,,100,,,,0,0,0,-100,-22,200,200,-63,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,22,1,52,42,2
TOWLB-CAB-X2-LTPNK,UK ILGTowel - Beach,12,36,9,33,19,11,32,18,22,4,4,9,8,,,,,,,,,,,,,,,,,,,,,,,,,13,15,17,6,1,14,6,14,5,2,7,4,,,,,,,,,,,,
TOWLB-CAB-X2-NAVY,UK ILGTowel - Beach,0,65,60,111,50,23,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,24,59,41,2,4,17,0,0,0,0,0,0,,,,,,,,,,,,
TOWLB-CAB-XL-AMALG-R,UK ILGTowel - Beach,0,0,0,0,0,0,0,0,0,27,35,109,0,,,,,,,,,,,,,0,0,0,-120,-3,"1,020","1,020",823,802,802,802,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,3,10,9,4,21
TOWLB-CAB-XL-BLACK-R,UK ILGTowel - Beach,0,169,201,119,92,47,90,50,24,38,62,63,114,,,,,,,,,,,,,,,,,,,,,,,,,243,319,183,98,39,91,39,0,0,0,0,0,,,,,,,,,,,,
TOWLB-CAB-XL-BLUE-R,UK ILGTowel - Beach,12,412,169,138,27,25,74,55,17,34,144,169,225,,,,,,,,,,,,,"4,666","4,618","4,541","4,985","5,058","6,189","6,142","5,769","5,769","5,485","4,781","4,501",281,29,35,6,11,33,32,23,21,30,42,64,149,82,91,21,52,52,52,52,13,55,5,59
TOWLB-CAB-XL-BLUE-SS24,,,,,,,,,,,,,,,,,,,,,,,,,,,-17,-23,1,91,271,271,271,271,271,231,181,152,50,29,35,6,11,33,32,23,21,30,42,64,,,,,,,,,,,,
TOWLB-CAB-XL-GREEN-R,UK ILGTowel - Beach,1,197,267,315,79,40,145,65,16,27,53,69,217,,150,,240,,330,300,870,120,900,,450,-177,-315,201,3,-100,-138,-50,-234,6,-317,-624,"-1,157",140,494,352,32,22,51,26,16,15,24,13,64,300,72,36,27,8,53,12,6,20,17,8,42
TOWLB-CAB-XL-KHAKI-R,UK ILGTowel - Beach,1,273,350,365,131,65,174,122,45,68,93,135,297,,,,,,,,,,,,,,,,,,,,,,,,,237,555,212,86,46,108,71,0,0,0,0,0,63,55,216,56,8,68,24,6,44,42,24,84
TOWLB-CAB-XL-LTBGE-R,UK ILGTowel - Beach,1,157,220,227,122,29,67,29,19,16,42,55,146,,,,,,60,240,240,390,60,420,,-641,-831,-150,-243,563,505,460,176,176,-45,-283,-469,131,153,145,46,59,4,13,17,27,33,48,63,10,53,25,22,22,22,22,22,2,26,80,12
TOWLB-CAB-XL-LTBLU-R,UK ILGTowel - Beach,11,205,169,138,27,25,74,55,17,34,144,169,225,,,,,,,,,,,,150,"1,111","1,066","1,007","1,117","1,097","1,651","1,594","1,171","1,171",858,540,295,60,29,35,6,11,33,32,23,21,30,42,64,53,47,18,12,23,23,23,6,2,30,8,24
TOWLB-CAB-XL-LTGRY-R,UK ILGTowel - Beach,2,76,99,311,155,34,81,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,77,105,102,17,14,25,14,18,4,17,12,24,,,,,,,,,,,,
TOWLB-CAB-XL-LTPNK-R,UK ILGTowel - Beach,11,215,261,363,110,69,170,103,40,59,89,139,363,,,,,,,,,,,,,"1,748","1,571","1,441","1,156","2,566","2,489","2,384","1,924","2,489","2,384","2,199","1,924",276,501,247,55,33,87,49,25,24,74,56,139,18,54,13,12,28,28,28,12,22,22,80,64
