sku_channel,sku,channel,units_2024_01,units_2024_02,units_2024_03,units_2024_04,units_2024_05,units_2024_06,units_2024_07,units_2024_08,units_2024_09,units_2024_10,units_2024_11,units_2024_12,units_2025_01,units_2025_02,units_2025_03,units_2025_04,units_2025_05,units_2025_06,units_2025_07,units_2025_08,units_2025_09,units_2025_10,units_2025_11,units_2025_12,units_2026_01,units_2026_02,units_2026_03,units_2026_04,units_2026_05,units_2026_06,units_2026_07,units_2026_08,units_2026_09,units_2026_10,units_2026_11,units_2026_12,revenue_2024_01,revenue_2024_02,revenue_2024_03,revenue_2024_04,revenue_2024_05,revenue_2024_06,revenue_2024_07,revenue_2024_08,revenue_2024_09,revenue_2024_10,revenue_2024_11,revenue_2024_12,revenue_2025_01,revenue_2025_02,revenue_2025_03,revenue_2025_04,revenue_2025_05,revenue_2025_06,revenue_2025_07,revenue_2025_08,revenue_2025_09,revenue_2025_10,revenue_2025_11,revenue_2025_12,revenue_2026_01,revenue_2026_02,revenue_2026_03,revenue_2026_04,revenue_2026_05,revenue_2026_06,revenue_2026_07,revenue_2026_08,revenue_2026_09,revenue_2026_10,revenue_2026_11,revenue_2026_12
DOGTWL-DES-LG-DOGDIN - DTC,DOGTWL-DES-LG-DOGDIN,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,65,46,19,15,6,14,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.81,820.77,1435,898.79,459.66,370.4,143.23,322.08,363.35,162.43,0,0,0,0,0
DOGTWL-DES-LG-DOGDIN - FBA,DOGTWL-DES-LG-DOGDIN,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.98,49.98,22.49,99.96,0,24.99,22.49,37.48,17.49,0,0,0,0,0
DOGTWL-DES-LG-FACES - B2B,DOGTWL-DES-LG-FACES,B2B,2,25,0,5,14,2,52,8,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.89,313.11,0,48.32,174.3,24.16,597.96,45.2,252.71,10.54,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGTWL-DES-LG-FACES - DTC,DOGTWL-DES-LG-FACES,DTC,12,6,8,3,9,3,5,17,10,3,151,37,0,0,0,0,0,0,0,0,9,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,196.43,127.49,178.12,71,184.38,67.67,127.4,364.85,199.35,71.01,2092.78,622.58,0,0,0,0,0,0,0,0,175.5,96.28,120.82,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGTWL-DES-LG-FACES - FBA,DOGTWL-DES-LG-FACES,FBA,0,0,1,0,0,0,0,0,1,1,7,7,0,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.17,0,0,0,0,0,19.33,19.33,104.39,135.31,0,38.66,0,0,0,0,0,0,0,23.33,86.64,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGTWL-DES-LG-GOLONG - B2B,DOGTWL-DES-LG-GOLONG,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,21,18,6,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.64,0,0,0,239.21,225,75,150,0,254.17,0,0,0,0,0
DOGTWL-DES-LG-GOLONG - DTC,DOGTWL-DES-LG-GOLONG,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,32,26,11,9,9,13,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.33,512.36,657.07,501.31,275.46,199.16,195.83,282.79,380.41,319.07,0,0,0,0,0
DOGTWL-DES-LG-GOLONG - FBA,DOGTWL-DES-LG-GOLONG,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,2,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.93,99.96,49.98,49.98,49.98,44.98,69.97,82.46,0,0,0,0,0,0
DOGTWL-DES-LG-PAWS - B2B,DOGTWL-DES-LG-PAWS,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGTWL-DES-LG-PAWS - DTC,DOGTWL-DES-LG-PAWS,DTC,0,2,5,0,0,0,0,0,0,0,0,0,0,0,13,16,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.73,104.3,0,0,0,0,0,0,0,0,0,0,0,248.3,297.54,0,210.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGTWL-DES-LG-PAWS - FBA,DOGTWL-DES-LG-PAWS,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.13,0,0,81.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGTWL-DES-LG-PNKPAWS - B2B,DOGTWL-DES-LG-PNKPAWS,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,45,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,150,520.73,225,525,0,0,0,0,0,0,0,0
DOGTWL-DES-LG-PNKPAWS - DTC,DOGTWL-DES-LG-PNKPAWS,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,36,41,19,10,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.79,565.45,751.06,816.73,473.41,245.41,187.07,93.75,0,0,0,0,0,0,0
DOGTWL-DES-LG-PNKPAWS - FBA,DOGTWL-DES-LG-PNKPAWS,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,4,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.99,47.49,49.98,0,99.96,23.74,94.96,67.47,89.97,0,0,0,0,0,0
DOGTWL-DES-LG-UNDWLK - B2B,DOGTWL-DES-LG-UNDWLK,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,192.77,0,75,150,0,0,0,0,0,0,0
