summary_key,subcategory,country,channel,year,month,year_month,units,revenue,is_excluded
Bag - Foldable|US|FBA|2026_04,Bag - Foldable,US,FBA,2026,4,2026_04,1178,19624.63,FALSE
Bag - Foldable|US|FBA|2026_05,Bag - Foldable,US,FBA,2026,5,2026_05,1745,30719.24,FALSE
Bag - Foldable|US|FBA|2026_06,Bag - Foldable,US,FBA,2026,6,2026_06,1020,17642.3,FALSE
Bag - Toiletry|AU|DTC|2024_10,Bag - Toiletry,AU,DTC,2024,10,2024_10,14,199.32,FALSE
Bag - Toiletry|AU|DTC|2024_11,Bag - Toiletry,AU,DTC,2024,11,2024_11,54,843.98,FALSE
Bag - Toiletry|AU|DTC|2024_12,Bag - Toiletry,AU,DTC,2024,12,2024_12,30,486.62,FALSE
Bag - Toiletry|AU|DTC|2025_01,Bag - Toiletry,AU,DTC,2025,1,2025_01,14,230.54,FALSE
Bag - Toiletry|AU|DTC|2025_02,Bag - Toiletry,AU,DTC,2025,2,2025_02,10,98.62,FALSE
Bag - Toiletry|AU|DTC|2025_03,Bag - Toiletry,AU,DTC,2025,3,2025_03,6,96.12,FALSE
Bag - Toiletry|AU|DTC|2025_04,Bag - Toiletry,AU,DTC,2025,4,2025_04,4,66.36,FALSE
Bag - Toiletry|AU|DTC|2025_05,Bag - Toiletry,AU,DTC,2025,5,2025_05,10,166.2,FALSE
Bag - Toiletry|AU|DTC|2025_06,Bag - Toiletry,AU,DTC,2025,6,2025_06,16,219.9,FALSE
Bag - Toiletry|AU|DTC|2025_07,Bag - Toiletry,AU,DTC,2025,7,2025_07,20,307.08,FALSE
Bag - Toiletry|AU|DTC|2025_08,Bag - Toiletry,AU,DTC,2025,8,2025_08,12,199.42,FALSE
Bag - Toiletry|AU|DTC|2025_09,Bag - Toiletry,AU,DTC,2025,9,2025_09,20,300.71,FALSE
Bag - Toiletry|AU|DTC|2025_10,Bag - Toiletry,AU,DTC,2025,10,2025_10,41,613.9,FALSE
Bag - Toiletry|AU|DTC|2025_11,Bag - Toiletry,AU,DTC,2025,11,2025_11,121,1705.29,FALSE
Bag - Toiletry|AU|DTC|2025_12,Bag - Toiletry,AU,DTC,2025,12,2025_12,128,1732.02,FALSE
Bag - Toiletry|AU|DTC|2026_01,Bag - Toiletry,AU,DTC,2026,1,2026_01,10,175.52,FALSE
Bag - Toiletry|AU|DTC|2026_02,Bag - Toiletry,AU,DTC,2026,2,2026_02,14,219.9,FALSE
Bag - Toiletry|AU|DTC|2026_03,Bag - Toiletry,AU,DTC,2026,3,2026_03,10,185.23,FALSE
Bag - Toiletry|AU|DTC|2026_04,Bag - Toiletry,AU,DTC,2026,4,2026_04,2,38.46,FALSE
Bag - Toiletry|AU|DTC|2026_05,Bag - Toiletry,AU,DTC,2026,5,2026_05,2,42.21,FALSE
Bag - Toiletry|AU|DTC|2026_06,Bag - Toiletry,AU,DTC,2026,6,2026_06,1,0,FALSE
Bag - Toiletry|AU|FBA|2025_10,Bag - Toiletry,AU,FBA,2025,10,2025_10,1,17.86,FALSE
Bag - Toiletry|AU|FBA|2026_01,Bag - Toiletry,AU,FBA,2026,1,2026_01,1,17.06,FALSE
Bag - Toiletry|AU|FBA|2026_04,Bag - Toiletry,AU,FBA,2026,4,2026_04,1,22.44,FALSE
Bag - Toiletry|EU|B2B|2024_07,Bag - Toiletry,EU,B2B,2024,7,2024_07,18,142.92,FALSE
Bag - Toiletry|EU|B2B|2024_08,Bag - Toiletry,EU,B2B,2024,8,2024_08,10,32.92,FALSE
Bag - Toiletry|EU|B2B|2024_09,Bag - Toiletry,EU,B2B,2024,9,2024_09,24,130.08,FALSE
Bag - Toiletry|EU|B2B|2024_10,Bag - Toiletry,EU,B2B,2024,10,2024_10,14,141.88,FALSE
Bag - Toiletry|EU|B2B|2024_12,Bag - Toiletry,EU,B2B,2024,12,2024_12,8,34.72,FALSE
Bag - Toiletry|EU|B2B|2025_02,Bag - Toiletry,EU,B2B,2025,2,2025_02,2,0,FALSE
Bag - Toiletry|EU|B2B|2025_06,Bag - Toiletry,EU,B2B,2025,6,2025_06,20,180.94,FALSE
Bag - Toiletry|EU|B2B|2025_07,Bag - Toiletry,EU,B2B,2025,7,2025_07,46,386.04,FALSE
Bag - Toiletry|EU|B2B|2025_09,Bag - Toiletry,EU,B2B,2025,9,2025_09,8,72.2,FALSE
Bag - Toiletry|EU|B2B|2025_11,Bag - Toiletry,EU,B2B,2025,11,2025_11,48,461.54,FALSE
Bag - Toiletry|EU|B2B|2025_12,Bag - Toiletry,EU,B2B,2025,12,2025_12,14,103.12,FALSE
Bag - Toiletry|EU|B2B|2026_01,Bag - Toiletry,EU,B2B,2026,1,2026_01,12,122.3,FALSE
Bag - Toiletry|EU|B2B|2026_02,Bag - Toiletry,EU,B2B,2026,2,2026_02,18,375.44,FALSE
Bag - Toiletry|EU|B2B|2026_03,Bag - Toiletry,EU,B2B,2026,3,2026_03,18,162.78,FALSE
Bag - Toiletry|EU|B2B|2026_04,Bag - Toiletry,EU,B2B,2026,4,2026_04,22,194.88,FALSE
Bag - Toiletry|EU|B2B|2026_05,Bag - Toiletry,EU,B2B,2026,5,2026_05,22,54.01,FALSE
Bag - Toiletry|EU|B2B|2026_06,Bag - Toiletry,EU,B2B,2026,6,2026_06,14,138.81,FALSE
Bag - Toiletry|EU|DTC|2024_06,Bag - Toiletry,EU,DTC,2024,6,2024_06,8,183.38,FALSE
Bag - Toiletry|EU|DTC|2024_07,Bag - Toiletry,EU,DTC,2024,7,2024_07,16,313.64,FALSE
Bag - Toiletry|EU|DTC|2024_08,Bag - Toiletry,EU,DTC,2024,8,2024_08,14,225.5,FALSE
Bag - Toiletry|EU|DTC|2024_09,Bag - Toiletry,EU,DTC,2024,9,2024_09,8,144.2,FALSE
Bag - Toiletry|EU|DTC|2024_10,Bag - Toiletry,EU,DTC,2024,10,2024_10,2,28.36,FALSE
Bag - Toiletry|EU|DTC|2024_11,Bag - Toiletry,EU,DTC,2024,11,2024_11,4,71.52,FALSE
Bag - Toiletry|EU|DTC|2024_12,Bag - Toiletry,EU,DTC,2024,12,2024_12,26,395.12,FALSE
Bag - Toiletry|EU|DTC|2025_01,Bag - Toiletry,EU,DTC,2025,1,2025_01,2,34.04,FALSE
Bag - Toiletry|EU|DTC|2025_06,Bag - Toiletry,EU,DTC,2025,6,2025_06,56,873.28,FALSE
Bag - Toiletry|EU|DTC|2025_07,Bag - Toiletry,EU,DTC,2025,7,2025_07,32,457.76,FALSE
Bag - Toiletry|EU|DTC|2025_09,Bag - Toiletry,EU,DTC,2025,9,2025_09,6,64.02,FALSE
Bag - Toiletry|EU|DTC|2025_10,Bag - Toiletry,EU,DTC,2025,10,2025_10,1,21.31,FALSE
Bag - Toiletry|EU|DTC|2025_11,Bag - Toiletry,EU,DTC,2025,11,2025_11,24,360.83,FALSE
Bag - Toiletry|EU|DTC|2025_12,Bag - Toiletry,EU,DTC,2025,12,2025_12,25,470.44,FALSE
Bag - Toiletry|EU|DTC|2026_01,Bag - Toiletry,EU,DTC,2026,1,2026_01,28,511.64,FALSE
Bag - Toiletry|EU|DTC|2026_02,Bag - Toiletry,EU,DTC,2026,2,2026_02,1,15.15,FALSE
Bag - Toiletry|EU|DTC|2026_03,Bag - Toiletry,EU,DTC,2026,3,2026_03,5,83.82,FALSE
Bag - Toiletry|EU|DTC|2026_04,Bag - Toiletry,EU,DTC,2026,4,2026_04,8,146.37,FALSE
Bag - Toiletry|EU|DTC|2026_05,Bag - Toiletry,EU,DTC,2026,5,2026_05,31,513.2,FALSE
Bag - Toiletry|EU|DTC|2026_06,Bag - Toiletry,EU,DTC,2026,6,2026_06,12,235.76,FALSE
Bag - Toiletry|EU|FBA|2025_09,Bag - Toiletry,EU,FBA,2025,9,2025_09,2,52.18,FALSE
Bag - Toiletry|EU|FBA|2025_12,Bag - Toiletry,EU,FBA,2025,12,2025_12,2,52.48,FALSE
Bag - Toiletry|EU|FBA|2026_01,Bag - Toiletry,EU,FBA,2026,1,2026_01,1,26.03,FALSE
Bag - Toiletry|EU|FBA|2026_05,Bag - Toiletry,EU,FBA,2026,5,2026_05,1,20.73,FALSE
Bag - Toiletry|UK|B2B|2024_04,Bag - Toiletry,UK,B2B,2024,4,2024_04,50,421.36,FALSE
Bag - Toiletry|UK|B2B|2024_05,Bag - Toiletry,UK,B2B,2024,5,2024_05,72,659.6,FALSE
Bag - Toiletry|UK|B2B|2024_06,Bag - Toiletry,UK,B2B,2024,6,2024_06,122,1090.88,FALSE
Bag - Toiletry|UK|B2B|2024_07,Bag - Toiletry,UK,B2B,2024,7,2024_07,88,794.7,FALSE
Bag - Toiletry|UK|B2B|2024_08,Bag - Toiletry,UK,B2B,2024,8,2024_08,168,1547.02,FALSE
Bag - Toiletry|UK|B2B|2024_10,Bag - Toiletry,UK,B2B,2024,10,2024_10,32,317.22,FALSE
Bag - Toiletry|UK|B2B|2024_11,Bag - Toiletry,UK,B2B,2024,11,2024_11,82,756.5,FALSE
Bag - Toiletry|UK|B2B|2024_12,Bag - Toiletry,UK,B2B,2024,12,2024_12,46,426.7,FALSE
Bag - Toiletry|UK|B2B|2025_01,Bag - Toiletry,UK,B2B,2025,1,2025_01,4,73.32,FALSE
Bag - Toiletry|UK|B2B|2025_02,Bag - Toiletry,UK,B2B,2025,2,2025_02,8,80.68,FALSE
Bag - Toiletry|UK|B2B|2025_03,Bag - Toiletry,UK,B2B,2025,3,2025_03,12,114.52,FALSE
Bag - Toiletry|UK|B2B|2025_04,Bag - Toiletry,UK,B2B,2025,4,2025_04,118,1974.2,FALSE
Bag - Toiletry|UK|B2B|2025_05,Bag - Toiletry,UK,B2B,2025,5,2025_05,56,520.04,FALSE
Bag - Toiletry|UK|B2B|2025_06,Bag - Toiletry,UK,B2B,2025,6,2025_06,32,297.26,FALSE
Bag - Toiletry|UK|B2B|2025_07,Bag - Toiletry,UK,B2B,2025,7,2025_07,12,101.12,FALSE
Bag - Toiletry|UK|B2B|2025_09,Bag - Toiletry,UK,B2B,2025,9,2025_09,50,415.8,FALSE
Bag - Toiletry|UK|B2B|2025_10,Bag - Toiletry,UK,B2B,2025,10,2025_10,68,658.36,FALSE
Bag - Toiletry|UK|B2B|2025_11,Bag - Toiletry,UK,B2B,2025,11,2025_11,90,1846.26,FALSE
Bag - Toiletry|UK|B2B|2025_12,Bag - Toiletry,UK,B2B,2025,12,2025_12,12,128.52,FALSE
Bag - Toiletry|UK|B2B|2026_01,Bag - Toiletry,UK,B2B,2026,1,2026_01,84,821.44,FALSE
Bag - Toiletry|UK|B2B|2026_02,Bag - Toiletry,UK,B2B,2026,2,2026_02,118,1864.59,FALSE
Bag - Toiletry|UK|B2B|2026_03,Bag - Toiletry,UK,B2B,2026,3,2026_03,43,435.73,FALSE
Bag - Toiletry|UK|B2B|2026_04,Bag - Toiletry,UK,B2B,2026,4,2026_04,98,964.48,FALSE
Bag - Toiletry|UK|B2B|2026_05,Bag - Toiletry,UK,B2B,2026,5,2026_05,266,2398.31,FALSE
Bag - Toiletry|UK|B2B|2026_06,Bag - Toiletry,UK,B2B,2026,6,2026_06,209,2165.28,FALSE
Bag - Toiletry|UK|DTC|2024_04,Bag - Toiletry,UK,DTC,2024,4,2024_04,26,373.96,FALSE
Bag - Toiletry|UK|DTC|2024_05,Bag - Toiletry,UK,DTC,2024,5,2024_05,342,6083.04,FALSE
Bag - Toiletry|UK|DTC|2024_06,Bag - Toiletry,UK,DTC,2024,6,2024_06,182,3046.66,FALSE
Bag - Toiletry|UK|DTC|2024_07,Bag - Toiletry,UK,DTC,2024,7,2024_07,276,4615.06,FALSE
Bag - Toiletry|UK|DTC|2024_08,Bag - Toiletry,UK,DTC,2024,8,2024_08,352,5425.02,FALSE
Bag - Toiletry|UK|DTC|2024_09,Bag - Toiletry,UK,DTC,2024,9,2024_09,186,3069.88,FALSE
Bag - Toiletry|UK|DTC|2024_10,Bag - Toiletry,UK,DTC,2024,10,2024_10,48,822.12,FALSE
Bag - Toiletry|UK|DTC|2024_11,Bag - Toiletry,UK,DTC,2024,11,2024_11,440,7123.2,FALSE
Bag - Toiletry|UK|DTC|2024_12,Bag - Toiletry,UK,DTC,2024,12,2024_12,218,3489.68,FALSE
Bag - Toiletry|UK|DTC|2025_01,Bag - Toiletry,UK,DTC,2025,1,2025_01,32,601.8,FALSE
Bag - Toiletry|UK|DTC|2025_03,Bag - Toiletry,UK,DTC,2025,3,2025_03,82,1539.66,FALSE
Bag - Toiletry|UK|DTC|2025_04,Bag - Toiletry,UK,DTC,2025,4,2025_04,200,3644.44,FALSE
Bag - Toiletry|UK|DTC|2025_05,Bag - Toiletry,UK,DTC,2025,5,2025_05,296,4758.76,FALSE
Bag - Toiletry|UK|DTC|2025_06,Bag - Toiletry,UK,DTC,2025,6,2025_06,222,3765.54,FALSE
Bag - Toiletry|UK|DTC|2025_07,Bag - Toiletry,UK,DTC,2025,7,2025_07,104,1704.98,FALSE
Bag - Toiletry|UK|DTC|2025_09,Bag - Toiletry,UK,DTC,2025,9,2025_09,58,1135.18,FALSE
Bag - Toiletry|UK|DTC|2025_10,Bag - Toiletry,UK,DTC,2025,10,2025_10,141,2725.23,FALSE
Bag - Toiletry|UK|DTC|2025_11,Bag - Toiletry,UK,DTC,2025,11,2025_11,661,11264.99,FALSE
Bag - Toiletry|UK|DTC|2025_12,Bag - Toiletry,UK,DTC,2025,12,2025_12,583,9828.9,FALSE
Bag - Toiletry|UK|DTC|2026_01,Bag - Toiletry,UK,DTC,2026,1,2026_01,323,4794.35,FALSE
Bag - Toiletry|UK|DTC|2026_02,Bag - Toiletry,UK,DTC,2026,2,2026_02,123,2310.67,FALSE
Bag - Toiletry|UK|DTC|2026_03,Bag - Toiletry,UK,DTC,2026,3,2026_03,162,3268.17,FALSE
Bag - Toiletry|UK|DTC|2026_04,Bag - Toiletry,UK,DTC,2026,4,2026_04,125,2537.47,FALSE
Bag - Toiletry|UK|DTC|2026_05,Bag - Toiletry,UK,DTC,2026,5,2026_05,215,4071.09,FALSE
Bag - Toiletry|UK|DTC|2026_06,Bag - Toiletry,UK,DTC,2026,6,2026_06,165,3234.12,FALSE
Bag - Toiletry|UK|FBA|2024_06,Bag - Toiletry,UK,FBA,2024,6,2024_06,2,45.64,FALSE
Bag - Toiletry|UK|FBA|2024_07,Bag - Toiletry,UK,FBA,2024,7,2024_07,8,184.56,FALSE
Bag - Toiletry|UK|FBA|2024_08,Bag - Toiletry,UK,FBA,2024,8,2024_08,4,104.66,FALSE
Bag - Toiletry|UK|FBA|2024_09,Bag - Toiletry,UK,FBA,2024,9,2024_09,2,49.68,FALSE
Bag - Toiletry|UK|FBA|2024_11,Bag - Toiletry,UK,FBA,2024,11,2024_11,4,99.26,FALSE
Bag - Toiletry|UK|FBA|2025_03,Bag - Toiletry,UK,FBA,2025,3,2025_03,4,106.64,FALSE
Bag - Toiletry|UK|FBA|2025_04,Bag - Toiletry,UK,FBA,2025,4,2025_04,4,106.64,FALSE
Bag - Toiletry|UK|FBA|2025_05,Bag - Toiletry,UK,FBA,2025,5,2025_05,16,300.88,FALSE
Bag - Toiletry|UK|FBA|2025_06,Bag - Toiletry,UK,FBA,2025,6,2025_06,20,381.26,FALSE
Bag - Toiletry|UK|FBA|2025_07,Bag - Toiletry,UK,FBA,2025,7,2025_07,6,118.96,FALSE
Bag - Toiletry|UK|FBA|2025_09,Bag - Toiletry,UK,FBA,2025,9,2025_09,1,23.38,FALSE
Bag - Toiletry|UK|FBA|2025_10,Bag - Toiletry,UK,FBA,2025,10,2025_10,15,310.13,FALSE
Bag - Toiletry|UK|FBA|2025_11,Bag - Toiletry,UK,FBA,2025,11,2025_11,22,459.51,FALSE
Bag - Toiletry|UK|FBA|2025_12,Bag - Toiletry,UK,FBA,2025,12,2025_12,60,1297.81,FALSE
Bag - Toiletry|UK|FBA|2026_01,Bag - Toiletry,UK,FBA,2026,1,2026_01,13,285.98,FALSE
Bag - Toiletry|UK|FBA|2026_02,Bag - Toiletry,UK,FBA,2026,2,2026_02,16,350.7,FALSE
Bag - Toiletry|UK|FBA|2026_03,Bag - Toiletry,UK,FBA,2026,3,2026_03,27,593.15,FALSE
Bag - Toiletry|UK|FBA|2026_04,Bag - Toiletry,UK,FBA,2026,4,2026_04,40,785.04,FALSE
Bag - Toiletry|UK|FBA|2026_05,Bag - Toiletry,UK,FBA,2026,5,2026_05,34,703.32,FALSE
Bag - Toiletry|UK|FBA|2026_06,Bag - Toiletry,UK,FBA,2026,6,2026_06,15,296.36,FALSE
Bag - Toiletry|US|B2B|2024_01,Bag - Toiletry,US,B2B,2024,1,2024_01,6,66.76,FALSE
Bag - Toiletry|US|B2B|2024_04,Bag - Toiletry,US,B2B,2024,4,2024_04,114,992.7,FALSE
Bag - Toiletry|US|B2B|2024_05,Bag - Toiletry,US,B2B,2024,5,2024_05,136,1550.58,FALSE
Bag - Toiletry|US|B2B|2024_06,Bag - Toiletry,US,B2B,2024,6,2024_06,132,1455,FALSE
Bag - Toiletry|US|B2B|2024_07,Bag - Toiletry,US,B2B,2024,7,2024_07,28,330.5,FALSE
Bag - Toiletry|US|B2B|2024_08,Bag - Toiletry,US,B2B,2024,8,2024_08,94,1009.32,FALSE
Bag - Toiletry|US|B2B|2024_09,Bag - Toiletry,US,B2B,2024,9,2024_09,16,171.24,FALSE
Bag - Toiletry|US|B2B|2024_11,Bag - Toiletry,US,B2B,2024,11,2024_11,304,2361.28,FALSE
Bag - Toiletry|US|B2B|2024_12,Bag - Toiletry,US,B2B,2024,12,2024_12,160,1064.24,FALSE
Bag - Toiletry|US|B2B|2025_01,Bag - Toiletry,US,B2B,2025,1,2025_01,8,86.46,FALSE
Bag - Toiletry|US|B2B|2025_02,Bag - Toiletry,US,B2B,2025,2,2025_02,374,3972.38,FALSE
Bag - Toiletry|US|B2B|2025_03,Bag - Toiletry,US,B2B,2025,3,2025_03,170,1912.48,FALSE
Bag - Toiletry|US|B2B|2025_04,Bag - Toiletry,US,B2B,2025,4,2025_04,10,48.08,FALSE
Bag - Toiletry|US|B2B|2025_05,Bag - Toiletry,US,B2B,2025,5,2025_05,42,511.32,FALSE
Bag - Toiletry|US|B2B|2025_06,Bag - Toiletry,US,B2B,2025,6,2025_06,22,232.4,FALSE
Bag - Toiletry|US|B2B|2025_07,Bag - Toiletry,US,B2B,2025,7,2025_07,24,335.54,FALSE
Bag - Toiletry|US|B2B|2025_09,Bag - Toiletry,US,B2B,2025,9,2025_09,88,1254.73,FALSE
Bag - Toiletry|US|B2B|2025_10,Bag - Toiletry,US,B2B,2025,10,2025_10,14,182.4,FALSE
Bag - Toiletry|US|B2B|2025_11,Bag - Toiletry,US,B2B,2025,11,2025_11,3,0,FALSE
Bag - Toiletry|US|B2B|2025_12,Bag - Toiletry,US,B2B,2025,12,2025_12,62,766.88,FALSE
Bag - Toiletry|US|B2B|2026_02,Bag - Toiletry,US,B2B,2026,2,2026_02,114,1450.4,FALSE
Bag - Toiletry|US|B2B|2026_03,Bag - Toiletry,US,B2B,2026,3,2026_03,1417,15915,FALSE
Bag - Toiletry|US|B2B|2026_04,Bag - Toiletry,US,B2B,2026,4,2026_04,6,73.27,FALSE
Bag - Toiletry|US|B2B|2026_05,Bag - Toiletry,US,B2B,2026,5,2026_05,59,756.39,FALSE
Bag - Toiletry|US|B2B|2026_06,Bag - Toiletry,US,B2B,2026,6,2026_06,8,0,FALSE
Bag - Toiletry|US|DTC|2024_04,Bag - Toiletry,US,DTC,2024,4,2024_04,6,127.38,FALSE
Bag - Toiletry|US|DTC|2024_05,Bag - Toiletry,US,DTC,2024,5,2024_05,34,667.08,FALSE
Bag - Toiletry|US|DTC|2024_06,Bag - Toiletry,US,DTC,2024,6,2024_06,30,618.02,FALSE
Bag - Toiletry|US|DTC|2024_07,Bag - Toiletry,US,DTC,2024,7,2024_07,44,712.84,FALSE
Bag - Toiletry|US|DTC|2024_08,Bag - Toiletry,US,DTC,2024,8,2024_08,18,384.62,FALSE
Bag - Toiletry|US|DTC|2024_09,Bag - Toiletry,US,DTC,2024,9,2024_09,10,194.76,FALSE
Bag - Toiletry|US|DTC|2024_10,Bag - Toiletry,US,DTC,2024,10,2024_10,2,42.88,FALSE
Bag - Toiletry|US|DTC|2024_11,Bag - Toiletry,US,DTC,2024,11,2024_11,2,30.86,FALSE
Bag - Toiletry|US|DTC|2024_12,Bag - Toiletry,US,DTC,2024,12,2024_12,16,259.04,FALSE
Bag - Toiletry|US|DTC|2025_02,Bag - Toiletry,US,DTC,2025,2,2025_02,8,156.46,FALSE
Bag - Toiletry|US|DTC|2025_03,Bag - Toiletry,US,DTC,2025,3,2025_03,12,253.48,FALSE
Bag - Toiletry|US|DTC|2025_04,Bag - Toiletry,US,DTC,2025,4,2025_04,12,208.74,FALSE
Bag - Toiletry|US|DTC|2025_05,Bag - Toiletry,US,DTC,2025,5,2025_05,8,179.72,FALSE
Bag - Toiletry|US|DTC|2025_06,Bag - Toiletry,US,DTC,2025,6,2025_06,18,393.56,FALSE
Bag - Toiletry|US|DTC|2025_07,Bag - Toiletry,US,DTC,2025,7,2025_07,12,256.44,FALSE
Bag - Toiletry|US|DTC|2025_08,Bag - Toiletry,US,DTC,2025,8,2025_08,2,46.9,FALSE
Bag - Toiletry|US|DTC|2025_09,Bag - Toiletry,US,DTC,2025,9,2025_09,13,215.67,FALSE
Bag - Toiletry|US|DTC|2025_10,Bag - Toiletry,US,DTC,2025,10,2025_10,8,196.53,FALSE
Bag - Toiletry|US|DTC|2025_11,Bag - Toiletry,US,DTC,2025,11,2025_11,30,611.31,FALSE
Bag - Toiletry|US|DTC|2025_12,Bag - Toiletry,US,DTC,2025,12,2025_12,130,3082.03,FALSE
Bag - Toiletry|US|DTC|2026_01,Bag - Toiletry,US,DTC,2026,1,2026_01,35,614.43,FALSE
Bag - Toiletry|US|DTC|2026_02,Bag - Toiletry,US,DTC,2026,2,2026_02,14,356.06,FALSE
Bag - Toiletry|US|DTC|2026_03,Bag - Toiletry,US,DTC,2026,3,2026_03,27,669.3,FALSE
Bag - Toiletry|US|DTC|2026_04,Bag - Toiletry,US,DTC,2026,4,2026_04,27,643.32,FALSE
Bag - Toiletry|US|DTC|2026_05,Bag - Toiletry,US,DTC,2026,5,2026_05,67,1528.62,FALSE
Bag - Toiletry|US|DTC|2026_06,Bag - Toiletry,US,DTC,2026,6,2026_06,11,248.96,FALSE
Bag - Toiletry|US|FBA|2024_01,Bag - Toiletry,US,FBA,2024,1,2024_01,10,77.5,FALSE
Bag - Toiletry|US|FBA|2024_07,Bag - Toiletry,US,FBA,2024,7,2024_07,4,88.72,FALSE
Bag - Toiletry|US|FBA|2024_08,Bag - Toiletry,US,FBA,2024,8,2024_08,2,56.36,FALSE
Bag - Toiletry|US|FBA|2024_12,Bag - Toiletry,US,FBA,2024,12,2024_12,2,61.66,FALSE
Bag - Toiletry|US|FBA|2025_05,Bag - Toiletry,US,FBA,2025,5,2025_05,2,54.14,FALSE
Bag - Toiletry|US|FBA|2025_06,Bag - Toiletry,US,FBA,2025,6,2025_06,8,213.08,FALSE
Bag - Toiletry|US|FBA|2025_08,Bag - Toiletry,US,FBA,2025,8,2025_08,2,53.2,FALSE
Bag - Toiletry|US|FBA|2025_09,Bag - Toiletry,US,FBA,2025,9,2025_09,4,94.72,FALSE
Bag - Toiletry|US|FBA|2025_10,Bag - Toiletry,US,FBA,2025,10,2025_10,2,53.52,FALSE
Bag - Toiletry|US|FBA|2025_11,Bag - Toiletry,US,FBA,2025,11,2025_11,1,26.75,FALSE
Bag - Toiletry|US|FBA|2025_12,Bag - Toiletry,US,FBA,2025,12,2025_12,10,240.97,FALSE
Bag - Toiletry|US|FBA|2026_01,Bag - Toiletry,US,FBA,2026,1,2026_01,3,68.62,FALSE
Bag - Toiletry|US|FBA|2026_03,Bag - Toiletry,US,FBA,2026,3,2026_03,30,753.14,FALSE
Bag - Toiletry|US|FBA|2026_04,Bag - Toiletry,US,FBA,2026,4,2026_04,30,699.19,FALSE
Bag - Toiletry|US|FBA|2026_05,Bag - Toiletry,US,FBA,2026,5,2026_05,99,2539.73,FALSE
Bag - Toiletry|US|FBA|2026_06,Bag - Toiletry,US,FBA,2026,6,2026_06,40,1011.41,FALSE
Beach Pillow|AU|DTC|2025_09,Beach Pillow,AU,DTC,2025,9,2025_09,23,596.61,FALSE
Beach Pillow|AU|DTC|2025_10,Beach Pillow,AU,DTC,2025,10,2025_10,12,312.55,FALSE
Beach Pillow|AU|DTC|2025_11,Beach Pillow,AU,DTC,2025,11,2025_11,34,758.79,FALSE
Beach Pillow|AU|DTC|2025_12,Beach Pillow,AU,DTC,2025,12,2025_12,23,560.93,FALSE
Beach Pillow|AU|DTC|2026_01,Beach Pillow,AU,DTC,2026,1,2026_01,24,612.73,FALSE
Beach Pillow|AU|DTC|2026_02,Beach Pillow,AU,DTC,2026,2,2026_02,5,123.22,FALSE
Beach Pillow|AU|DTC|2026_03,Beach Pillow,AU,DTC,2026,3,2026_03,3,80.5,FALSE
Beach Pillow|AU|DTC|2026_05,Beach Pillow,AU,DTC,2026,5,2026_05,4,130.34,FALSE
Beach Pillow|AU|DTC|2026_06,Beach Pillow,AU,DTC,2026,6,2026_06,3,28.42,FALSE
Beach Pillow|AU|FBA|2025_11,Beach Pillow,AU,FBA,2025,11,2025_11,3,77.16,FALSE
Beach Pillow|AU|FBA|2025_12,Beach Pillow,AU,FBA,2025,12,2025_12,11,328.74,FALSE
Beach Pillow|AU|FBA|2026_01,Beach Pillow,AU,FBA,2026,1,2026_01,3,101.04,FALSE
Beach Pillow|AU|FBA|2026_02,Beach Pillow,AU,FBA,2026,2,2026_02,5,168.4,FALSE
Beach Pillow|AU|FBA|2026_03,Beach Pillow,AU,FBA,2026,3,2026_03,4,138.39,FALSE
Beach Pillow|AU|FBA|2026_04,Beach Pillow,AU,FBA,2026,4,2026_04,1,33.95,FALSE
Beach Pillow|EU|B2B|2025_12,Beach Pillow,EU,B2B,2025,12,2025_12,6,0,FALSE
Beach Pillow|EU|B2B|2026_02,Beach Pillow,EU,B2B,2026,2,2026_02,148,2060.32,FALSE
Beach Pillow|EU|B2B|2026_03,Beach Pillow,EU,B2B,2026,3,2026_03,74,1081.8,FALSE
Beach Pillow|EU|B2B|2026_04,Beach Pillow,EU,B2B,2026,4,2026_04,32,481.45,FALSE
Beach Pillow|EU|B2B|2026_05,Beach Pillow,EU,B2B,2026,5,2026_05,26,393.8,FALSE
Beach Pillow|EU|B2B|2026_06,Beach Pillow,EU,B2B,2026,6,2026_06,30,450.44,FALSE
Beach Pillow|EU|DTC|2025_11,Beach Pillow,EU,DTC,2025,11,2025_11,4,94.55,FALSE
Beach Pillow|EU|DTC|2025_12,Beach Pillow,EU,DTC,2025,12,2025_12,3,76.72,FALSE
Beach Pillow|EU|DTC|2026_01,Beach Pillow,EU,DTC,2026,1,2026_01,2,59.12,FALSE
Beach Pillow|EU|DTC|2026_03,Beach Pillow,EU,DTC,2026,3,2026_03,7,173.43,FALSE
Beach Pillow|EU|DTC|2026_04,Beach Pillow,EU,DTC,2026,4,2026_04,20,565.24,FALSE
Beach Pillow|EU|DTC|2026_05,Beach Pillow,EU,DTC,2026,5,2026_05,75,2042.29,FALSE
Beach Pillow|EU|DTC|2026_06,Beach Pillow,EU,DTC,2026,6,2026_06,41,1118.04,FALSE
Beach Pillow|UK|B2B|2025_03,Beach Pillow,UK,B2B,2025,3,2025_03,4,53.32,FALSE
Beach Pillow|UK|B2B|2025_04,Beach Pillow,UK,B2B,2025,4,2025_04,34,453.86,FALSE
Beach Pillow|UK|B2B|2025_05,Beach Pillow,UK,B2B,2025,5,2025_05,32,424.79,FALSE
