summary_key,subcategory,country,channel,year,month,year_month,units,revenue,is_excluded
Bag - Beach|AU|DTC|2024_10,Bag - Beach,AU,DTC,2024,10,2024_10,4,150.9,FALSE
Bag - Beach|AU|DTC|2024_11,Bag - Beach,AU,DTC,2024,11,2024_11,19,697.39,FALSE
Bag - Beach|AU|DTC|2024_12,Bag - Beach,AU,DTC,2024,12,2024_12,32,1318.54,FALSE
Bag - Beach|AU|DTC|2025_01,Bag - Beach,AU,DTC,2025,1,2025_01,8,319.23,FALSE
Bag - Beach|AU|DTC|2025_02,Bag - Beach,AU,DTC,2025,2,2025_02,3,82.23,FALSE
Bag - Beach|AU|DTC|2025_03,Bag - Beach,AU,DTC,2025,3,2025_03,7,283.71,FALSE
Bag - Beach|AU|DTC|2025_04,Bag - Beach,AU,DTC,2025,4,2025_04,7,290.19,FALSE
Bag - Beach|AU|DTC|2025_05,Bag - Beach,AU,DTC,2025,5,2025_05,9,321.71,FALSE
Bag - Beach|AU|DTC|2025_06,Bag - Beach,AU,DTC,2025,6,2025_06,9,229.67,FALSE
Bag - Beach|AU|DTC|2025_07,Bag - Beach,AU,DTC,2025,7,2025_07,17,600.4,FALSE
Bag - Beach|AU|DTC|2025_08,Bag - Beach,AU,DTC,2025,8,2025_08,22,812.59,FALSE
Bag - Beach|AU|DTC|2025_09,Bag - Beach,AU,DTC,2025,9,2025_09,14,522.24,FALSE
Bag - Beach|AU|DTC|2025_10,Bag - Beach,AU,DTC,2025,10,2025_10,28,1103.64,FALSE
Bag - Beach|AU|DTC|2025_11,Bag - Beach,AU,DTC,2025,11,2025_11,83,2351.99,FALSE
Bag - Beach|AU|DTC|2025_12,Bag - Beach,AU,DTC,2025,12,2025_12,150,4987.3,FALSE
Bag - Beach|AU|DTC|2026_01,Bag - Beach,AU,DTC,2026,1,2026_01,21,806.62,FALSE
Bag - Beach|AU|DTC|2026_02,Bag - Beach,AU,DTC,2026,2,2026_02,11,340.35,FALSE
Bag - Beach|AU|DTC|2026_03,Bag - Beach,AU,DTC,2026,3,2026_03,17,615.13,FALSE
Bag - Beach|AU|DTC|2026_04,Bag - Beach,AU,DTC,2026,4,2026_04,2,66.66,FALSE
Bag - Beach|AU|DTC|2026_05,Bag - Beach,AU,DTC,2026,5,2026_05,7,265.19,FALSE
Bag - Beach|AU|DTC|2026_06,Bag - Beach,AU,DTC,2026,6,2026_06,4,119.8,FALSE
Bag - Beach|AU|FBA|2025_12,Bag - Beach,AU,FBA,2025,12,2025_12,2,94.72,FALSE
Bag - Beach|CA|FBA|2025_03,Bag - Beach,CA,FBA,2025,3,2025_03,1,28.55,FALSE
Bag - Beach|EU|B2B|2024_08,Bag - Beach,EU,B2B,2024,8,2024_08,8,78.09,FALSE
Bag - Beach|EU|B2B|2024_09,Bag - Beach,EU,B2B,2024,9,2024_09,2,0,FALSE
Bag - Beach|EU|B2B|2024_10,Bag - Beach,EU,B2B,2024,10,2024_10,1,0,FALSE
Bag - Beach|EU|B2B|2024_12,Bag - Beach,EU,B2B,2024,12,2024_12,33,447.95,FALSE
Bag - Beach|EU|B2B|2025_04,Bag - Beach,EU,B2B,2025,4,2025_04,6,112.72,FALSE
Bag - Beach|EU|B2B|2025_05,Bag - Beach,EU,B2B,2025,5,2025_05,4,71.15,FALSE
Bag - Beach|EU|B2B|2025_06,Bag - Beach,EU,B2B,2025,6,2025_06,21,329.14,FALSE
Bag - Beach|EU|B2B|2025_07,Bag - Beach,EU,B2B,2025,7,2025_07,20,346.68,FALSE
Bag - Beach|EU|B2B|2025_08,Bag - Beach,EU,B2B,2025,8,2025_08,21,294.03,FALSE
Bag - Beach|EU|B2B|2025_09,Bag - Beach,EU,B2B,2025,9,2025_09,18,268.69,FALSE
Bag - Beach|EU|B2B|2025_12,Bag - Beach,EU,B2B,2025,12,2025_12,1,0,FALSE
Bag - Beach|EU|B2B|2026_01,Bag - Beach,EU,B2B,2026,1,2026_01,500,9221.85,FALSE
Bag - Beach|EU|B2B|2026_02,Bag - Beach,EU,B2B,2026,2,2026_02,0,478.14,FALSE
Bag - Beach|EU|B2B|2026_03,Bag - Beach,EU,B2B,2026,3,2026_03,4,79.56,FALSE
Bag - Beach|EU|B2B|2026_05,Bag - Beach,EU,B2B,2026,5,2026_05,6,117.8,FALSE
Bag - Beach|EU|B2B|2026_06,Bag - Beach,EU,B2B,2026,6,2026_06,10,118.86,FALSE
Bag - Beach|EU|DTC|2024_06,Bag - Beach,EU,DTC,2024,6,2024_06,3,97.66,FALSE
Bag - Beach|EU|DTC|2024_07,Bag - Beach,EU,DTC,2024,7,2024_07,12,318.91,FALSE
Bag - Beach|EU|DTC|2024_08,Bag - Beach,EU,DTC,2024,8,2024_08,5,184.45,FALSE
Bag - Beach|EU|DTC|2024_09,Bag - Beach,EU,DTC,2024,9,2024_09,2,73.39,FALSE
Bag - Beach|EU|DTC|2024_10,Bag - Beach,EU,DTC,2024,10,2024_10,1,34.64,FALSE
Bag - Beach|EU|DTC|2024_12,Bag - Beach,EU,DTC,2024,12,2024_12,7,228.33,FALSE
Bag - Beach|EU|DTC|2025_01,Bag - Beach,EU,DTC,2025,1,2025_01,11,372.33,FALSE
Bag - Beach|EU|DTC|2025_04,Bag - Beach,EU,DTC,2025,4,2025_04,2,79.04,FALSE
Bag - Beach|EU|DTC|2025_05,Bag - Beach,EU,DTC,2025,5,2025_05,23,788.51,FALSE
Bag - Beach|EU|DTC|2025_06,Bag - Beach,EU,DTC,2025,6,2025_06,44,1478.79,FALSE
Bag - Beach|EU|DTC|2025_07,Bag - Beach,EU,DTC,2025,7,2025_07,32,993.99,FALSE
Bag - Beach|EU|DTC|2025_08,Bag - Beach,EU,DTC,2025,8,2025_08,21,672.42,FALSE
Bag - Beach|EU|DTC|2025_09,Bag - Beach,EU,DTC,2025,9,2025_09,10,324.01,FALSE
Bag - Beach|EU|DTC|2025_11,Bag - Beach,EU,DTC,2025,11,2025_11,20,546.49,FALSE
Bag - Beach|EU|DTC|2025_12,Bag - Beach,EU,DTC,2025,12,2025_12,20,533.54,FALSE
Bag - Beach|EU|DTC|2026_01,Bag - Beach,EU,DTC,2026,1,2026_01,20,586.22,FALSE
Bag - Beach|EU|DTC|2026_02,Bag - Beach,EU,DTC,2026,2,2026_02,11,363.81,FALSE
Bag - Beach|EU|DTC|2026_03,Bag - Beach,EU,DTC,2026,3,2026_03,34,1028.96,FALSE
Bag - Beach|EU|DTC|2026_04,Bag - Beach,EU,DTC,2026,4,2026_04,29,971.02,FALSE
Bag - Beach|EU|DTC|2026_05,Bag - Beach,EU,DTC,2026,5,2026_05,28,923.75,FALSE
Bag - Beach|EU|DTC|2026_06,Bag - Beach,EU,DTC,2026,6,2026_06,11,404.4,FALSE
Bag - Beach|EU|FBA|2024_11,Bag - Beach,EU,FBA,2024,11,2024_11,1,47.71,FALSE
Bag - Beach|EU|FBA|2025_06,Bag - Beach,EU,FBA,2025,6,2025_06,1,56.46,FALSE
Bag - Beach|EU|FBA|2025_07,Bag - Beach,EU,FBA,2025,7,2025_07,2,85.88,FALSE
Bag - Beach|EU|FBA|2025_08,Bag - Beach,EU,FBA,2025,8,2025_08,2,85.74,FALSE
Bag - Beach|UK|B2B|2024_04,Bag - Beach,UK,B2B,2024,4,2024_04,7,120,FALSE
Bag - Beach|UK|B2B|2024_05,Bag - Beach,UK,B2B,2024,5,2024_05,7,140,FALSE
Bag - Beach|UK|B2B|2024_06,Bag - Beach,UK,B2B,2024,6,2024_06,11,223.9,FALSE
Bag - Beach|UK|B2B|2024_07,Bag - Beach,UK,B2B,2024,7,2024_07,7,100,FALSE
Bag - Beach|UK|B2B|2024_12,Bag - Beach,UK,B2B,2024,12,2024_12,14,280,FALSE
Bag - Beach|UK|B2B|2025_01,Bag - Beach,UK,B2B,2025,1,2025_01,8,126.54,FALSE
Bag - Beach|UK|B2B|2025_03,Bag - Beach,UK,B2B,2025,3,2025_03,9,177.65,FALSE
Bag - Beach|UK|B2B|2025_04,Bag - Beach,UK,B2B,2025,4,2025_04,41,1319.04,FALSE
Bag - Beach|UK|B2B|2025_05,Bag - Beach,UK,B2B,2025,5,2025_05,55,1084.29,FALSE
Bag - Beach|UK|B2B|2025_06,Bag - Beach,UK,B2B,2025,6,2025_06,65,1313.1,FALSE
Bag - Beach|UK|B2B|2025_07,Bag - Beach,UK,B2B,2025,7,2025_07,3,65.63,FALSE
Bag - Beach|UK|B2B|2026_01,Bag - Beach,UK,B2B,2026,1,2026_01,8,149.15,FALSE
Bag - Beach|UK|B2B|2026_02,Bag - Beach,UK,B2B,2026,2,2026_02,1,1040.61,FALSE
Bag - Beach|UK|B2B|2026_03,Bag - Beach,UK,B2B,2026,3,2026_03,10,191.32,FALSE
Bag - Beach|UK|B2B|2026_06,Bag - Beach,UK,B2B,2026,6,2026_06,502,10435.83,FALSE
Bag - Beach|UK|DTC|2024_04,Bag - Beach,UK,DTC,2024,4,2024_04,21,762.66,FALSE
Bag - Beach|UK|DTC|2024_05,Bag - Beach,UK,DTC,2024,5,2024_05,132,4649.41,FALSE
Bag - Beach|UK|DTC|2024_06,Bag - Beach,UK,DTC,2024,6,2024_06,138,4956.91,FALSE
Bag - Beach|UK|DTC|2024_07,Bag - Beach,UK,DTC,2024,7,2024_07,153,5597.33,FALSE
Bag - Beach|UK|DTC|2024_08,Bag - Beach,UK,DTC,2024,8,2024_08,150,5137.65,FALSE
Bag - Beach|UK|DTC|2024_09,Bag - Beach,UK,DTC,2024,9,2024_09,55,1940.98,FALSE
Bag - Beach|UK|DTC|2024_10,Bag - Beach,UK,DTC,2024,10,2024_10,23,819.42,FALSE
Bag - Beach|UK|DTC|2024_11,Bag - Beach,UK,DTC,2024,11,2024_11,77,2609.35,FALSE
Bag - Beach|UK|DTC|2024_12,Bag - Beach,UK,DTC,2024,12,2024_12,81,2894.18,FALSE
Bag - Beach|UK|DTC|2025_01,Bag - Beach,UK,DTC,2025,1,2025_01,51,1885.67,FALSE
Bag - Beach|UK|DTC|2025_02,Bag - Beach,UK,DTC,2025,2,2025_02,29,1149.74,FALSE
Bag - Beach|UK|DTC|2025_03,Bag - Beach,UK,DTC,2025,3,2025_03,134,5062.22,FALSE
Bag - Beach|UK|DTC|2025_04,Bag - Beach,UK,DTC,2025,4,2025_04,270,10319.43,FALSE
Bag - Beach|UK|DTC|2025_05,Bag - Beach,UK,DTC,2025,5,2025_05,409,14839.78,FALSE
Bag - Beach|UK|DTC|2025_06,Bag - Beach,UK,DTC,2025,6,2025_06,273,10030.34,FALSE
Bag - Beach|UK|DTC|2025_07,Bag - Beach,UK,DTC,2025,7,2025_07,160,5527.98,FALSE
Bag - Beach|UK|DTC|2025_08,Bag - Beach,UK,DTC,2025,8,2025_08,1,43.33,FALSE
Bag - Beach|UK|DTC|2025_09,Bag - Beach,UK,DTC,2025,9,2025_09,87,2898.92,FALSE
Bag - Beach|UK|DTC|2025_10,Bag - Beach,UK,DTC,2025,10,2025_10,101,3371.63,FALSE
Bag - Beach|UK|DTC|2025_11,Bag - Beach,UK,DTC,2025,11,2025_11,455,11591.82,FALSE
Bag - Beach|UK|DTC|2025_12,Bag - Beach,UK,DTC,2025,12,2025_12,126,3949.68,FALSE
Bag - Beach|UK|DTC|2026_01,Bag - Beach,UK,DTC,2026,1,2026_01,32,1163.43,FALSE
Bag - Beach|UK|DTC|2026_02,Bag - Beach,UK,DTC,2026,2,2026_02,47,1809.47,FALSE
Bag - Beach|UK|DTC|2026_03,Bag - Beach,UK,DTC,2026,3,2026_03,117,4245.17,FALSE
Bag - Beach|UK|DTC|2026_04,Bag - Beach,UK,DTC,2026,4,2026_04,111,4361.81,FALSE
Bag - Beach|UK|DTC|2026_05,Bag - Beach,UK,DTC,2026,5,2026_05,200,7387.3,FALSE
Bag - Beach|UK|DTC|2026_06,Bag - Beach,UK,DTC,2026,6,2026_06,157,5900.44,FALSE
Bag - Beach|UK|FBA|2024_05,Bag - Beach,UK,FBA,2024,5,2024_05,1,40.83,FALSE
Bag - Beach|UK|FBA|2024_06,Bag - Beach,UK,FBA,2024,6,2024_06,8,310.32,FALSE
Bag - Beach|UK|FBA|2024_07,Bag - Beach,UK,FBA,2024,7,2024_07,13,418.64,FALSE
Bag - Beach|UK|FBA|2024_08,Bag - Beach,UK,FBA,2024,8,2024_08,4,176.79,FALSE
Bag - Beach|UK|FBA|2024_09,Bag - Beach,UK,FBA,2024,9,2024_09,1,43.48,FALSE
Bag - Beach|UK|FBA|2024_11,Bag - Beach,UK,FBA,2024,11,2024_11,5,206.05,FALSE
Bag - Beach|UK|FBA|2025_01,Bag - Beach,UK,FBA,2025,1,2025_01,2,85.9,FALSE
Bag - Beach|UK|FBA|2025_02,Bag - Beach,UK,FBA,2025,2,2025_02,1,43.43,FALSE
Bag - Beach|UK|FBA|2025_03,Bag - Beach,UK,FBA,2025,3,2025_03,7,285.81,FALSE
Bag - Beach|UK|FBA|2025_04,Bag - Beach,UK,FBA,2025,4,2025_04,5,200.06,FALSE
Bag - Beach|UK|FBA|2025_05,Bag - Beach,UK,FBA,2025,5,2025_05,9,363.59,FALSE
Bag - Beach|UK|FBA|2025_06,Bag - Beach,UK,FBA,2025,6,2025_06,16,610.92,FALSE
Bag - Beach|UK|FBA|2025_07,Bag - Beach,UK,FBA,2025,7,2025_07,6,251.98,FALSE
Bag - Beach|UK|FBA|2025_09,Bag - Beach,UK,FBA,2025,9,2025_09,1,44.25,FALSE
Bag - Beach|UK|FBA|2025_10,Bag - Beach,UK,FBA,2025,10,2025_10,17,570.85,FALSE
Bag - Beach|UK|FBA|2025_11,Bag - Beach,UK,FBA,2025,11,2025_11,14,476.6,FALSE
Bag - Beach|UK|FBA|2025_12,Bag - Beach,UK,FBA,2025,12,2025_12,28,990.67,FALSE
Bag - Beach|UK|FBA|2026_01,Bag - Beach,UK,FBA,2026,1,2026_01,33,1142.96,FALSE
Bag - Beach|UK|FBA|2026_02,Bag - Beach,UK,FBA,2026,2,2026_02,14,532.58,FALSE
Bag - Beach|UK|FBA|2026_03,Bag - Beach,UK,FBA,2026,3,2026_03,12,495.08,FALSE
Bag - Beach|UK|FBA|2026_04,Bag - Beach,UK,FBA,2026,4,2026_04,21,833.9,FALSE
Bag - Beach|UK|FBA|2026_05,Bag - Beach,UK,FBA,2026,5,2026_05,44,1757.35,FALSE
Bag - Beach|UK|FBA|2026_06,Bag - Beach,UK,FBA,2026,6,2026_06,24,969.14,FALSE
Bag - Beach|US|B2B|2024_04,Bag - Beach,US,B2B,2024,4,2024_04,12,85.28,FALSE
Bag - Beach|US|B2B|2024_05,Bag - Beach,US,B2B,2024,5,2024_05,22,431.66,FALSE
Bag - Beach|US|B2B|2024_06,Bag - Beach,US,B2B,2024,6,2024_06,8,153.8,FALSE
Bag - Beach|US|B2B|2024_07,Bag - Beach,US,B2B,2024,7,2024_07,7,145.89,FALSE
Bag - Beach|US|B2B|2024_08,Bag - Beach,US,B2B,2024,8,2024_08,8,168.77,FALSE
Bag - Beach|US|B2B|2024_10,Bag - Beach,US,B2B,2024,10,2024_10,2,41.91,FALSE
Bag - Beach|US|B2B|2024_11,Bag - Beach,US,B2B,2024,11,2024_11,1,0,FALSE
Bag - Beach|US|B2B|2024_12,Bag - Beach,US,B2B,2024,12,2024_12,20,232.81,FALSE
Bag - Beach|US|B2B|2025_01,Bag - Beach,US,B2B,2025,1,2025_01,32,658.38,FALSE
Bag - Beach|US|B2B|2025_02,Bag - Beach,US,B2B,2025,2,2025_02,46,861.14,FALSE
Bag - Beach|US|B2B|2025_03,Bag - Beach,US,B2B,2025,3,2025_03,49,952.91,FALSE
Bag - Beach|US|B2B|2025_04,Bag - Beach,US,B2B,2025,4,2025_04,67,1127.23,FALSE
Bag - Beach|US|B2B|2025_05,Bag - Beach,US,B2B,2025,5,2025_05,62,1180.95,FALSE
Bag - Beach|US|B2B|2025_06,Bag - Beach,US,B2B,2025,6,2025_06,12,244.02,FALSE
Bag - Beach|US|B2B|2025_07,Bag - Beach,US,B2B,2025,7,2025_07,14,279.48,FALSE
Bag - Beach|US|B2B|2025_09,Bag - Beach,US,B2B,2025,9,2025_09,17,358.46,FALSE
Bag - Beach|US|B2B|2025_10,Bag - Beach,US,B2B,2025,10,2025_10,10,204.72,FALSE
Bag - Beach|US|B2B|2025_11,Bag - Beach,US,B2B,2025,11,2025_11,1,0,FALSE
Bag - Beach|US|B2B|2025_12,Bag - Beach,US,B2B,2025,12,2025_12,57,1021.39,FALSE
Bag - Beach|US|B2B|2026_01,Bag - Beach,US,B2B,2026,1,2026_01,8,163.72,FALSE
Bag - Beach|US|B2B|2026_02,Bag - Beach,US,B2B,2026,2,2026_02,21,407.56,FALSE
Bag - Beach|US|B2B|2026_03,Bag - Beach,US,B2B,2026,3,2026_03,118,2385,FALSE
Bag - Beach|US|B2B|2026_04,Bag - Beach,US,B2B,2026,4,2026_04,83,1206.84,FALSE
Bag - Beach|US|B2B|2026_05,Bag - Beach,US,B2B,2026,5,2026_05,20,402.99,FALSE
Bag - Beach|US|B2B|2026_06,Bag - Beach,US,B2B,2026,6,2026_06,36,726.52,FALSE
Bag - Beach|US|DTC|2024_04,Bag - Beach,US,DTC,2024,4,2024_04,6,240.73,FALSE
Bag - Beach|US|DTC|2024_05,Bag - Beach,US,DTC,2024,5,2024_05,12,433.29,FALSE
Bag - Beach|US|DTC|2024_06,Bag - Beach,US,DTC,2024,6,2024_06,12,405.85,FALSE
Bag - Beach|US|DTC|2024_07,Bag - Beach,US,DTC,2024,7,2024_07,14,473.45,FALSE
Bag - Beach|US|DTC|2024_08,Bag - Beach,US,DTC,2024,8,2024_08,4,146.2,FALSE
Bag - Beach|US|DTC|2024_09,Bag - Beach,US,DTC,2024,9,2024_09,4,134.87,FALSE
Bag - Beach|US|DTC|2024_11,Bag - Beach,US,DTC,2024,11,2024_11,4,109.51,FALSE
Bag - Beach|US|DTC|2024_12,Bag - Beach,US,DTC,2024,12,2024_12,13,391.94,FALSE
Bag - Beach|US|DTC|2025_01,Bag - Beach,US,DTC,2025,1,2025_01,5,183.61,FALSE
Bag - Beach|US|DTC|2025_02,Bag - Beach,US,DTC,2025,2,2025_02,8,215.84,FALSE
Bag - Beach|US|DTC|2025_03,Bag - Beach,US,DTC,2025,3,2025_03,16,631.11,FALSE
Bag - Beach|US|DTC|2025_04,Bag - Beach,US,DTC,2025,4,2025_04,41,1515.34,FALSE
Bag - Beach|US|DTC|2025_05,Bag - Beach,US,DTC,2025,5,2025_05,82,3047.97,FALSE
Bag - Beach|US|DTC|2025_06,Bag - Beach,US,DTC,2025,6,2025_06,21,810.22,FALSE
Bag - Beach|US|DTC|2025_07,Bag - Beach,US,DTC,2025,7,2025_07,26,981.87,FALSE
Bag - Beach|US|DTC|2025_08,Bag - Beach,US,DTC,2025,8,2025_08,11,436.99,FALSE
Bag - Beach|US|DTC|2025_09,Bag - Beach,US,DTC,2025,9,2025_09,9,262.74,FALSE
Bag - Beach|US|DTC|2025_10,Bag - Beach,US,DTC,2025,10,2025_10,7,268.69,FALSE
Bag - Beach|US|DTC|2025_11,Bag - Beach,US,DTC,2025,11,2025_11,31,932.98,FALSE
Bag - Beach|US|DTC|2025_12,Bag - Beach,US,DTC,2025,12,2025_12,94,3104.77,FALSE
Bag - Beach|US|DTC|2026_01,Bag - Beach,US,DTC,2026,1,2026_01,20,601.27,FALSE
Bag - Beach|US|DTC|2026_02,Bag - Beach,US,DTC,2026,2,2026_02,23,944.54,FALSE
Bag - Beach|US|DTC|2026_03,Bag - Beach,US,DTC,2026,3,2026_03,15,636.3,FALSE
Bag - Beach|US|DTC|2026_04,Bag - Beach,US,DTC,2026,4,2026_04,9,325.28,FALSE
Bag - Beach|US|DTC|2026_05,Bag - Beach,US,DTC,2026,5,2026_05,21,837.72,FALSE
Bag - Beach|US|DTC|2026_06,Bag - Beach,US,DTC,2026,6,2026_06,23,796.67,FALSE
Bag - Beach|US|FBA|2025_03,Bag - Beach,US,FBA,2025,3,2025_03,4,136.44,FALSE
Bag - Beach|US|FBA|2025_04,Bag - Beach,US,FBA,2025,4,2025_04,12,464.5,FALSE
Bag - Beach|US|FBA|2025_05,Bag - Beach,US,FBA,2025,5,2025_05,26,957.52,FALSE
Bag - Beach|US|FBA|2025_06,Bag - Beach,US,FBA,2025,6,2025_06,10,341.45,FALSE
Bag - Beach|US|FBA|2025_07,Bag - Beach,US,FBA,2025,7,2025_07,11,383.1,FALSE
Bag - Beach|US|FBA|2025_08,Bag - Beach,US,FBA,2025,8,2025_08,7,209.88,FALSE
Bag - Beach|US|FBA|2025_09,Bag - Beach,US,FBA,2025,9,2025_09,1,30.79,FALSE
Bag - Beach|US|FBA|2025_10,Bag - Beach,US,FBA,2025,10,2025_10,1,36.78,FALSE
Bag - Beach|US|FBA|2025_11,Bag - Beach,US,FBA,2025,11,2025_11,1,37.23,FALSE
Bag - Beach|US|FBA|2025_12,Bag - Beach,US,FBA,2025,12,2025_12,11,403.06,FALSE
Bag - Beach|US|FBA|2026_01,Bag - Beach,US,FBA,2026,1,2026_01,9,311.98,FALSE
Bag - Beach|US|FBA|2026_02,Bag - Beach,US,FBA,2026,2,2026_02,15,540.2,FALSE
Bag - Beach|US|FBA|2026_03,Bag - Beach,US,FBA,2026,3,2026_03,23,841.39,FALSE
Bag - Beach|US|FBA|2026_04,Bag - Beach,US,FBA,2026,4,2026_04,15,529.86,FALSE
Bag - Beach|US|FBA|2026_05,Bag - Beach,US,FBA,2026,5,2026_05,11,376.5,FALSE
Bag - Beach|US|FBA|2026_06,Bag - Beach,US,FBA,2026,6,2026_06,5,190.83,FALSE
Bag - Cooling|AU|DTC|2025_04,Bag - Cooling,AU,DTC,2025,4,2025_04,1,53.93,FALSE
Bag - Cooling|AU|DTC|2025_06,Bag - Cooling,AU,DTC,2025,6,2025_06,2,41.62,FALSE
Bag - Cooling|AU|DTC|2025_07,Bag - Cooling,AU,DTC,2025,7,2025_07,2,33.65,FALSE
Bag - Cooling|AU|DTC|2025_08,Bag - Cooling,AU,DTC,2025,8,2025_08,4,172.15,FALSE
Bag - Cooling|AU|DTC|2025_09,Bag - Cooling,AU,DTC,2025,9,2025_09,3,132.52,FALSE
Bag - Cooling|AU|DTC|2025_10,Bag - Cooling,AU,DTC,2025,10,2025_10,5,211.57,FALSE
Bag - Cooling|AU|DTC|2025_11,Bag - Cooling,AU,DTC,2025,11,2025_11,9,239.21,FALSE
Bag - Cooling|AU|DTC|2025_12,Bag - Cooling,AU,DTC,2025,12,2025_12,23,805.11,FALSE
Bag - Cooling|AU|DTC|2026_01,Bag - Cooling,AU,DTC,2026,1,2026_01,2,77.46,FALSE
Bag - Cooling|AU|DTC|2026_02,Bag - Cooling,AU,DTC,2026,2,2026_02,1,44.37,FALSE
Bag - Cooling|AU|DTC|2026_04,Bag - Cooling,AU,DTC,2026,4,2026_04,1,53.11,FALSE
Bag - Cooling|AU|DTC|2026_05,Bag - Cooling,AU,DTC,2026,5,2026_05,1,45.03,FALSE
Bag - Cooling|AU|DTC|2026_06,Bag - Cooling,AU,DTC,2026,6,2026_06,1,0,FALSE
Bag - Cooling|EU|B2B|2025_04,Bag - Cooling,EU,B2B,2025,4,2025_04,4,90.87,FALSE
Bag - Cooling|EU|B2B|2025_05,Bag - Cooling,EU,B2B,2025,5,2025_05,11,237.77,FALSE
Bag - Cooling|EU|B2B|2025_06,Bag - Cooling,EU,B2B,2025,6,2025_06,33,707.52,FALSE
Bag - Cooling|EU|B2B|2025_07,Bag - Cooling,EU,B2B,2025,7,2025_07,8,122.23,FALSE
Bag - Cooling|EU|B2B|2025_08,Bag - Cooling,EU,B2B,2025,8,2025_08,25,485.21,FALSE
Bag - Cooling|EU|B2B|2025_09,Bag - Cooling,EU,B2B,2025,9,2025_09,4,104.28,FALSE
Bag - Cooling|EU|B2B|2025_11,Bag - Cooling,EU,B2B,2025,11,2025_11,2,47.78,FALSE
Bag - Cooling|EU|B2B|2025_12,Bag - Cooling,EU,B2B,2025,12,2025_12,1,0,FALSE
Bag - Cooling|EU|B2B|2026_02,Bag - Cooling,EU,B2B,2026,2,2026_02,12,1168.53,FALSE
Bag - Cooling|EU|B2B|2026_03,Bag - Cooling,EU,B2B,2026,3,2026_03,16,373.52,FALSE
Bag - Cooling|EU|B2B|2026_04,Bag - Cooling,EU,B2B,2026,4,2026_04,9,221.47,FALSE
Bag - Cooling|EU|B2B|2026_05,Bag - Cooling,EU,B2B,2026,5,2026_05,6,147.31,FALSE
Bag - Cooling|EU|B2B|2026_06,Bag - Cooling,EU,B2B,2026,6,2026_06,6,146.61,FALSE
Bag - Cooling|EU|DTC|2025_05,Bag - Cooling,EU,DTC,2025,5,2025_05,5,216.49,FALSE
Bag - Cooling|EU|DTC|2025_06,Bag - Cooling,EU,DTC,2025,6,2025_06,12,463.06,FALSE
Bag - Cooling|EU|DTC|2025_07,Bag - Cooling,EU,DTC,2025,7,2025_07,7,268.31,FALSE
Bag - Cooling|EU|DTC|2025_08,Bag - Cooling,EU,DTC,2025,8,2025_08,2,79.14,FALSE
Bag - Cooling|EU|DTC|2025_09,Bag - Cooling,EU,DTC,2025,9,2025_09,4,107.89,FALSE
Bag - Cooling|EU|DTC|2025_10,Bag - Cooling,EU,DTC,2025,10,2025_10,1,34.73,FALSE
Bag - Cooling|EU|DTC|2025_11,Bag - Cooling,EU,DTC,2025,11,2025_11,7,230.37,FALSE
Bag - Cooling|EU|DTC|2025_12,Bag - Cooling,EU,DTC,2025,12,2025_12,3,113.52,FALSE
Bag - Cooling|EU|DTC|2026_01,Bag - Cooling,EU,DTC,2026,1,2026_01,1,34.01,FALSE
Bag - Cooling|EU|DTC|2026_02,Bag - Cooling,EU,DTC,2026,2,2026_02,1,41.11,FALSE
Bag - Cooling|EU|DTC|2026_03,Bag - Cooling,EU,DTC,2026,3,2026_03,4,148.84,FALSE
Bag - Cooling|EU|DTC|2026_04,Bag - Cooling,EU,DTC,2026,4,2026_04,4,188.53,FALSE
Bag - Cooling|EU|DTC|2026_05,Bag - Cooling,EU,DTC,2026,5,2026_05,5,216.58,FALSE
Bag - Cooling|EU|DTC|2026_06,Bag - Cooling,EU,DTC,2026,6,2026_06,10,431.44,FALSE
Bag - Cooling|UK|B2B|2025_04,Bag - Cooling,UK,B2B,2025,4,2025_04,10,214,FALSE
Bag - Cooling|UK|B2B|2025_05,Bag - Cooling,UK,B2B,2025,5,2025_05,18,428.39,FALSE
Bag - Cooling|UK|B2B|2025_06,Bag - Cooling,UK,B2B,2025,6,2025_06,1,22.91,FALSE
Bag - Cooling|UK|B2B|2025_08,Bag - Cooling,UK,B2B,2025,8,2025_08,20,458.2,FALSE
Bag - Cooling|UK|B2B|2026_01,Bag - Cooling,UK,B2B,2026,1,2026_01,8,188.44,FALSE
Bag - Cooling|UK|B2B|2026_02,Bag - Cooling,UK,B2B,2026,2,2026_02,2,2021.85,FALSE
Bag - Cooling|UK|B2B|2026_03,Bag - Cooling,UK,B2B,2026,3,2026_03,46,1102.5,FALSE
Bag - Cooling|UK|B2B|2026_04,Bag - Cooling,UK,B2B,2026,4,2026_04,18,437.5,FALSE
Bag - Cooling|UK|B2B|2026_05,Bag - Cooling,UK,B2B,2026,5,2026_05,32,594.46,FALSE
Bag - Cooling|UK|B2B|2026_06,Bag - Cooling,UK,B2B,2026,6,2026_06,92,2300,FALSE
Bag - Cooling|UK|DTC|2025_03,Bag - Cooling,UK,DTC,2025,3,2025_03,11,463.54,FALSE
Bag - Cooling|UK|DTC|2025_04,Bag - Cooling,UK,DTC,2025,4,2025_04,90,3776.55,FALSE
Bag - Cooling|UK|DTC|2025_05,Bag - Cooling,UK,DTC,2025,5,2025_05,108,4176.92,FALSE
