SKU,uk_rt,MERGE_pricing,cost,inventory_us_nongrs,inventory_uk_nongrs,size_long
COOLING-STRIPE-BLACK,20.00,[TEST-RT]20[TEST-RT-SP][TEST-SHP-PRICE]20[TEST-SHP-COMPARE][US-RT]25[US-RT-SP][US-WS]12.5[US-WS-SP][US-AMZ]24.99[US-AMZ-SP]24.99[US-SHP-PRICE]25[US-SHP-COMPARE][USWS-SHP-PRICE]12.5[USWS-SHP-COMPARE][CA-RT]28[CA-RT-SP]14[CA-WS]12.5[CA-WS-SP][CA-AMZ]27.99[CA-AMZ-SP]27.99[CA-SHP-PRICE]14[CA-SHP-COMPARE]28[CAWS-SHP-PRICE]8.33[CAWS-SHP-COMPARE][UK-RT]20[UK-RT-SP][UK-WS]8.33[UK-WS-SP][UK-AMZ]19.99[UK-AMZ-SP]19.99[UK-SHP-PRICE]20[UK-SHP-COMPARE][UKWS-SHP-PRICE]8.33[UKWS-SHP-COMPARE][AU-RT]35[AU-RT-SP][AU-WS]15.9[AU-WS-SP][AU-AMZ]34.99[AU-AMZ-SP]34.99[AU-SHP-PRICE]35[AU-SHP-COMPARE][EU-RT]22[EU-RT-SP][EU-WS]9.16[EU-WS-SP]11.5[EU-AMZ]21.99[EU-AMZ-SP]21.99[EU-SHP-PRICE]22[EU-SHP-COMPARE][EUWS-SHP-PRICE]9.16[EUWS-SHP-COMPARE][PL-RT]99[AE-RT]100[AE-RT-SP]80[AE-SHP-PRICE]80[AE-SHP-COMPARE]100[COST]3.82[COST-NEXT]3.82[TAX-UK]TRUE[UK-NEXT]20[UKWS-NEXT]8.33[EU-NEXT]23[EUWS-NEXT]9.583333333333334[US-NEXT]25[USWS-NEXT][AU-NEXT]35[DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],3.820,0,0,One Size (69x33cm)
COOLING-STRIPE-BLUE,20.00,[TEST-RT]20[TEST-RT-SP][TEST-SHP-PRICE]20[TEST-SHP-COMPARE][US-RT]25[US-RT-SP][US-WS]12.5[US-WS-SP][US-AMZ]24.99[US-AMZ-SP]24.99[US-SHP-PRICE]25[US-SHP-COMPARE][USWS-SHP-PRICE]12.5[USWS-SHP-COMPARE][CA-RT]28[CA-RT-SP]14[CA-WS]12.5[CA-WS-SP][CA-AMZ]27.99[CA-AMZ-SP]27.99[CA-SHP-PRICE]14[CA-SHP-COMPARE]28[CAWS-SHP-PRICE]8.33[CAWS-SHP-COMPARE][UK-RT]20[UK-RT-SP][UK-WS]8.33[UK-WS-SP][UK-AMZ]19.99[UK-AMZ-SP]19.99[UK-SHP-PRICE]20[UK-SHP-COMPARE][UKWS-SHP-PRICE]8.33[UKWS-SHP-COMPARE][AU-RT]35[AU-RT-SP][AU-WS]15.9[AU-WS-SP][AU-AMZ]34.99[AU-AMZ-SP]34.99[AU-SHP-PRICE]35[AU-SHP-COMPARE][EU-RT]22[EU-RT-SP][EU-WS]9.16[EU-WS-SP]11.5[EU-AMZ]21.99[EU-AMZ-SP]21.99[EU-SHP-PRICE]22[EU-SHP-COMPARE][EUWS-SHP-PRICE]9.16[EUWS-SHP-COMPARE][PL-RT]99[AE-RT]100[AE-RT-SP]80[AE-SHP-PRICE]80[AE-SHP-COMPARE]100[COST]3.82[COST-NEXT]3.82[TAX-UK]TRUE[UK-NEXT]20[UKWS-NEXT]8.33[EU-NEXT]23[EUWS-NEXT]9.583333333333334[US-NEXT]25[USWS-NEXT][AU-NEXT]35[DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],3.820,0,0,One Size (69x33cm)
COOLING-STRIPE-GREEN,20.00,[TEST-RT]20[TEST-RT-SP][TEST-SHP-PRICE]20[TEST-SHP-COMPARE][US-RT]25[US-RT-SP][US-WS]12.5[US-WS-SP][US-AMZ]24.99[US-AMZ-SP]24.99[US-SHP-PRICE]25[US-SHP-COMPARE][USWS-SHP-PRICE]12.5[USWS-SHP-COMPARE][CA-RT]28[CA-RT-SP]14[CA-WS]12.5[CA-WS-SP][CA-AMZ]27.99[CA-AMZ-SP]27.99[CA-SHP-PRICE]14[CA-SHP-COMPARE]28[CAWS-SHP-PRICE]8.33[CAWS-SHP-COMPARE][UK-RT]20[UK-RT-SP][UK-WS]8.33[UK-WS-SP][UK-AMZ]19.99[UK-AMZ-SP]19.99[UK-SHP-PRICE]20[UK-SHP-COMPARE][UKWS-SHP-PRICE]8.33[UKWS-SHP-COMPARE][AU-RT]35[AU-RT-SP][AU-WS]15.9[AU-WS-SP][AU-AMZ]34.99[AU-AMZ-SP]34.99[AU-SHP-PRICE]35[AU-SHP-COMPARE][EU-RT]22[EU-RT-SP][EU-WS]9.16[EU-WS-SP]11.5[EU-AMZ]21.99[EU-AMZ-SP]21.99[EU-SHP-PRICE]22[EU-SHP-COMPARE][EUWS-SHP-PRICE]9.16[EUWS-SHP-COMPARE][PL-RT]99[AE-RT]100[AE-RT-SP]80[AE-SHP-PRICE]80[AE-SHP-COMPARE]100[COST]3.82[COST-NEXT]3.82[TAX-UK]TRUE[UK-NEXT]20[UKWS-NEXT]8.33[EU-NEXT]23[EUWS-NEXT]9.583333333333334[US-NEXT]25[USWS-NEXT][AU-NEXT]35[DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],3.820,0,0,One Size (69x33cm)
COOLING-STRIPE-LIGHT-GREY,20.00,[TEST-RT]20[TEST-RT-SP][TEST-SHP-PRICE]20[TEST-SHP-COMPARE][US-RT]25[US-RT-SP][US-WS]12.5[US-WS-SP][US-AMZ]24.99[US-AMZ-SP]24.99[US-SHP-PRICE]25[US-SHP-COMPARE][USWS-SHP-PRICE]12.5[USWS-SHP-COMPARE][CA-RT]28[CA-RT-SP]14[CA-WS]12.5[CA-WS-SP][CA-AMZ]27.99[CA-AMZ-SP]27.99[CA-SHP-PRICE]14[CA-SHP-COMPARE]28[CAWS-SHP-PRICE]8.33[CAWS-SHP-COMPARE][UK-RT]20[UK-RT-SP][UK-WS]8.33[UK-WS-SP][UK-AMZ]19.99[UK-AMZ-SP]19.99[UK-SHP-PRICE]20[UK-SHP-COMPARE][UKWS-SHP-PRICE]8.33[UKWS-SHP-COMPARE][AU-RT]35[AU-RT-SP][AU-WS]15.9[AU-WS-SP][AU-AMZ]34.99[AU-AMZ-SP]34.99[AU-SHP-PRICE]35[AU-SHP-COMPARE][EU-RT]22[EU-RT-SP][EU-WS]9.16[EU-WS-SP]11.5[EU-AMZ]21.99[EU-AMZ-SP]21.99[EU-SHP-PRICE]22[EU-SHP-COMPARE][EUWS-SHP-PRICE]9.16[EUWS-SHP-COMPARE][PL-RT]99[AE-RT]100[AE-RT-SP]80[AE-SHP-PRICE]80[AE-SHP-COMPARE]100[COST]3.82[COST-NEXT]3.82[TAX-UK]TRUE[UK-NEXT]20[UKWS-NEXT]8.33[EU-NEXT]23[EUWS-NEXT]9.583333333333334[US-NEXT]25[USWS-NEXT][AU-NEXT]35[DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],3.820,0,0,One Size (69x33cm)
COOLING-STRIPE-PINK,20.00,[TEST-RT]20[TEST-RT-SP][TEST-SHP-PRICE]20[TEST-SHP-COMPARE][US-RT]25[US-RT-SP][US-WS]12.5[US-WS-SP][US-AMZ]24.99[US-AMZ-SP]24.99[US-SHP-PRICE]25[US-SHP-COMPARE][USWS-SHP-PRICE]12.5[USWS-SHP-COMPARE][CA-RT]28[CA-RT-SP]14[CA-WS]12.5[CA-WS-SP][CA-AMZ]27.99[CA-AMZ-SP]27.99[CA-SHP-PRICE]14[CA-SHP-COMPARE]28[CAWS-SHP-PRICE]8.33[CAWS-SHP-COMPARE][UK-RT]20[UK-RT-SP][UK-WS]8.33[UK-WS-SP][UK-AMZ]19.99[UK-AMZ-SP]19.99[UK-SHP-PRICE]20[UK-SHP-COMPARE][UKWS-SHP-PRICE]8.33[UKWS-SHP-COMPARE][AU-RT]35[AU-RT-SP][AU-WS]15.9[AU-WS-SP][AU-AMZ]34.99[AU-AMZ-SP]34.99[AU-SHP-PRICE]35[AU-SHP-COMPARE][EU-RT]22[EU-RT-SP][EU-WS]9.16[EU-WS-SP]11.5[EU-AMZ]21.99[EU-AMZ-SP]21.99[EU-SHP-PRICE]22[EU-SHP-COMPARE][EUWS-SHP-PRICE]9.16[EUWS-SHP-COMPARE][PL-RT]99[AE-RT]100[AE-RT-SP]80[AE-SHP-PRICE]80[AE-SHP-COMPARE]100[COST]3.82[COST-NEXT]3.82[TAX-UK]TRUE[UK-NEXT]20[UKWS-NEXT]8.33[EU-NEXT]23[EUWS-NEXT]9.583333333333334[US-NEXT]25[USWS-NEXT][AU-NEXT]35[DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],3.820,0,0,One Size (69x33cm)
COOLING-STRIPE-PURPLE,20.00,[TEST-RT]20[TEST-RT-SP][TEST-SHP-PRICE]20[TEST-SHP-COMPARE][US-RT]25[US-RT-SP][US-WS]12.5[US-WS-SP][US-AMZ]24.99[US-AMZ-SP]24.99[US-SHP-PRICE]25[US-SHP-COMPARE][USWS-SHP-PRICE]12.5[USWS-SHP-COMPARE][CA-RT]28[CA-RT-SP]14[CA-WS]12.5[CA-WS-SP][CA-AMZ]27.99[CA-AMZ-SP]27.99[CA-SHP-PRICE]14[CA-SHP-COMPARE]28[CAWS-SHP-PRICE]8.33[CAWS-SHP-COMPARE][UK-RT]20[UK-RT-SP][UK-WS]8.33[UK-WS-SP][UK-AMZ]19.99[UK-AMZ-SP]19.99[UK-SHP-PRICE]20[UK-SHP-COMPARE][UKWS-SHP-PRICE]8.33[UKWS-SHP-COMPARE][AU-RT]35[AU-RT-SP][AU-WS]15.9[AU-WS-SP][AU-AMZ]34.99[AU-AMZ-SP]34.99[AU-SHP-PRICE]35[AU-SHP-COMPARE][EU-RT]22[EU-RT-SP][EU-WS]9.16[EU-WS-SP]11.5[EU-AMZ]21.99[EU-AMZ-SP]21.99[EU-SHP-PRICE]22[EU-SHP-COMPARE][EUWS-SHP-PRICE]9.16[EUWS-SHP-COMPARE][PL-RT]99[AE-RT]100[AE-RT-SP]80[AE-SHP-PRICE]80[AE-SHP-COMPARE]100[COST]3.82[COST-NEXT]3.82[TAX-UK]TRUE[UK-NEXT]20[UKWS-NEXT]8.33[EU-NEXT]23[EUWS-NEXT]9.583333333333334[US-NEXT]25[USWS-NEXT][AU-NEXT]35[DISCOUNT_FINAL]((AU))0((UK))0((US))0((EU))0((TEST))0(())[],3.820,0,0,One Size (69x33cm)
COOLING-STRIPE-RED,20.00,[TEST-RT]20[TEST-RT-SP][TEST-SHP-PRICE]20[TEST-SHP-COMPARE][US-RT]25[US-RT-SP]5[US-WS]12.5[US-WS-SP][US-AMZ]24.99[US-AMZ-SP]24.99[US-SHP-PRICE]5[US-SHP-COMPARE]25[USWS-SHP-PRICE]12.5[USWS-SHP-COMPARE][CA-RT]28[CA-RT-SP]14[CA-WS]12.5[CA-WS-SP][CA-AMZ]27.99[CA-AMZ-SP]27.99[CA-SHP-PRICE]14[CA-SHP-COMPARE]28[CAWS-SHP-PRICE]8.33[CAWS-SHP-COMPARE][UK-RT]20[UK-RT-SP][UK-WS]8.33[UK-WS-SP][UK-AMZ]19.99[UK-AMZ-SP]19.99[UK-SHP-PRICE]20[UK-SHP-COMPARE][UKWS-SHP-PRICE]8.33[UKWS-SHP-COMPARE][AU-RT]35[AU-RT-SP][AU-WS]15.9[AU-WS-SP][AU-AMZ]34.99[AU-AMZ-SP]34.99[AU-SHP-PRICE]35[AU-SHP-COMPARE][EU-RT]22[EU-RT-SP][EU-WS]9.16[EU-WS-SP]11.5[EU-AMZ]21.99[EU-AMZ-SP]21.99[EU-SHP-PRICE]22[EU-SHP-COMPARE][EUWS-SHP-PRICE]9.16[EUWS-SHP-COMPARE][PL-RT]99[AE-RT]100[AE-RT-SP]80[AE-SHP-PRICE]80[AE-SHP-COMPARE]100[COST]3.82[COST-NEXT]3.82[TAX-UK]TRUE[UK-NEXT]20[UKWS-NEXT]8.33[EU-NEXT]23[EUWS-NEXT]9.583333333333334[US-NEXT]25[USWS-NEXT][AU-NEXT]35[DISCOUNT_FINAL]((AU))0((UK))0((US))0.8((EU))0((TEST))0(())[],3.820,0,0,One Size (69x33cm)
COOLING-STRIPE-YELLOW,20.00,[TEST-RT]20[TEST-RT-SP][TEST-SHP-PRICE]20[TEST-SHP-COMPARE][US-RT]25[US-RT-SP]5[US-WS]12.5[US-WS-SP][US-AMZ]24.99[US-AMZ-SP]24.99[US-SHP-PRICE]5[US-SHP-COMPARE]25[USWS-SHP-PRICE]12.5[USWS-SHP-COMPARE][CA-RT]28[CA-RT-SP]14[CA-WS]12.5[CA-WS-SP][CA-AMZ]27.99[CA-AMZ-SP]27.99[CA-SHP-PRICE]14[CA-SHP-COMPARE]28[CAWS-SHP-PRICE]8.33[CAWS-SHP-COMPARE][UK-RT]20[UK-RT-SP][UK-WS]8.33[UK-WS-SP][UK-AMZ]19.99[UK-AMZ-SP]19.99[UK-SHP-PRICE]20[UK-SHP-COMPARE][UKWS-SHP-PRICE]8.33[UKWS-SHP-COMPARE][AU-RT]35[AU-RT-SP][AU-WS]15.9[AU-WS-SP][AU-AMZ]34.99[AU-AMZ-SP]34.99[AU-SHP-PRICE]35[AU-SHP-COMPARE][EU-RT]22[EU-RT-SP][EU-WS]9.16[EU-WS-SP]11.5[EU-AMZ]21.99[EU-AMZ-SP]21.99[EU-SHP-PRICE]22[EU-SHP-COMPARE][EUWS-SHP-PRICE]9.16[EUWS-SHP-COMPARE][PL-RT]99[AE-RT]100[AE-RT-SP]80[AE-SHP-PRICE]80[AE-SHP-COMPARE]100[COST]3.82[COST-NEXT]3.82[TAX-UK]TRUE[UK-NEXT]20[UKWS-NEXT]8.33[EU-NEXT]23[EUWS-NEXT]9.583333333333334[US-NEXT]25[USWS-NEXT][AU-NEXT]35[DISCOUNT_FINAL]((AU))0((UK))0((US))0.8((EU))0((TEST))0(())[],3.820,0,0,One Size (69x33cm)
CROSSDOCK-1,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP][AE-SHP-PRICE][AE-SHP-COMPARE][COST]0[COST-NEXT]0[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))((UK))((US))((EU))((TEST))(())[],0.000,0,0,Extra Large (40x30cm)
CROSSDOCK-2,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP][AE-SHP-PRICE][AE-SHP-COMPARE][COST]0[COST-NEXT]0[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))((UK))((US))((EU))((TEST))(())[],0.000,0,0,Extra Large (40x30cm)
CROSSDOCK-3,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP][AE-SHP-PRICE][AE-SHP-COMPARE][COST]0[COST-NEXT]0[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))((UK))((US))((EU))((TEST))(())[],0.000,0,0,Extra Large (40x30cm)
CROSSDOCK-4,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP][AE-SHP-PRICE][AE-SHP-COMPARE][COST]0[COST-NEXT]0[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))((UK))((US))((EU))((TEST))(())[],0.000,0,0,Extra Large (40x30cm)
CROSSDOCK-5,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP][AE-SHP-PRICE][AE-SHP-COMPARE][COST]0[COST-NEXT]0[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))((UK))((US))((EU))((TEST))(())[],0.000,0,0,Extra Large (40x30cm)
CROSSDOCK-6,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP][AE-SHP-PRICE][AE-SHP-COMPARE][COST]0[COST-NEXT]0[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))((UK))((US))((EU))((TEST))(())[],0.000,0,0,Extra Large (40x30cm)
CROSSDOCK-7,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP][AE-SHP-PRICE][AE-SHP-COMPARE][COST]0[COST-NEXT]0[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))((UK))((US))((EU))((TEST))(())[],0.000,0,0,Extra Large (40x30cm)
CROSSDOCK-8,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP][AE-SHP-PRICE][AE-SHP-COMPARE][COST]0[COST-NEXT]0[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))((UK))((US))((EU))((TEST))(())[],0.000,0,0,Extra Large (40x30cm)
CROSSDOCK-9,,[TEST-RT][TEST-RT-SP][TEST-SHP-PRICE][TEST-SHP-COMPARE][US-RT][US-RT-SP][US-WS]0[US-WS-SP][US-AMZ]100[US-AMZ-SP]100[US-SHP-PRICE][US-SHP-COMPARE][USWS-SHP-PRICE]0[USWS-SHP-COMPARE][CA-RT][CA-RT-SP][CA-WS]0[CA-WS-SP][CA-AMZ]100[CA-AMZ-SP]100[CA-SHP-PRICE][CA-SHP-COMPARE][CAWS-SHP-PRICE]0[CAWS-SHP-COMPARE][UK-RT][UK-RT-SP][UK-WS]0[UK-WS-SP][UK-AMZ]100[UK-AMZ-SP]100[UK-SHP-PRICE][UK-SHP-COMPARE][UKWS-SHP-PRICE]0[UKWS-SHP-COMPARE][AU-RT][AU-RT-SP][AU-WS]0[AU-WS-SP][AU-AMZ]100[AU-AMZ-SP]100[AU-SHP-PRICE][AU-SHP-COMPARE][EU-RT][EU-RT-SP][EU-WS]0[EU-WS-SP][EU-AMZ]100[EU-AMZ-SP]100[EU-SHP-PRICE][EU-SHP-COMPARE][EUWS-SHP-PRICE]0[EUWS-SHP-COMPARE][PL-RT]0[AE-RT][AE-RT-SP][AE-SHP-PRICE][AE-SHP-COMPARE][COST]0[COST-NEXT]0[TAX-UK]TRUE[UK-NEXT][UKWS-NEXT]0[EU-NEXT][EUWS-NEXT]0[US-NEXT][USWS-NEXT][AU-NEXT][DISCOUNT_FINAL]((AU))((UK))((US))((EU))((TEST))(())[],0.000,0,0,Extra Large (40x30cm)
