Month,Action,Result,Branch,BranchId,Reference,CustomerOrderNo,Company,Stage,DispatchDate,InvoiceDateSet,Total,Currency
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49763,,,Dispatched,2026-08-27,2026-08-27,91.8001,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49762,,,Dispatched,2026-08-27,2026-08-27,49.2857,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49761,,,Dispatched,2026-08-27,2026-08-27,17.1429,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49760,,,Dispatched,2026-08-27,2026-08-27,43.6287,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49759,,,Dispatched,2026-08-27,2026-08-27,18.8571,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49756,,,Dispatched,2026-08-27,2026-08-27,42.4286,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49755,,,Dispatched,2026-08-27,2026-08-27,135.2487,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49754,,,Dispatched,2026-08-27,2026-08-27,83.6493,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49753,,,Dispatched,2026-08-27,2026-08-27,56.4,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49752,,,Dispatched,2026-08-27,2026-08-27,144.7545,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49751,,,Dispatched,2026-08-27,2026-08-27,129.6001,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49750,,,Dispatched,2026-08-27,2026-08-27,72.1714,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49749,,,Dispatched,2026-08-27,2026-08-27,17.1429,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49748,,,Dispatched,2026-08-27,2026-08-27,33.4287,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49746,,,Dispatched,2026-08-27,2026-08-27,62.5716,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49745,,,Dispatched,2026-08-27,2026-08-27,0,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49744,,,Dispatched,2026-08-27,2026-08-27,91.2858,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49743,,,Dispatched,2026-08-27,2026-08-27,27.6,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49742,,,Dispatched,2026-08-27,2026-08-27,77.1429,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49741,,,Dispatched,2026-08-27,2026-08-27,27.6,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49740,,,Dispatched,2026-08-27,2026-08-27,36.8571,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49739,,,Dispatched,2026-08-27,2026-08-27,17.1429,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49738,,,Dispatched,2026-08-27,2026-08-27,120.1716,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49735,,,Dispatched,2026-08-27,2026-08-27,78.8487,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49734,,,Dispatched,2026-08-27,2026-08-27,35.5714,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49733,,,Dispatched,2026-08-26,2026-08-26,27.8073,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49732,,,Dispatched,2026-08-26,2026-08-26,0,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49731,,,Dispatched,2026-08-31,2026-08-31,100.3584,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49730,,,Dispatched,2026-08-26,2026-08-26,67.4219,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49729,,,Dispatched,2026-08-26,2026-08-26,33.3687,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49727,,,Dispatched,2026-08-26,2026-08-26,27.5506,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49726,,,Dispatched,2026-08-26,2026-08-26,49.6081,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49725,,,Dispatched,2026-08-26,2026-08-26,169.2993,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49724,,,Dispatched,2026-08-26,2026-08-26,58.1813,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49723,,,Dispatched,2026-08-26,2026-08-26,66.0958,EUR
2026-08,UPDATE,ok,Amazon AU,16289,249-7508025-2465401,,Amazon Seller _AU,Dispatched,2026-08-26,2026-08-26,29.92,AUD
2026-08,UPDATE,ok,Amazon AU,16289,503-0309242-1048668,,Amazon Seller _AU,Dispatched,2026-08-27,2026-08-27,12.67,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49722,,,Dispatched,2026-08-26,2026-08-26,43.3795,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49721,,,Dispatched,2026-08-26,2026-08-26,61.7578,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49720,,,Dispatched,2026-08-26,2026-08-26,69.4754,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49718,,,Dispatched,2026-08-26,2026-08-26,88.7265,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49717,,,Dispatched,2026-08-26,2026-08-26,33.3687,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49716,,,Dispatched,2026-08-26,2026-08-26,33.3687,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49715,,,Dispatched,2026-08-26,2026-08-26,31.6575,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49713,,,Dispatched,2026-08-26,2026-08-26,68.4401,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49712,,,Dispatched,2026-08-26,2026-08-26,69.809,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49711,,,Dispatched,2026-08-26,2026-08-26,108.8335,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49710,,,Dispatched,2026-08-26,2026-08-26,141.6032,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49709,,,Dispatched,2026-08-27,2026-08-27,107.7342,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49708,,,Dispatched,2026-08-26,2026-08-26,67.9352,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49707,,Diana Steib,Dispatched,2026-08-26,2026-08-26,87.272,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49706,,,Dispatched,2026-08-26,2026-08-26,29.9463,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49705,,,Dispatched,2026-08-26,2026-08-26,44.4916,EUR
2026-08,UPDATE,ok,Amazon AU,16289,250-6161842-9617464,,Amazon Seller _AU,Dispatched,2026-08-26,2026-08-26,54.86,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49703,,,Dispatched,2026-08-26,2026-08-26,42.6949,EUR
2026-08,UPDATE,ok,Amazon AU,16289,250-1645974-9521455,,Amazon Seller _AU,Dispatched,2026-08-26,2026-08-26,16.8,AUD
2026-08,UPDATE,ok,Amazon AU,16289,249-0516468-6761448,,Amazon Seller _AU,Dispatched,2026-08-26,2026-08-26,97.83,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49700,,,Dispatched,2026-08-26,2026-08-26,28.663,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49698,,,Dispatched,2026-08-26,2026-08-26,33.3687,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49697,,EAST CORK DAIRY SERVICES,Dispatched,2026-08-26,2026-08-26,55.6146,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49696,,CTP GmbH,Dispatched,2026-08-26,2026-08-26,65.8821,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49694,,,Dispatched,2026-08-26,2026-08-26,57.2319,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49693,,,Dispatched,2026-08-26,2026-08-26,52.2779,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49692,,,Dispatched,2026-08-26,2026-08-26,50.481,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49691,,,Dispatched,2026-08-26,2026-08-26,15.0588,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49690,,,Dispatched,2026-08-26,2026-08-26,35.9356,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,405-0046715-8884320,,Amazon Seller IT,Dispatched,2026-08-27,2026-08-27,44.5543,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49689,,,Dispatched,2026-08-26,2026-08-26,30.0319,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49688,,,Dispatched,2026-08-26,2026-08-26,33.8821,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49687,,,Dispatched,2026-08-26,2026-08-26,50.8233,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49686,,,Dispatched,2026-08-26,2026-08-26,33.3689,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49685,,,Dispatched,2026-08-26,2026-08-26,146.7288,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49684,,,Dispatched,2026-08-26,2026-08-26,55.1016,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49683,,,Dispatched,2026-08-26,2026-08-26,49.1121,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49682,,,Dispatched,2026-08-26,2026-08-26,180.2771,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49681,,,Dispatched,2026-08-26,2026-08-26,42.7804,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49680,,,Dispatched,2026-08-26,2026-08-26,72.9836,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49679,,,Dispatched,2026-08-26,2026-08-26,76.6541,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49678,,,Dispatched,2026-08-26,2026-08-26,47.914,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49677,,,Dispatched,2026-08-26,2026-08-26,155.7212,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49676,,,Dispatched,2026-08-26,2026-08-26,59.5504,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49675,,,Dispatched,2026-08-26,2026-08-26,42.2586,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49674,,,Dispatched,2026-08-27,2026-08-27,75.9428,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49672,,,Dispatched,2026-08-26,2026-08-26,65.0264,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49671,,,Dispatched,2026-08-26,2026-08-26,66.0959,EUR
2026-08,UPDATE,ok,Amazon AU,16289,249-5529878-0774243,,Amazon Seller _AU,Dispatched,2026-08-25,2026-08-25,34.09,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49670,,,Dispatched,2026-08-26,2026-08-26,28.663,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49669,,Philippine Consulate General,Dispatched,2026-08-26,2026-08-26,15.0588,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49668,,,Dispatched,2026-08-26,2026-08-26,0.0012,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49667,,,Dispatched,2026-08-26,2026-08-26,0,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49666,,,Dispatched,2026-08-26,2026-08-26,33.3689,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49664,,,Dispatched,2026-08-26,2026-08-26,190.1596,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49663,,,Dispatched,2026-08-26,2026-08-26,33.3687,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49662,,,Dispatched,2026-08-26,2026-08-26,65.4542,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49661,,,Dispatched,2026-08-26,2026-08-26,29.9464,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49660,,,Dispatched,2026-08-26,2026-08-26,113.839,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49659,,,Dispatched,2026-08-26,2026-08-26,75.0372,EUR
2026-08,UPDATE,ok,Amazon AU,16289,250-2053019-1654218,,Amazon Seller _AU,Dispatched,2026-08-26,2026-08-26,37.8,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49658,,,Dispatched,2026-08-26,2026-08-26,76.2349,EUR
2026-08,UPDATE,ok,Amazon AU,16289,503-5158846-7180621,,Amazon Seller _AU,Dispatched,2026-08-26,2026-08-26,34.13,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49657,,,Dispatched,2026-08-26,2026-08-26,46.7164,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49656,,,Dispatched,2026-08-26,2026-08-26,61.3473,EUR
2026-08,UPDATE,ok,Amazon AU,16289,249-9540726-1745467,,Amazon Seller _AU,Dispatched,2026-08-26,2026-08-26,15.96,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49655,,,Dispatched,2026-08-26,2026-08-26,161.8641,EUR
2026-08,UPDATE,ok,Amazon AU,16289,250-7561204-6052623,,Amazon Seller _AU,Dispatched,2026-08-26,2026-08-26,34.13,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49653,,Deutsche Bank,Dispatched,2026-08-26,2026-08-26,45.3474,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49652,,,Dispatched,2026-08-26,2026-08-26,17.1122,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49650,,,Dispatched,2026-08-25,2026-08-25,71.018,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49649,,,Dispatched,2026-08-25,2026-08-25,27.038,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49648,,,Dispatched,2026-08-25,2026-08-25,29.9474,EUR
2026-08,UPDATE,ok,Amazon AU,16289,503-5492458-9022247,,Amazon Seller _AU,Dispatched,2026-08-25,2026-08-25,13.63,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49647,,,Dispatched,2026-08-25,2026-08-25,42.431,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49646,,,Dispatched,2026-08-27,2026-08-27,138.6859,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49645,,,Dispatched,2026-08-25,2026-08-25,104.7301,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49644,,,Dispatched,2026-08-25,2026-08-25,0.0001,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49642,,,Dispatched,2026-08-25,2026-08-25,0.0002,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49641,,,Dispatched,2026-08-25,2026-08-25,0.0001,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49640,,,Dispatched,2026-08-27,2026-08-27,87.0002,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49639,,,Dispatched,2026-08-25,2026-08-25,57.3275,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49638,,,Dispatched,2026-08-25,2026-08-25,56.6432,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49637,,,Dispatched,2026-08-25,2026-08-25,42.7818,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49636,,,Dispatched,2026-08-25,2026-08-25,52.6132,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EUWS-3302,,Flexidade,Dispatched,2026-08-26,2026-08-26,0,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49635,,,Dispatched,2026-08-25,2026-08-25,77.8631,EUR
2026-08,UPDATE,ok,Amazon AU,16289,503-4298740-1068661,,Amazon Seller _AU,Dispatched,2026-08-26,2026-08-26,12.6,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49634,,,Dispatched,2026-08-25,2026-08-25,51.4238,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49633,,,Dispatched,2026-08-25,2026-08-25,104.6444,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49632,,,Dispatched,2026-08-27,2026-08-27,131.3144,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49631,,,Dispatched,2026-08-25,2026-08-25,39.3593,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49630,,,Dispatched,2026-08-25,2026-08-25,130.0563,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49629,,,Dispatched,2026-08-25,2026-08-25,39.4448,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49628,,,Dispatched,2026-08-25,2026-08-25,130.5703,EUR
2026-08,UPDATE,ok,Amazon AU,16289,250-9803231-7295862,,Amazon Seller _AU,Dispatched,2026-08-25,2026-08-25,63.98,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49626,,,Dispatched,2026-08-25,2026-08-25,53.0496,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49625,,,Dispatched,2026-08-25,2026-08-25,98.8259,EUR
2026-08,UPDATE,ok,Amazon AU,16289,249-2663064-0337413,,Amazon Seller _AU,Dispatched,2026-08-26,2026-08-26,31.5,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-4885668-6677444,,Amazon Seller _AU,Dispatched,2026-08-26,2026-08-26,12.6,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49624,,,Dispatched,2026-08-25,2026-08-25,133.6934,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49623,,,Dispatched,2026-08-25,2026-08-25,216.1332,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49622,,,Dispatched,2026-08-25,2026-08-25,42.7817,EUR
2026-08,UPDATE,ok,Amazon AU,16289,250-4978074-8208615,,Amazon Seller _AU,Dispatched,2026-08-26,2026-08-26,59.85,AUD
2026-08,UPDATE,ok,Amazon AU,16289,250-1424687-3505452,,Amazon Seller _AU,Dispatched,2026-08-25,2026-08-25,49.83,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49621,,,Dispatched,2026-08-25,2026-08-25,51.7658,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49620,,,Dispatched,2026-08-25,2026-08-25,55.1028,EUR
2026-08,UPDATE,ok,Amazon AU,16289,503-9905424-8427832,,Amazon Seller _AU,Dispatched,2026-08-25,2026-08-25,31.47,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49619,,,Dispatched,2026-08-25,2026-08-25,42.4308,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49618,,,Dispatched,2026-08-25,2026-08-25,55.1882,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49617,,,Dispatched,2026-08-25,2026-08-25,29.0059,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49616,,,Dispatched,2026-08-25,2026-08-25,66.0549,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49615,,,Dispatched,2026-08-25,2026-08-25,68.7073,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49614,,,Dispatched,2026-08-25,2026-08-25,49.4556,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49613,,,Dispatched,2026-08-27,2026-08-27,75.9429,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49612,,,Dispatched,2026-08-25,2026-08-25,246.294,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49611,,,Dispatched,2026-08-25,2026-08-25,85.5634,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49610,,,Dispatched,2026-08-25,2026-08-25,120.3788,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49609,,,Dispatched,2026-08-25,2026-08-25,81.4474,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49607,,,Dispatched,2026-08-25,2026-08-25,26.0968,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49606,,,Dispatched,2026-08-25,2026-08-25,85.9054,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49604,,,Dispatched,2026-08-25,2026-08-25,24.8134,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49602,,,Dispatched,2026-08-25,2026-08-25,69.3918,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49601,,,Dispatched,2026-08-25,2026-08-25,82.8166,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49600,,,Dispatched,2026-08-25,2026-08-25,77.5205,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49599,,,Dispatched,2026-08-25,2026-08-25,48.4288,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49598,,,Dispatched,2026-08-25,2026-08-25,28.2359,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49597,,,Dispatched,2026-08-25,2026-08-25,29.6049,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49596,,,Dispatched,2026-08-25,2026-08-25,26.1825,EUR
2026-08,UPDATE,ok,Amazon AU,16289,S03-0097855-1949234,,Amazon Seller _AU,Dispatched,2026-08-24,2026-08-24,0,GBP
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49595,,,Dispatched,2026-08-25,2026-08-25,93.0841,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49594,,,Dispatched,2026-08-25,2026-08-25,59.5521,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49593,,,Dispatched,2026-08-25,2026-08-25,46.632,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49592,,,Dispatched,2026-08-25,2026-08-25,39.4447,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49591,,Nederlandse Loterij,Dispatched,2026-08-25,2026-08-25,39.4447,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49590,,,Dispatched,2026-08-25,2026-08-25,29.4339,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49589,,,Dispatched,2026-08-25,2026-08-25,18.8239,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49588,,,Dispatched,2026-08-25,2026-08-25,72.7289,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49587,,,Dispatched,2026-08-25,2026-08-25,143.7378,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49585,,,Dispatched,2026-08-25,2026-08-25,39.4447,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EUWS-3301,,Debarcadere,Dispatched,2026-08-27,2026-08-27,622.6977,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49584,,,Dispatched,2026-08-25,2026-08-25,71.8732,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49583,,,Dispatched,2026-08-25,2026-08-25,61.597,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49582,,,Dispatched,2026-08-25,2026-08-25,65.1993,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49581,,,Dispatched,2026-08-25,2026-08-25,57.3275,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49580,,,Dispatched,2026-08-25,2026-08-25,75.0304,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49579,,,Dispatched,2026-08-25,2026-08-25,55.1884,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49578,,,Dispatched,2026-08-25,2026-08-25,24.3856,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49577,,,Dispatched,2026-08-25,2026-08-25,69.3063,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49576,,,Dispatched,2026-08-25,2026-08-25,98.0556,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49575,,,Dispatched,2026-08-25,2026-08-25,87.2746,EUR
2026-08,UPDATE,ok,Amazon AU,16289,249-2980728-5830222,,Amazon Seller _AU,Dispatched,2026-08-25,2026-08-25,31.47,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49574,,,Dispatched,2026-08-25,2026-08-25,196.7954,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49573,,,Dispatched,2026-08-25,2026-08-25,30.0327,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49572,,,Dispatched,2026-08-25,2026-08-25,128.9178,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49571,,,Dispatched,2026-08-25,2026-08-25,62.4611,EUR
2026-08,UPDATE,ok,Amazon AU,16289,249-5908895-5096660,,Amazon Seller _AU,Dispatched,2026-08-25,2026-08-25,12.58,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49570,,,Dispatched,2026-08-24,2026-08-24,52.543,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,UK-887404,,,Dispatched,2026-08-27,2026-08-27,114,GBP
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49568,,,Dispatched,2026-08-24,2026-08-24,59.0465,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49567,,,Dispatched,2026-08-24,2026-08-24,93.2765,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49566,,,Dispatched,2026-08-24,2026-08-24,81.5527,EUR
2026-08,UPDATE,ok,Amazon AU,16289,249-6457560-5915019,,Amazon Seller _AU,Dispatched,2026-08-24,2026-08-24,12.6,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49565,,,Dispatched,2026-08-25,2026-08-25,33.3696,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49564,,,Dispatched,2026-08-25,2026-08-25,64.0869,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49563,,,Dispatched,2026-08-27,2026-08-27,182.9141,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49562,,,Dispatched,2026-08-27,2026-08-27,82.2858,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49561,,serfac ltd,Dispatched,2026-08-25,2026-08-25,41.327,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49560,,,Dispatched,2026-08-25,2026-08-25,26.5246,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49559,,,Dispatched,2026-08-24,2026-08-24,74.6211,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49558,,,Dispatched,2026-08-25,2026-08-25,49.1135,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49556,,,Dispatched,2026-08-24,2026-08-24,0,EUR
2026-08,UPDATE,ok,Amazon AU,16289,249-4237743-6378221,,Amazon Seller _AU,Dispatched,2026-08-24,2026-08-24,31.51,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49555,,,Dispatched,2026-08-24,2026-08-24,27.555,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49554,,,Dispatched,2026-08-24,2026-08-24,39.4499,EUR
2026-08,UPDATE,ok,Amazon AU,16289,249-7101834-4847069,,Amazon Seller _AU,Dispatched,2026-08-25,2026-08-25,28.85,AUD
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49553,,,Dispatched,2026-08-24,2026-08-24,130.7588,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49552,,DLA Piper UK LLP,Dispatched,2026-08-24,2026-08-24,33.3741,EUR
2026-08,UPDATE,ok,EU iFulfilment,25073,EU-49551,,,Dispatched,2026-08-24,2026-08-24,65.0367,EUR
