Month,Action,Result,Branch,BranchId,Reference,CustomerOrderNo,Company,Stage,DispatchDate,InvoiceDateSet,Total,Currency
2026-07,UPDATE,ok,Amazon AU,16289,503-0622161-6488625,,[Redacted],Dispatched,2026-07-11,2026-07-11,32.79,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-4749751-9867841,,[Redacted],Dispatched,2026-07-11,2026-07-11,22,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-9528929-3411061,,[Redacted],Dispatched,2026-07-10,2026-07-10,18.63,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-7493129-3552609,,[Redacted],Dispatched,2026-07-10,2026-07-10,18.63,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-9984170-3656624,,[Redacted],Dispatched,2026-07-11,2026-07-11,20.34,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-5906720-9567067,,[Redacted],Dispatched,2026-07-11,2026-07-11,18.68,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-5105038-9126237,,[Redacted],Dispatched,2026-07-10,2026-07-10,18.63,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-6801700-8841441,,[Redacted],Dispatched,2026-07-11,2026-07-11,22,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-0209157-3152660,,[Redacted],Dispatched,2026-07-10,2026-07-10,12.42,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-9052419-3705454,,[Redacted],Dispatched,2026-07-11,2026-07-11,20.34,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-5433868-4335064,,[Redacted],Dispatched,2026-07-12,2026-07-12,61.1,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-7652088-0011832,,[Redacted],Dispatched,2026-07-10,2026-07-10,20.28,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-1710078-3591036,,[Redacted],Dispatched,2026-07-10,2026-07-10,18.63,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-1680120-2303800,,[Redacted],Dispatched,2026-07-10,2026-07-10,18.63,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-2388861-5110252,,[Redacted],Dispatched,2026-07-10,2026-07-10,18.63,AUD
2026-07,UPDATE,ok,Amazon AU,16289,S03-3543803-4267203,,[Redacted],Dispatched,2026-07-09,2026-07-09,0,GBP
2026-07,UPDATE,ok,US Geneva,5055,US-2162425,,,Dispatched,2026-07-09,2026-07-09,59.7305,USD
2026-07,UPDATE,ok,Amazon AU,16289,503-2204090-5694245,,[Redacted],Dispatched,2026-07-10,2026-07-10,20.28,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-6443498-3560659,,[Redacted],Dispatched,2026-07-10,2026-07-10,37.26,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-6580181-7708643,,[Redacted],Dispatched,2026-07-10,2026-07-10,16.56,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-0466821-7579054,,[Redacted],Dispatched,2026-07-10,2026-07-10,12.42,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-5236190-6255853,,[Redacted],Dispatched,2026-07-11,2026-07-11,61.01,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-1810163-0316644,,[Redacted],Dispatched,2026-07-11,2026-07-11,20.34,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-0551949-7951044,,[Redacted],Dispatched,2026-07-10,2026-07-10,18.63,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-1479752-7009449,,[Redacted],Dispatched,2026-07-10,2026-07-10,9.93,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-3119214-3253424,,[Redacted],Dispatched,2026-07-11,2026-07-11,40.68,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-1089618-0675000,,[Redacted],Dispatched,2026-07-10,2026-07-10,37.26,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-5021182-4972603,,[Redacted],Dispatched,2026-07-10,2026-07-10,5.07,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-5658619-3577400,,[Redacted],Dispatched,2026-07-10,2026-07-10,20.28,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-2575130-9276633,,[Redacted],Dispatched,2026-07-11,2026-07-11,9.96,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-4418929-3325467,,[Redacted],Dispatched,2026-07-10,2026-07-10,55.88,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-0581899-4406236,,[Redacted],Dispatched,2026-07-09,2026-07-09,22.78,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-4243436-9010236,,[Redacted],Dispatched,2026-07-13,2026-07-13,31.11,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-4167027-8454237,,[Redacted],Dispatched,2026-07-11,2026-07-11,9.85,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-9442957-6325414,,[Redacted],Dispatched,2026-07-09,2026-07-09,18.64,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-4016036-7567065,,[Redacted],Dispatched,2026-07-10,2026-07-10,20.29,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-0323642-7613422,,[Redacted],Dispatched,2026-07-10,2026-07-10,20.28,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-7531002-0668631,,[Redacted],Dispatched,2026-07-09,2026-07-09,8.28,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-9135983-7636611,,[Redacted],Dispatched,2026-07-10,2026-07-10,20.28,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-0467293-6727838,,[Redacted],Dispatched,2026-07-10,2026-07-10,20.28,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-9018305-0199011,,[Redacted],Dispatched,2026-07-10,2026-07-10,20.28,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-4603709-8018265,,[Redacted],Dispatched,2026-07-10,2026-07-10,18.63,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-3931649-6752621,,[Redacted],Dispatched,2026-07-10,2026-07-10,18.63,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-3988254-6725439,,[Redacted],Dispatched,2026-07-10,2026-07-10,16.56,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-4881196-9963029,,[Redacted],Dispatched,2026-07-10,2026-07-10,18.63,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-2179470-0389411,,[Redacted],Dispatched,2026-07-10,2026-07-10,42.23,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-0371016-9324641,,[Redacted],Dispatched,2026-07-09,2026-07-09,20.29,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-6757736-6359053,,[Redacted],Dispatched,2026-07-10,2026-07-10,20.28,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-6599556-5667001,,[Redacted],Dispatched,2026-07-09,2026-07-09,20.29,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-6408338-5415835,,[Redacted],Dispatched,2026-07-09,2026-07-09,20.29,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-4932990-2781430,,[Redacted],Dispatched,2026-07-09,2026-07-09,18.64,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-0177730-8294252,,[Redacted],Dispatched,2026-07-09,2026-07-09,9.94,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-4751692-0067859,,[Redacted],Dispatched,2026-07-09,2026-07-09,81.18,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-1097769-0831810,,[Redacted],Dispatched,2026-07-11,2026-07-11,22.83,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-0660016-6495024,,[Redacted],Dispatched,2026-07-09,2026-07-09,24.84,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-8241313-8842245,,[Redacted],Dispatched,2026-07-08,2026-07-08,9.94,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-6504132-4027057,,[Redacted],Dispatched,2026-07-09,2026-07-09,19.87,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-2343002-6290219,,[Redacted],Dispatched,2026-07-10,2026-07-10,18.63,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-6468736-6512630,,[Redacted],Dispatched,2026-07-09,2026-07-09,21.95,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-0642912-8549452,,[Redacted],Dispatched,2026-07-09,2026-07-09,22.36,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-4962299-2981442,,[Redacted],Dispatched,2026-07-09,2026-07-09,42.25,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-6428293-1933419,,[Redacted],Dispatched,2026-07-09,2026-07-09,40.59,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-9243125-5263845,,[Redacted],Dispatched,2026-07-09,2026-07-09,21.95,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-2558525-6810243,,[Redacted],Dispatched,2026-07-10,2026-07-10,9.93,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-5982950-2367004,,[Redacted],Dispatched,2026-07-08,2026-07-08,40.65,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-5033822-5751851,,[Redacted],Dispatched,2026-07-09,2026-07-09,9.83,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-4556325-3052634,,[Redacted],Dispatched,2026-07-09,2026-07-09,18.64,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-2765808-0371020,,[Redacted],Dispatched,2026-07-09,2026-07-09,20.29,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-8896998-9735038,,[Redacted],Dispatched,2026-07-09,2026-07-09,40.59,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-5353398-5055855,,[Redacted],Dispatched,2026-07-09,2026-07-09,20.29,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-6739861-0997401,,[Redacted],Dispatched,2026-07-09,2026-07-09,41.42,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-1461427-4039851,,[Redacted],Dispatched,2026-07-08,2026-07-08,20.29,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-6015662-1994239,,[Redacted],Dispatched,2026-07-09,2026-07-09,9.94,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-3291046-0504644,,[Redacted],Dispatched,2026-07-10,2026-07-10,9.93,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-4252407-4223019,,[Redacted],Dispatched,2026-07-09,2026-07-09,40.59,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-9896149-7515059,,[Redacted],Dispatched,2026-07-09,2026-07-09,10.14,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-4500001-1436632,,[Redacted],Dispatched,2026-07-09,2026-07-09,37.27,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-5951672-3020636,,[Redacted],Dispatched,2026-07-09,2026-07-09,21.96,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-4608103-3670226,,[Redacted],Dispatched,2026-07-08,2026-07-08,20.33,AUD
2026-07,UPDATE,ok,AU,17489,AU-139566,,,Dispatched,2026-07-09,2026-07-09,80.45,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-8336123-9832610,,[Redacted],Dispatched,2026-07-09,2026-07-09,20.29,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-5381724-1932659,,[Redacted],Dispatched,2026-07-08,2026-07-08,5.08,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-9461954-4287016,,[Redacted],Dispatched,2026-07-11,2026-07-11,56.03,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-3123441-3529427,,[Redacted],Dispatched,2026-07-08,2026-07-08,18.67,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-9040936-2474261,,[Redacted],Dispatched,2026-07-08,2026-07-08,31.11,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-7557926-4565441,,[Redacted],Dispatched,2026-07-12,2026-07-12,28.58,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-7575481-5792622,,[Redacted],Dispatched,2026-07-08,2026-07-08,20.33,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-3968805-4764667,,[Redacted],Dispatched,2026-07-08,2026-07-08,18.67,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-5776156-8159812,,[Redacted],Dispatched,2026-07-08,2026-07-08,14.17,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-6235004-8430236,,[Redacted],Dispatched,2026-07-08,2026-07-08,20.33,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-4915614-3578236,,[Redacted],Dispatched,2026-07-09,2026-07-09,37.27,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-6148500-6263860,,[Redacted],Dispatched,2026-07-09,2026-07-09,20.29,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-3227947-6403818,,[Redacted],Dispatched,2026-07-08,2026-07-08,20.33,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-4124985-6819844,,[Redacted],Dispatched,2026-07-08,2026-07-08,22.82,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-3731880-4942260,,[Redacted],Dispatched,2026-07-08,2026-07-08,12.44,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-4933589-3054262,,[Redacted],Dispatched,2026-07-07,2026-07-07,24.17,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-0134055-9011053,,[Redacted],Dispatched,2026-07-08,2026-07-08,16.59,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-8271339-8459035,,[Redacted],Dispatched,2026-07-08,2026-07-08,37.33,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-9987986-7613442,,[Redacted],Dispatched,2026-07-10,2026-07-10,9.93,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-7599974-7300613,,[Redacted],Dispatched,2026-07-08,2026-07-08,38.99,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-5770395-4898215,,[Redacted],Dispatched,2026-07-08,2026-07-08,10.16,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-6284711-9765444,,[Redacted],Dispatched,2026-07-07,2026-07-07,12.46,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-1330188-3483057,,[Redacted],Dispatched,2026-07-07,2026-07-07,20.35,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-8379622-7524631,,[Redacted],Dispatched,2026-07-11,2026-07-11,9.96,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-1478694-8453424,,[Redacted],Dispatched,2026-07-08,2026-07-08,40.65,AUD
2026-07,UPDATE,ok,UK,5053,UK-853382,,,Dispatched,2026-07-07,2026-07-07,100,GBP
2026-07,UPDATE,ok,Amazon AU,16289,503-7051532-3321434,,[Redacted],Dispatched,2026-07-08,2026-07-08,20.33,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-5039065-9735051,,[Redacted],Dispatched,2026-07-07,2026-07-07,39.04,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-7415180-4320637,,[Redacted],Dispatched,2026-07-08,2026-07-08,18.67,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-4733448-8452643,,[Redacted],Dispatched,2026-07-08,2026-07-08,20.33,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-4316629-6043861,,[Redacted],Dispatched,2026-07-07,2026-07-07,20.35,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-6186471-4024652,,[Redacted],Dispatched,2026-07-09,2026-07-09,5.07,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-2991689-2784646,,[Redacted],Dispatched,2026-07-07,2026-07-07,40.7,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-7419278-6022223,,[Redacted],Dispatched,2026-07-07,2026-07-07,40.7,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-2439047-7017439,,[Redacted],Dispatched,2026-07-07,2026-07-07,22.42,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-0899339-5831832,,[Redacted],Dispatched,2026-07-07,2026-07-07,18.69,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-4210114-1127049,,[Redacted],Dispatched,2026-07-07,2026-07-07,5.08,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-4921657-7150263,,[Redacted],Dispatched,2026-07-07,2026-07-07,18.47,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-9065592-7151008,,[Redacted],Dispatched,2026-07-07,2026-07-07,19.52,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-1006851-0459800,,[Redacted],Dispatched,2026-07-07,2026-07-07,20.35,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-9988089-2279021,,[Redacted],Dispatched,2026-07-07,2026-07-07,24.92,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-7046932-6787066,,[Redacted],Dispatched,2026-07-07,2026-07-07,18.69,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-0706829-8699065,,[Redacted],Dispatched,2026-07-07,2026-07-07,16.61,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-5089865-2498234,,[Redacted],Dispatched,2026-07-07,2026-07-07,16.61,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-2982021-2844664,,[Redacted],Dispatched,2026-07-07,2026-07-07,9.96,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-1951347-9962202,,[Redacted],Dispatched,2026-07-07,2026-07-07,18.69,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-9167720-2975037,,[Redacted],Dispatched,2026-07-07,2026-07-07,16.61,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-1163056-2727807,,[Redacted],Dispatched,2026-07-06,2026-07-06,31.17,AUD
2026-07,UPDATE,ok,UK,5053,UK-852734,,GREENREDEEM LTD,Dispatched,2026-07-06,2026-07-06,50,GBP
2026-07,UPDATE,ok,UK,5053,UK-852663,,GREENREDEEM LTD,Dispatched,2026-07-06,2026-07-06,50,GBP
2026-07,UPDATE,ok,UK,5053,UK-852649,,GREENREDEEM LTD,Dispatched,2026-07-06,2026-07-06,50,GBP
2026-07,UPDATE,ok,UK,5053,UK-852645,,GREENREDEEM LTD,Dispatched,2026-07-06,2026-07-06,50,GBP
2026-07,UPDATE,ok,UK,5053,UK-852636,,GREENREDEEM LTD,Dispatched,2026-07-06,2026-07-06,50,GBP
2026-07,DTC-REPORT-ONLY,(excluded),Direct to Client,5051,D25312-4,PO-55UKLX-AW26-3,Dock & Bay,Dispatched,2026-07-03,,763.2,GBP
2026-07,UPDATE,ok,Amazon AU,16289,249-3276359-3307006,,[Redacted],Dispatched,2026-07-06,2026-07-06,17.66,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-5945499-4403861,,[Redacted],Dispatched,2026-07-06,2026-07-06,20.37,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-0636589-4257465,,[Redacted],Dispatched,2026-07-06,2026-07-06,31.17,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-0570593-5146229,,[Redacted],Dispatched,2026-07-06,2026-07-06,7.27,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-0249628-3891001,,[Redacted],Dispatched,2026-07-06,2026-07-06,33.76,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-1124131-6914248,,[Redacted],Dispatched,2026-07-06,2026-07-06,31.17,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-0084074-2753416,,[Redacted],Dispatched,2026-07-06,2026-07-06,31.17,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-7694210-5972664,,[Redacted],Dispatched,2026-07-06,2026-07-06,16.62,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-2520491-8001406,,[Redacted],Dispatched,2026-07-07,2026-07-07,59.71,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-0316297-0387824,,[Redacted],Dispatched,2026-07-06,2026-07-06,31.17,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-7993035-8323827,,[Redacted],Dispatched,2026-07-06,2026-07-06,20.37,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-8492674-4992665,,[Redacted],Dispatched,2026-07-06,2026-07-06,28.57,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-5360006-7097430,,[Redacted],Dispatched,2026-07-06,2026-07-06,31.17,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-6989980-0685460,,[Redacted],Dispatched,2026-07-05,2026-07-05,23.29,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-3926187-7120667,,[Redacted],Dispatched,2026-07-05,2026-07-05,31.05,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-9388415-6247840,,[Redacted],Dispatched,2026-07-05,2026-07-05,28.46,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-9797138-8403804,,[Redacted],Dispatched,2026-07-05,2026-07-05,12.42,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-2460857-9315059,,[Redacted],Dispatched,2026-07-05,2026-07-05,31.05,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-9989333-7791803,,[Redacted],Dispatched,2026-07-06,2026-07-06,31.17,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-3842005-4614218,,[Redacted],Dispatched,2026-07-05,2026-07-05,31.05,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-1329175-4463034,,[Redacted],Dispatched,2026-07-06,2026-07-06,28.57,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-8382950-5284637,,[Redacted],Dispatched,2026-07-05,2026-07-05,31.05,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-8233274-6943823,,[Redacted],Dispatched,2026-07-06,2026-07-06,33.76,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-1205052-0422244,,[Redacted],Dispatched,2026-07-05,2026-07-05,15.52,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-2938572-5249410,,[Redacted],Dispatched,2026-07-07,2026-07-07,31.15,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-6129410-2493407,,[Redacted],Dispatched,2026-07-05,2026-07-05,28.46,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-1157513-2487824,,[Redacted],Dispatched,2026-07-05,2026-07-05,56.54,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-2535703-3634257,,[Redacted],Dispatched,2026-07-04,2026-07-04,14.78,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-4239807-2469450,,[Redacted],Dispatched,2026-07-05,2026-07-05,28.46,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-9457533-9091050,,[Redacted],Dispatched,2026-07-04,2026-07-04,88.71,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-7088080-0715045,,[Redacted],Dispatched,2026-07-04,2026-07-04,31.05,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-0467879-0409419,,[Redacted],Dispatched,2026-07-04,2026-07-04,31.54,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-8927144-0599004,,[Redacted],Dispatched,2026-07-05,2026-07-05,31.05,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-1419697-6089455,,[Redacted],Dispatched,2026-07-04,2026-07-04,25.62,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-0103193-5972647,,[Redacted],Dispatched,2026-07-06,2026-07-06,12.46,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-8951371-0104605,,[Redacted],Dispatched,2026-07-05,2026-07-05,15.58,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-9793337-4072650,,[Redacted],Dispatched,2026-07-03,2026-07-03,31.1,AUD
2026-07,UPDATE,ok,UK,5053,UK-850273,,,Dispatched,2026-07-03,2026-07-03,20,GBP
2026-07,UPDATE,ok,UK,5053,UK-850203,,GREENREDEEM LTD,Dispatched,2026-07-03,2026-07-03,50,GBP
2026-07,UPDATE,ok,UK,5053,UK-850199,,GREENREDEEM LTD,Dispatched,2026-07-03,2026-07-03,50,GBP
2026-07,UPDATE,ok,Amazon AU,16289,249-0580035-8087062,,[Redacted],Dispatched,2026-07-04,2026-07-04,59.14,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-3623285-3667861,,[Redacted],Dispatched,2026-07-03,2026-07-03,54.16,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-1476158-3140611,,[Redacted],Dispatched,2026-07-03,2026-07-03,28.51,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-1446995-7171029,,[Redacted],Dispatched,2026-07-04,2026-07-04,31.13,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-2891232-9135061,,[Redacted],Dispatched,2026-07-04,2026-07-04,28.53,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-6505953-1488657,,[Redacted],Dispatched,2026-07-03,2026-07-03,91.91,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-6845983-7674262,,[Redacted],Dispatched,2026-07-03,2026-07-03,31.1,AUD
2026-07,UPDATE,ok,Amazon AU,16289,S03-8218597-5787100,,[Redacted],Dispatched,2026-07-02,2026-07-02,0,GBP
2026-07,UPDATE,ok,Amazon AU,16289,250-9553568-6406204,,[Redacted],Dispatched,2026-07-03,2026-07-03,31.1,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-5718509-3367053,,[Redacted],Dispatched,2026-07-02,2026-07-02,23.34,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-0878697-5985410,,[Redacted],Dispatched,2026-07-03,2026-07-03,28.51,AUD
2026-07,UPDATE,ok,AU,17489,AU-139376,,,Dispatched,2026-07-08,2026-07-08,38.2,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-8113347-4019022,,[Redacted],Dispatched,2026-07-02,2026-07-02,28.53,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-7279835-3556636,,[Redacted],Dispatched,2026-07-02,2026-07-02,20.34,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-2440249-0015001,,[Redacted],Dispatched,2026-07-02,2026-07-02,28.53,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-3902629-3719035,,[Redacted],Dispatched,2026-07-02,2026-07-02,28.53,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-4201973-3169401,,[Redacted],Dispatched,2026-07-02,2026-07-02,16.6,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-4414096-5719041,,[Redacted],Dispatched,2026-07-03,2026-07-03,20.32,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-9679001-1491823,,[Redacted],Dispatched,2026-07-03,2026-07-03,31.1,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-4286329-4471820,,[Redacted],Dispatched,2026-07-01,2026-07-01,84.25,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-8241152-3181414,,[Redacted],Dispatched,2026-07-04,2026-07-04,16.6,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-5963413-3527060,,[Redacted],Dispatched,2026-07-01,2026-07-01,97.29,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-6467595-7184620,,[Redacted],Dispatched,2026-07-01,2026-07-01,28.69,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-2662347-6775818,,[Redacted],Dispatched,2026-07-01,2026-07-01,7.3,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-5764703-5397454,,[Redacted],Dispatched,2026-07-02,2026-07-02,15.56,AUD
2026-07,UPDATE,ok,Amazon AU,16289,250-3060460-4215823,,[Redacted],Dispatched,2026-07-01,2026-07-01,12.88,AUD
2026-07,UPDATE,ok,Amazon AU,16289,503-4718106-7319849,,[Redacted],Dispatched,2026-07-01,2026-07-01,31.71,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-3106870-8182250,,[Redacted],Dispatched,2026-07-01,2026-07-01,54.51,AUD
2026-07,UPDATE,ok,Amazon AU,16289,249-0899402-7637446,,[Redacted],Dispatched,2026-07-01,2026-07-01,28.69,AUD
